Day,Source Data,Year,Month,Extent 10^6 sq km
26,['/ecs/DP1/PM/NSIDC-0051.001/2005.09.26/nt_20050926_f13_v1.1_s.bin'],2005,9,19.24
27,['/ecs/DP1/PM/NSIDC-0051.001/2005.09.27/nt_20050927_f13_v1.1_s.bin'],2005,9,19.267
28,['/ecs/DP1/PM/NSIDC-0051.001/2005.09.28/nt_20050928_f13_v1.1_s.bin'],2005,9,19.231
29,['/ecs/DP1/PM/NSIDC-0051.001/2005.09.29/nt_20050929_f13_v1.1_s.bin'],2005,9,19.295
30,['/ecs/DP1/PM/NSIDC-0051.001/2005.09.30/nt_20050930_f13_v1.1_s.bin'],2005,9,19.214
1,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.01/nt_20051001_f13_v1.1_s.bin'],2005,10,19.148
2,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.02/nt_20051002_f13_v1.1_s.bin'],2005,10,19.136
3,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.03/nt_20051003_f13_v1.1_s.bin'],2005,10,19.159
4,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.04/nt_20051004_f13_v1.1_s.bin'],2005,10,19.125
5,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.05/nt_20051005_f13_v1.1_s.bin'],2005,10,19.073
6,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.06/nt_20051006_f13_v1.1_s.bin'],2005,10,19
7,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.07/nt_20051007_f13_v1.1_s.bin'],2005,10,18.968
8,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.08/nt_20051008_f13_v1.1_s.bin'],2005,10,18.897
9,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.09/nt_20051009_f13_v1.1_s.bin'],2005,10,18.81
10,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.10/nt_20051010_f13_v1.1_s.bin'],2005,10,18.809
11,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.11/nt_20051011_f13_v1.1_s.bin'],2005,10,18.832
12,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.12/nt_20051012_f13_v1.1_s.bin'],2005,10,18.716
13,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.13/nt_20051013_f13_v1.1_s.bin'],2005,10,18.72
14,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.14/nt_20051014_f13_v1.1_s.bin'],2005,10,18.744
15,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.15/nt_20051015_f13_v1.1_s.bin'],2005,10,18.664
16,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.16/nt_20051016_f13_v1.1_s.bin'],2005,10,18.479
17,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.17/nt_20051017_f13_v1.1_s.bin'],2005,10,18.296
18,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.18/nt_20051018_f13_v1.1_s.bin'],2005,10,18.121
19,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.19/nt_20051019_f13_v1.1_s.bin'],2005,10,18.076
20,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.20/nt_20051020_f13_v1.1_s.bin'],2005,10,18.046
21,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.21/nt_20051021_f13_v1.1_s.bin'],2005,10,18.058
22,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.22/nt_20051022_f13_v1.1_s.bin'],2005,10,18.04
23,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.23/nt_20051023_f13_v1.1_s.bin'],2005,10,17.969
24,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.24/nt_20051024_f13_v1.1_s.bin'],2005,10,17.959
25,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.25/nt_20051025_f13_v1.1_s.bin'],2005,10,17.987
26,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.26/nt_20051026_f13_v1.1_s.bin'],2005,10,18.008
27,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.27/nt_20051027_f13_v1.1_s.bin'],2005,10,18.038
28,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.28/nt_20051028_f13_v1.1_s.bin'],2005,10,18.036
29,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.29/nt_20051029_f13_v1.1_s.bin'],2005,10,18.06
30,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.30/nt_20051030_f13_v1.1_s.bin'],2005,10,17.925
31,['/ecs/DP1/PM/NSIDC-0051.001/2005.10.31/nt_20051031_f13_v1.1_s.bin'],2005,10,17.882
1,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.01/nt_20051101_f13_v1.1_s.bin'],2005,11,17.828
2,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.02/nt_20051102_f13_v1.1_s.bin'],2005,11,17.848
3,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.03/nt_20051103_f13_v1.1_s.bin'],2005,11,17.836
4,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.04/nt_20051104_f13_v1.1_s.bin'],2005,11,17.826
5,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.05/nt_20051105_f13_v1.1_s.bin'],2005,11,17.721
6,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.06/nt_20051106_f13_v1.1_s.bin'],2005,11,17.559
7,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.07/nt_20051107_f13_v1.1_s.bin'],2005,11,17.423
8,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.08/nt_20051108_f13_v1.1_s.bin'],2005,11,17.284
9,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.09/nt_20051109_f13_v1.1_s.bin'],2005,11,17.165
10,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.10/nt_20051110_f13_v1.1_s.bin'],2005,11,17.146
11,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.11/nt_20051111_f13_v1.1_s.bin'],2005,11,17.077
12,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.12/nt_20051112_f13_v1.1_s.bin'],2005,11,16.939
13,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.13/nt_20051113_f13_v1.1_s.bin'],2005,11,16.88
14,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.14/nt_20051114_f13_v1.1_s.bin'],2005,11,16.783
15,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.15/nt_20051115_f13_v1.1_s.bin'],2005,11,16.674
16,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.16/nt_20051116_f13_v1.1_s.bin'],2005,11,16.611
17,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.17/nt_20051117_f13_v1.1_s.bin'],2005,11,16.427
18,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.18/nt_20051118_f13_v1.1_s.bin'],2005,11,16.198
19,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.19/nt_20051119_f13_v1.1_s.bin'],2005,11,16.056
20,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.20/nt_20051120_f13_v1.1_s.bin'],2005,11,15.856
21,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.21/nt_20051121_f13_v1.1_s.bin'],2005,11,15.662
22,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.22/nt_20051122_f13_v1.1_s.bin'],2005,11,15.489
23,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.23/nt_20051123_f13_v1.1_s.bin'],2005,11,15.354
24,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.24/nt_20051124_f13_v1.1_s.bin'],2005,11,15.172
25,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.25/nt_20051125_f13_v1.1_s.bin'],2005,11,14.928
26,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.26/nt_20051126_f13_v1.1_s.bin'],2005,11,14.744
27,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.27/nt_20051127_f13_v1.1_s.bin'],2005,11,14.503
28,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.28/nt_20051128_f13_v1.1_s.bin'],2005,11,14.328
29,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.29/nt_20051129_f13_v1.1_s.bin'],2005,11,14.197
30,['/ecs/DP1/PM/NSIDC-0051.001/2005.11.30/nt_20051130_f13_v1.1_s.bin'],2005,11,13.971
1,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.01/nt_20051201_f13_v1.1_s.bin'],2005,12,13.698
2,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.02/nt_20051202_f13_v1.1_s.bin'],2005,12,13.492
3,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.03/nt_20051203_f13_v1.1_s.bin'],2005,12,13.235
4,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.04/nt_20051204_f13_v1.1_s.bin'],2005,12,13.038
5,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.05/nt_20051205_f13_v1.1_s.bin'],2005,12,12.589
6,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.06/nt_20051206_f13_v1.1_s.bin'],2005,12,12.325
7,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.07/nt_20051207_f13_v1.1_s.bin'],2005,12,12.093
8,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.08/nt_20051208_f13_v1.1_s.bin'],2005,12,11.798
9,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.09/nt_20051209_f13_v1.1_s.bin'],2005,12,11.495
10,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.10/nt_20051210_f13_v1.1_s.bin'],2005,12,11.06
11,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.11/nt_20051211_f13_v1.1_s.bin'],2005,12,10.719
12,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.12/nt_20051212_f13_v1.1_s.bin'],2005,12,10.407
13,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.13/nt_20051213_f13_v1.1_s.bin'],2005,12,10.206
14,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.14/nt_20051214_f13_v1.1_s.bin'],2005,12,9.871
15,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.15/nt_20051215_f13_v1.1_s.bin'],2005,12,9.61
16,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.16/nt_20051216_f13_v1.1_s.bin'],2005,12,9.454
17,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.17/nt_20051217_f13_v1.1_s.bin'],2005,12,9.305
18,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.18/nt_20051218_f13_v1.1_s.bin'],2005,12,9.12
19,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.19/nt_20051219_f13_v1.1_s.bin'],2005,12,8.867
20,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.20/nt_20051220_f13_v1.1_s.bin'],2005,12,8.612
21,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.21/nt_20051221_f13_v1.1_s.bin'],2005,12,8.291
22,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.22/nt_20051222_f13_v1.1_s.bin'],2005,12,7.997
23,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.23/nt_20051223_f13_v1.1_s.bin'],2005,12,7.696
24,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.24/nt_20051224_f13_v1.1_s.bin'],2005,12,7.467
25,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.25/nt_20051225_f13_v1.1_s.bin'],2005,12,7.323
26,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.26/nt_20051226_f13_v1.1_s.bin'],2005,12,7.081
27,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.27/nt_20051227_f13_v1.1_s.bin'],2005,12,6.912
28,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.28/nt_20051228_f13_v1.1_s.bin'],2005,12,6.743
29,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.29/nt_20051229_f13_v1.1_s.bin'],2005,12,6.617
30,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.30/nt_20051230_f13_v1.1_s.bin'],2005,12,6.559
31,['/ecs/DP1/PM/NSIDC-0051.001/2005.12.31/nt_20051231_f13_v1.1_s.bin'],2005,12,6.408
1,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.01/nt_20060101_f13_v1.1_s.bin'],2006,1,6.257
2,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.02/nt_20060102_f13_v1.1_s.bin'],2006,1,6.038
3,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.03/nt_20060103_f13_v1.1_s.bin'],2006,1,5.778
4,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.04/nt_20060104_f13_v1.1_s.bin'],2006,1,5.606
5,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.05/nt_20060105_f13_v1.1_s.bin'],2006,1,5.459
6,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.06/nt_20060106_f13_v1.1_s.bin'],2006,1,5.237
7,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.07/nt_20060107_f13_v1.1_s.bin'],2006,1,5.046
8,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.08/nt_20060108_f13_v1.1_s.bin'],2006,1,4.89
9,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.09/nt_20060109_f13_v1.1_s.bin'],2006,1,4.714
10,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.10/nt_20060110_f13_v1.1_s.bin'],2006,1,4.566
11,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.11/nt_20060111_f13_v1.1_s.bin'],2006,1,4.44
12,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.12/nt_20060112_f13_v1.1_s.bin'],2006,1,4.3
13,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.13/nt_20060113_f13_v1.1_s.bin'],2006,1,4.214
14,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.14/nt_20060114_f13_v1.1_s.bin'],2006,1,4.163
15,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.15/nt_20060115_f13_v1.1_s.bin'],2006,1,4.082
16,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.16/nt_20060116_f13_v1.1_s.bin'],2006,1,4.004
17,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.17/nt_20060117_f13_v1.1_s.bin'],2006,1,3.908
18,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.18/nt_20060118_f13_v1.1_s.bin'],2006,1,3.782
19,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.19/nt_20060119_f13_v1.1_s.bin'],2006,1,3.668
20,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.20/nt_20060120_f13_v1.1_s.bin'],2006,1,3.577
21,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.21/nt_20060121_f13_v1.1_s.bin'],2006,1,3.558
22,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.22/nt_20060122_f13_v1.1_s.bin'],2006,1,3.448
23,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.23/nt_20060123_f13_v1.1_s.bin'],2006,1,3.392
24,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.24/nt_20060124_f13_v1.1_s.bin'],2006,1,3.322
25,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.25/nt_20060125_f13_v1.1_s.bin'],2006,1,3.254
26,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.26/nt_20060126_f13_v1.1_s.bin'],2006,1,3.196
27,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.27/nt_20060127_f13_v1.1_s.bin'],2006,1,3.152
28,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.28/nt_20060128_f13_v1.1_s.bin'],2006,1,3.091
29,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.29/nt_20060129_f13_v1.1_s.bin'],2006,1,3.024
30,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.30/nt_20060130_f13_v1.1_s.bin'],2006,1,2.965
31,['/ecs/DP1/PM/NSIDC-0051.001/2006.01.31/nt_20060131_f13_v1.1_s.bin'],2006,1,2.939
1,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.01/nt_20060201_f13_v1.1_s.bin'],2006,2,2.898
2,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.02/nt_20060202_f13_v1.1_s.bin'],2006,2,2.82
3,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.03/nt_20060203_f13_v1.1_s.bin'],2006,2,2.776
4,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.04/nt_20060204_f13_v1.1_s.bin'],2006,2,2.784
5,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.05/nt_20060205_f13_v1.1_s.bin'],2006,2,2.795
6,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.06/nt_20060206_f13_v1.1_s.bin'],2006,2,2.786
7,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.07/nt_20060207_f13_v1.1_s.bin'],2006,2,2.785
8,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.08/nt_20060208_f13_v1.1_s.bin'],2006,2,2.745
9,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.09/nt_20060209_f13_v1.1_s.bin'],2006,2,2.702
10,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.10/nt_20060210_f13_v1.1_s.bin'],2006,2,2.641
11,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.11/nt_20060211_f13_v1.1_s.bin'],2006,2,2.632
12,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.12/nt_20060212_f13_v1.1_s.bin'],2006,2,2.67
13,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.13/nt_20060213_f13_v1.1_s.bin'],2006,2,2.7
14,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.14/nt_20060214_f13_v1.1_s.bin'],2006,2,2.645
15,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.15/nt_20060215_f13_v1.1_s.bin'],2006,2,2.59
16,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.16/nt_20060216_f13_v1.1_s.bin'],2006,2,2.567
17,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.17/nt_20060217_f13_v1.1_s.bin'],2006,2,2.562
18,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.18/nt_20060218_f13_v1.1_s.bin'],2006,2,2.539
19,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.19/nt_20060219_f13_v1.1_s.bin'],2006,2,2.512
20,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.20/nt_20060220_f13_v1.1_s.bin'],2006,2,2.487
21,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.21/nt_20060221_f13_v1.1_s.bin'],2006,2,2.513
22,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.22/nt_20060222_f13_v1.1_s.bin'],2006,2,2.544
23,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.23/nt_20060223_f13_v1.1_s.bin'],2006,2,2.543
24,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.24/nt_20060224_f13_v1.1_s.bin'],2006,2,2.547
25,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.25/nt_20060225_f13_v1.1_s.bin'],2006,2,2.579
26,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.26/nt_20060226_f13_v1.1_s.bin'],2006,2,2.615
27,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.27/nt_20060227_f13_v1.1_s.bin'],2006,2,2.617
28,['/ecs/DP1/PM/NSIDC-0051.001/2006.02.28/nt_20060228_f13_v1.1_s.bin'],2006,2,2.645
1,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.01/nt_20060301_f13_v1.1_s.bin'],2006,3,2.561
2,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.02/nt_20060302_f13_v1.1_s.bin'],2006,3,2.622
3,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.03/nt_20060303_f13_v1.1_s.bin'],2006,3,2.581
4,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.04/nt_20060304_f13_v1.1_s.bin'],2006,3,2.543
5,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.05/nt_20060305_f13_v1.1_s.bin'],2006,3,2.578
6,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.06/nt_20060306_f13_v1.1_s.bin'],2006,3,2.62
7,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.07/nt_20060307_f13_v1.1_s.bin'],2006,3,2.679
8,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.08/nt_20060308_f13_v1.1_s.bin'],2006,3,2.723
9,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.09/nt_20060309_f13_v1.1_s.bin'],2006,3,2.815
10,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.10/nt_20060310_f13_v1.1_s.bin'],2006,3,2.818
11,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.11/nt_20060311_f13_v1.1_s.bin'],2006,3,2.881
12,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.12/nt_20060312_f13_v1.1_s.bin'],2006,3,2.906
13,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.13/nt_20060313_f13_v1.1_s.bin'],2006,3,2.892
14,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.14/nt_20060314_f13_v1.1_s.bin'],2006,3,2.916
15,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.15/nt_20060315_f13_v1.1_s.bin'],2006,3,2.967
16,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.16/nt_20060316_f13_v1.1_s.bin'],2006,3,3.005
17,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.17/nt_20060317_f13_v1.1_s.bin'],2006,3,3.085
18,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.18/nt_20060318_f13_v1.1_s.bin'],2006,3,3.154
19,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.19/nt_20060319_f13_v1.1_s.bin'],2006,3,3.228
20,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.20/nt_20060320_f13_v1.1_s.bin'],2006,3,3.335
21,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.21/nt_20060321_f13_v1.1_s.bin'],2006,3,3.393
22,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.22/nt_20060322_f13_v1.1_s.bin'],2006,3,3.458
23,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.23/nt_20060323_f13_v1.1_s.bin'],2006,3,3.564
24,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.24/nt_20060324_f13_v1.1_s.bin'],2006,3,3.69
25,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.25/nt_20060325_f13_v1.1_s.bin'],2006,3,3.809
26,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.26/nt_20060326_f13_v1.1_s.bin'],2006,3,3.853
27,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.27/nt_20060327_f13_v1.1_s.bin'],2006,3,3.993
28,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.28/nt_20060328_f13_v1.1_s.bin'],2006,3,4.088
29,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.29/nt_20060329_f13_v1.1_s.bin'],2006,3,4.181
30,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.30/nt_20060330_f13_v1.1_s.bin'],2006,3,4.299
31,['/ecs/DP1/PM/NSIDC-0051.001/2006.03.31/nt_20060331_f13_v1.1_s.bin'],2006,3,4.416
1,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.01/nt_20060401_f13_v1.1_s.bin'],2006,4,4.495
2,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.02/nt_20060402_f13_v1.1_s.bin'],2006,4,4.635
3,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.03/nt_20060403_f13_v1.1_s.bin'],2006,4,4.776
4,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.04/nt_20060404_f13_v1.1_s.bin'],2006,4,4.889
5,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.05/nt_20060405_f13_v1.1_s.bin'],2006,4,4.937
6,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.06/nt_20060406_f13_v1.1_s.bin'],2006,4,5.018
7,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.07/nt_20060407_f13_v1.1_s.bin'],2006,4,5.111
8,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.08/nt_20060408_f13_v1.1_s.bin'],2006,4,5.164
9,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.09/nt_20060409_f13_v1.1_s.bin'],2006,4,5.258
10,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.10/nt_20060410_f13_v1.1_s.bin'],2006,4,5.44
11,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.11/nt_20060411_f13_v1.1_s.bin'],2006,4,5.56
12,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.12/nt_20060412_f13_v1.1_s.bin'],2006,4,5.64
13,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.13/nt_20060413_f13_v1.1_s.bin'],2006,4,5.704
14,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.14/nt_20060414_f13_v1.1_s.bin'],2006,4,5.829
15,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.15/nt_20060415_f13_v1.1_s.bin'],2006,4,5.978
16,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.16/nt_20060416_f13_v1.1_s.bin'],2006,4,6.034
17,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.17/nt_20060417_f13_v1.1_s.bin'],2006,4,6.196
18,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.18/nt_20060418_f13_v1.1_s.bin'],2006,4,6.338
19,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.19/nt_20060419_f13_v1.1_s.bin'],2006,4,6.412
20,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.20/nt_20060420_f13_v1.1_s.bin'],2006,4,6.519
21,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.21/nt_20060421_f13_v1.1_s.bin'],2006,4,6.605
22,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.22/nt_20060422_f13_v1.1_s.bin'],2006,4,6.682
23,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.23/nt_20060423_f13_v1.1_s.bin'],2006,4,6.79
24,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.24/nt_20060424_f13_v1.1_s.bin'],2006,4,6.941
25,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.25/nt_20060425_f13_v1.1_s.bin'],2006,4,7.021
26,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.26/nt_20060426_f13_v1.1_s.bin'],2006,4,7.092
27,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.27/nt_20060427_f13_v1.1_s.bin'],2006,4,7.173
28,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.28/nt_20060428_f13_v1.1_s.bin'],2006,4,7.269
29,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.29/nt_20060429_f13_v1.1_s.bin'],2006,4,7.355
30,['/ecs/DP1/PM/NSIDC-0051.001/2006.04.30/nt_20060430_f13_v1.1_s.bin'],2006,4,7.451
1,['/ecs/DP1/PM/NSIDC-0051.001/2006.05.01/nt_20060501_f13_v1.1_s.bin'],2006,5,7.594
2,['/ecs/DP1/PM/NSIDC-0051.001/2006.05.02/nt_20060502_f13_v1.1_s.bin'],2006,5,7.738
3,['/ecs/DP1/PM/NSIDC-0051.001/2006.05.03/nt_20060503_f13_v1.1_s.bin'],2006,5,7.844
4,['/ecs/DP1/PM/NSIDC-0051.001/2006.05.04/nt_20060504_f13_v1.1_s.bin'],2006,5,7.944
