RecordID,id,Name,Value,random1,random2
15676,Respondent #631,Pricing - The product is affordable.,Neutral,0.163836,0.876129
15677,Respondent #631,Pricing - The product saves me valuable time.,Strongly Agree,0.157535,0.060363
15678,Respondent #631,Pricing - The product saves me valuable effort.,Neutral,0.258469,0.897314
15679,Respondent #632,Design - I easily understood how to use the product.,Strongly Disagree,0.809676,0.637305
15680,Respondent #632,Design - I had no trouble installing the product.,Strongly Agree,0.657945,0.123477
15681,Respondent #632,"Design - The product's design is unintuitive.",Neutral,0.277145,0.472609
15682,Respondent #632,Quality - The product was durable.,Strongly Agree,0.617431,0.533188
15683,Respondent #632,Quality - The product was free from scratches.,Neutral,0.104751,0.807701
15684,Respondent #632,Quality - The product is deformed.,Agree,0.792508,0.831208
15685,Respondent #632,Pricing - The product is affordable.,Strongly Agree,0.832669,0.823133
15686,Respondent #632,Pricing - The product saves me valuable time.,Agree,0.751294,0.716121
15687,Respondent #632,Pricing - The product saves me valuable effort.,Neutral,0.119695,0.414843
15688,Respondent #633,Design - I easily understood how to use the product.,Strongly Disagree,0.659369,0.842042
15689,Respondent #633,Design - I had no trouble installing the product.,Strongly Agree,0.557259,0.017708
15690,Respondent #633,"Design - The product's design is unintuitive.",Agree,0.565122,0.808803
15691,Respondent #633,Quality - The product was durable.,Agree,0.590436,0.145159
15692,Respondent #633,Quality - The product was free from scratches.,Disagree,0.409849,0.008458
15693,Respondent #633,Quality - The product is deformed.,Neutral,0.463775,0.572279
15694,Respondent #633,Pricing - The product is affordable.,Strongly Disagree,0.820317,0.15993
15695,Respondent #633,Pricing - The product saves me valuable time.,Neutral,0.870254,0.04743
15696,Respondent #633,Pricing - The product saves me valuable effort.,Disagree,0.264387,0.555142
15697,Respondent #634,Design - I easily understood how to use the product.,Strongly Disagree,0.517087,0.94772
15698,Respondent #634,Design - I had no trouble installing the product.,Strongly Agree,0.548826,0.569155
15699,Respondent #634,"Design - The product's design is unintuitive.",Disagree,0.466983,0.456284
15700,Respondent #634,Quality - The product was durable.,Strongly Agree,0.436534,0.511358
15701,Respondent #634,Quality - The product was free from scratches.,Neutral,0.795302,0.867005
15702,Respondent #634,Quality - The product is deformed.,Strongly Agree,0.664997,0.342151
15703,Respondent #634,Pricing - The product is affordable.,Disagree,0.664346,0.435582
15704,Respondent #634,Pricing - The product saves me valuable time.,Agree,0.121385,0.838156
15705,Respondent #634,Pricing - The product saves me valuable effort.,Disagree,0.765753,0.993324
15706,Respondent #635,Design - I easily understood how to use the product.,Neutral,0.015359,0.22871
15707,Respondent #635,Design - I had no trouble installing the product.,Neutral,0.168601,0.437443
15708,Respondent #635,"Design - The product's design is unintuitive.",Neutral,0.611012,0.558206
15709,Respondent #635,Quality - The product was durable.,Agree,0.813845,0.192431
15710,Respondent #635,Quality - The product was free from scratches.,Disagree,0.284964,0.757624
15711,Respondent #635,Quality - The product is deformed.,Agree,0.487674,0.694818
15712,Respondent #635,Pricing - The product is affordable.,Strongly Disagree,0.736489,0.524604
15713,Respondent #635,Pricing - The product saves me valuable time.,Agree,0.212322,0.877996
15714,Respondent #635,Pricing - The product saves me valuable effort.,Strongly Disagree,0.796071,0.826002
15715,Respondent #636,Design - I easily understood how to use the product.,Strongly Disagree,0.326184,0.414519
15716,Respondent #636,Design - I had no trouble installing the product.,Strongly Agree,0.607761,0.769779
15717,Respondent #636,"Design - The product's design is unintuitive.",Neutral,0.673189,0.956725
15718,Respondent #636,Quality - The product was durable.,Agree,0.802071,0.615714
15719,Respondent #636,Quality - The product was free from scratches.,Disagree,0.906151,0.986082
15720,Respondent #636,Quality - The product is deformed.,Strongly Agree,0.308208,0.073536
15721,Respondent #636,Pricing - The product is affordable.,Strongly Disagree,0.963425,0.498554
15722,Respondent #636,Pricing - The product saves me valuable time.,Neutral,0.141566,0.533294
15723,Respondent #636,Pricing - The product saves me valuable effort.,Strongly Disagree,0.468312,0.302376
15724,Respondent #637,Design - I easily understood how to use the product.,Strongly Disagree,0.071966,0.460871
15725,Respondent #637,Design - I had no trouble installing the product.,Strongly Agree,0.601429,0.944784
15726,Respondent #637,"Design - The product's design is unintuitive.",Neutral,0.506575,0.281551
15727,Respondent #637,Quality - The product was durable.,Agree,0.803259,0.635814
15728,Respondent #637,Quality - The product was free from scratches.,Strongly Disagree,0.886239,0.226443
15729,Respondent #637,Quality - The product is deformed.,Neutral,0.324237,0.415413
15730,Respondent #637,Pricing - The product is affordable.,Disagree,0.630291,0.955432
15731,Respondent #637,Pricing - The product saves me valuable time.,Neutral,0.079967,0.666684
15732,Respondent #637,Pricing - The product saves me valuable effort.,Strongly Disagree,0.158951,0.080435
15733,Respondent #638,Design - I easily understood how to use the product.,Strongly Disagree,0.402355,0.64491
15734,Respondent #638,Design - I had no trouble installing the product.,Disagree,0.010185,0.983733
15735,Respondent #638,"Design - The product's design is unintuitive.",Agree,0.566701,0.374046
15736,Respondent #638,Quality - The product was durable.,Strongly Agree,0.960232,0.032405
15737,Respondent #638,Quality - The product was free from scratches.,Disagree,0.618463,0.12456
15738,Respondent #638,Quality - The product is deformed.,Neutral,0.495798,0.958653
15739,Respondent #638,Pricing - The product is affordable.,Neutral,0.5322,0.600934
15740,Respondent #638,Pricing - The product saves me valuable time.,Agree,0.62338,0.539368
15741,Respondent #638,Pricing - The product saves me valuable effort.,Strongly Disagree,0.727635,0.272617
15742,Respondent #639,Design - I easily understood how to use the product.,Agree,0.81161,0.226382
15743,Respondent #639,Design - I had no trouble installing the product.,Neutral,0.775149,0.041116
15744,Respondent #639,"Design - The product's design is unintuitive.",Disagree,0.568407,0.135419
15745,Respondent #639,Quality - The product was durable.,Strongly Agree,0.809362,0.284206
15746,Respondent #639,Quality - The product was free from scratches.,Neutral,0.002854,0.085459
15747,Respondent #639,Quality - The product is deformed.,Neutral,0.437969,0.214563
15748,Respondent #639,Pricing - The product is affordable.,Neutral,0.35703,0.23114
15749,Respondent #639,Pricing - The product saves me valuable time.,Agree,0.649451,0.597989
15750,Respondent #639,Pricing - The product saves me valuable effort.,Disagree,0.294778,0.376943
15751,Respondent #640,Design - I easily understood how to use the product.,Strongly Disagree,0.606626,0.23749
15752,Respondent #640,Design - I had no trouble installing the product.,Strongly Disagree,0.70078,0.385468
15753,Respondent #640,"Design - The product's design is unintuitive.",Disagree,0.017221,0.596459
15754,Respondent #640,Quality - The product was durable.,Neutral,0.826531,0.760663
15755,Respondent #640,Quality - The product was free from scratches.,Disagree,0.884083,0.337998
15756,Respondent #640,Quality - The product is deformed.,Neutral,0.426485,0.352282
15757,Respondent #640,Pricing - The product is affordable.,Strongly Disagree,0.332806,0.850276
15758,Respondent #640,Pricing - The product saves me valuable time.,Agree,0.918854,0.061301
15759,Respondent #640,Pricing - The product saves me valuable effort.,Disagree,0.357028,0.098467
15760,Respondent #641,Design - I easily understood how to use the product.,Agree,0.386985,0.460201
15761,Respondent #641,Design - I had no trouble installing the product.,Disagree,0.852674,0.346895
15762,Respondent #641,"Design - The product's design is unintuitive.",Disagree,0.564184,0.326591
15763,Respondent #641,Quality - The product was durable.,Neutral,0.405607,0.367337
15764,Respondent #641,Quality - The product was free from scratches.,Disagree,0.371101,0.731707
15765,Respondent #641,Quality - The product is deformed.,Neutral,0.658691,0.534038
15766,Respondent #641,Pricing - The product is affordable.,Strongly Disagree,0.462877,0.962586
15767,Respondent #641,Pricing - The product saves me valuable time.,Agree,0.745152,0.367488
15768,Respondent #641,Pricing - The product saves me valuable effort.,Strongly Disagree,0.960023,0.028079
15769,Respondent #642,Design - I easily understood how to use the product.,Strongly Disagree,0.128954,0.768065
15770,Respondent #642,Design - I had no trouble installing the product.,Strongly Agree,0.22697,0.653013
15771,Respondent #642,"Design - The product's design is unintuitive.",Strongly Disagree,0.633189,0.438309
15772,Respondent #642,Quality - The product was durable.,Strongly Agree,0.190748,0.046742
15773,Respondent #642,Quality - The product was free from scratches.,Disagree,0.360411,0.771687
15774,Respondent #642,Quality - The product is deformed.,Neutral,0.776642,0.864403
15775,Respondent #642,Pricing - The product is affordable.,Neutral,0.818023,0.291165
15776,Respondent #642,Pricing - The product saves me valuable time.,Strongly Agree,0.704323,0.951038
15777,Respondent #642,Pricing - The product saves me valuable effort.,Neutral,0.858684,0.477052
15778,Respondent #643,Design - I easily understood how to use the product.,Strongly Disagree,0.062652,0.000506
15779,Respondent #643,Design - I had no trouble installing the product.,Agree,0.076523,0.569255
15780,Respondent #643,"Design - The product's design is unintuitive.",Neutral,0.859615,0.2605
15781,Respondent #643,Quality - The product was durable.,Strongly Agree,0.153857,0.617922
15782,Respondent #643,Quality - The product was free from scratches.,Disagree,0.443187,0.814558
15783,Respondent #643,Quality - The product is deformed.,Agree,0.502515,0.162916
15784,Respondent #643,Pricing - The product is affordable.,Strongly Agree,0.89127,0.378368
15785,Respondent #643,Pricing - The product saves me valuable time.,Strongly Agree,0.627741,0.565015
15786,Respondent #643,Pricing - The product saves me valuable effort.,Strongly Disagree,0.198475,0.41785
15787,Respondent #644,Design - I easily understood how to use the product.,Strongly Disagree,0.10793,0.01092
15788,Respondent #644,Design - I had no trouble installing the product.,Strongly Agree,0.703278,0.408172
15789,Respondent #644,"Design - The product's design is unintuitive.",Agree,0.268378,0.907982
15790,Respondent #644,Quality - The product was durable.,Agree,0.915397,0.578047
15791,Respondent #644,Quality - The product was free from scratches.,Strongly Disagree,0.919153,0.389609
15792,Respondent #644,Quality - The product is deformed.,Agree,0.531145,0.605009
15793,Respondent #644,Pricing - The product is affordable.,Strongly Disagree,0.933633,0.999845
15794,Respondent #644,Pricing - The product saves me valuable time.,Disagree,0.928187,0.806083
15795,Respondent #644,Pricing - The product saves me valuable effort.,Strongly Disagree,0.541655,0.221202
15796,Respondent #645,Design - I easily understood how to use the product.,Strongly Disagree,0.841533,0.280814
15797,Respondent #645,Design - I had no trouble installing the product.,Agree,0.740825,0.636154
15798,Respondent #645,"Design - The product's design is unintuitive.",Disagree,0.386336,0.253097
15799,Respondent #645,Quality - The product was durable.,Strongly Agree,0.813615,0.544193
15800,Respondent #645,Quality - The product was free from scratches.,Neutral,0.874489,0.345225
15801,Respondent #645,Quality - The product is deformed.,Agree,0.794062,0.50127
15802,Respondent #645,Pricing - The product is affordable.,Agree,0.747319,0.647075
15803,Respondent #645,Pricing - The product saves me valuable time.,Neutral,0.006458,0.478997
15804,Respondent #645,Pricing - The product saves me valuable effort.,Strongly Disagree,0.217818,0.02366
15805,Respondent #646,Design - I easily understood how to use the product.,Agree,0.728034,0.583087
15806,Respondent #646,Design - I had no trouble installing the product.,Agree,0.350747,0.500866
15807,Respondent #646,"Design - The product's design is unintuitive.",Neutral,0.622547,0.622113
15808,Respondent #646,Quality - The product was durable.,Agree,0.072618,0.902101
15809,Respondent #646,Quality - The product was free from scratches.,Neutral,0.345882,0.522406
15810,Respondent #646,Quality - The product is deformed.,Agree,0.464338,0.609707
15811,Respondent #646,Pricing - The product is affordable.,Agree,0.405862,0.994794
15812,Respondent #646,Pricing - The product saves me valuable time.,Agree,0.57685,0.022209
15813,Respondent #646,Pricing - The product saves me valuable effort.,Strongly Disagree,0.050338,0.475803
15814,Respondent #647,Design - I easily understood how to use the product.,Strongly Disagree,0.4291,0.51619
15815,Respondent #647,Design - I had no trouble installing the product.,Agree,0.550305,0.561871
15816,Respondent #647,"Design - The product's design is unintuitive.",Agree,0.013491,0.19823
15817,Respondent #647,Quality - The product was durable.,Strongly Agree,0.378932,0.178389
15818,Respondent #647,Quality - The product was free from scratches.,Disagree,0.356777,0.559933
15819,Respondent #647,Quality - The product is deformed.,Agree,0.975225,0.446495
15820,Respondent #647,Pricing - The product is affordable.,Neutral,0.703486,0.658928
15821,Respondent #647,Pricing - The product saves me valuable time.,Neutral,0.165035,0.440141
15822,Respondent #647,Pricing - The product saves me valuable effort.,Disagree,0.895519,0.33015
15823,Respondent #648,Design - I easily understood how to use the product.,Disagree,0.51363,0.139104
15824,Respondent #648,Design - I had no trouble installing the product.,Strongly Agree,0.711453,0.247887
15825,Respondent #648,"Design - The product's design is unintuitive.",Neutral,0.884221,0.635601
15826,Respondent #648,Quality - The product was durable.,Neutral,0.741804,0.367213
15827,Respondent #648,Quality - The product was free from scratches.,Disagree,0.373087,0.114661
15828,Respondent #648,Quality - The product is deformed.,Disagree,0.646319,0.359097
15829,Respondent #648,Pricing - The product is affordable.,Strongly Disagree,0.891762,0.561577
15830,Respondent #648,Pricing - The product saves me valuable time.,Strongly Agree,0.462943,0.914567
15831,Respondent #648,Pricing - The product saves me valuable effort.,Disagree,0.131147,0.682589
15832,Respondent #649,Design - I easily understood how to use the product.,Strongly Disagree,0.943328,0.91339
15833,Respondent #649,Design - I had no trouble installing the product.,Strongly Disagree,0.639576,0.870773
15834,Respondent #649,"Design - The product's design is unintuitive.",Disagree,0.715782,0.401189
15835,Respondent #649,Quality - The product was durable.,Agree,0.800803,0.993503
15836,Respondent #649,Quality - The product was free from scratches.,Disagree,0.875637,0.073085
15837,Respondent #649,Quality - The product is deformed.,Agree,0.141059,0.514803
15838,Respondent #649,Pricing - The product is affordable.,Agree,0.648498,0.031017
15839,Respondent #649,Pricing - The product saves me valuable time.,Neutral,0.677424,0.444636
15840,Respondent #649,Pricing - The product saves me valuable effort.,Strongly Disagree,0.789861,0.585611
15841,Respondent #650,Design - I easily understood how to use the product.,Strongly Disagree,0.583031,0.140581
15842,Respondent #650,Design - I had no trouble installing the product.,Agree,0.445919,0.305104
15843,Respondent #650,"Design - The product's design is unintuitive.",Neutral,0.149351,0.188946
15844,Respondent #650,Quality - The product was durable.,Agree,0.544161,0.589926
15845,Respondent #650,Quality - The product was free from scratches.,Neutral,0.008524,0.979795
15846,Respondent #650,Quality - The product is deformed.,Agree,0.131689,0.195064
15847,Respondent #650,Pricing - The product is affordable.,Disagree,0.120266,0.800797
15848,Respondent #650,Pricing - The product saves me valuable time.,Agree,0.468822,0.157685
15849,Respondent #650,Pricing - The product saves me valuable effort.,Disagree,0.524954,0.548014
15850,Respondent #651,Design - I easily understood how to use the product.,Neutral,0.101593,0.114598
15851,Respondent #651,Design - I had no trouble installing the product.,Agree,0.563572,0.496342
15852,Respondent #651,"Design - The product's design is unintuitive.",Strongly Disagree,0.653986,0.609224
15853,Respondent #651,Quality - The product was durable.,Neutral,0.022154,0.141796
15854,Respondent #651,Quality - The product was free from scratches.,Strongly Disagree,0.435039,0.74918
15855,Respondent #651,Quality - The product is deformed.,Strongly Disagree,0.965399,0.997441
15856,Respondent #651,Pricing - The product is affordable.,Strongly Disagree,0.576632,0.368209
15857,Respondent #651,Pricing - The product saves me valuable time.,Agree,0.022809,0.084814
15858,Respondent #651,Pricing - The product saves me valuable effort.,Neutral,0.721048,0.635655
15859,Respondent #652,Design - I easily understood how to use the product.,Strongly Disagree,0.378029,0.144698
15860,Respondent #652,Design - I had no trouble installing the product.,Agree,0.527325,0.422287
15861,Respondent #652,"Design - The product's design is unintuitive.",Strongly Disagree,0.693515,0.373604
15862,Respondent #652,Quality - The product was durable.,Agree,0.752047,0.537061
15863,Respondent #652,Quality - The product was free from scratches.,Disagree,0.990725,0.461622
15864,Respondent #652,Quality - The product is deformed.,Strongly Agree,0.345136,0.32639
15865,Respondent #652,Pricing - The product is affordable.,Strongly Disagree,0.224208,0.947206
15866,Respondent #652,Pricing - The product saves me valuable time.,Disagree,0.453485,0.346292
15867,Respondent #652,Pricing - The product saves me valuable effort.,Disagree,0.223789,0.69204
15868,Respondent #653,Design - I easily understood how to use the product.,Strongly Disagree,0.06916,0.120428
15869,Respondent #653,Design - I had no trouble installing the product.,Neutral,0.663781,0.473087
15870,Respondent #653,"Design - The product's design is unintuitive.",Agree,0.46553,0.482183
15871,Respondent #653,Quality - The product was durable.,Agree,0.081474,0.921236
15872,Respondent #653,Quality - The product was free from scratches.,Disagree,0.800103,0.533196
15873,Respondent #653,Quality - The product is deformed.,Disagree,0.213042,0.745746
15874,Respondent #653,Pricing - The product is affordable.,Strongly Disagree,0.72844,0.329137
15875,Respondent #653,Pricing - The product saves me valuable time.,Agree,0.072905,0.377224
15876,Respondent #653,Pricing - The product saves me valuable effort.,Disagree,0.997429,0.900228
15877,Respondent #654,Design - I easily understood how to use the product.,Strongly Disagree,0.58973,0.291152
15878,Respondent #654,Design - I had no trouble installing the product.,Strongly Agree,0.919095,0.31056
15879,Respondent #654,"Design - The product's design is unintuitive.",Neutral,0.364703,0.576232
15880,Respondent #654,Quality - The product was durable.,Agree,0.199997,0.143185
15881,Respondent #654,Quality - The product was free from scratches.,Neutral,0.307088,0.040679
15882,Respondent #654,Quality - The product is deformed.,Agree,0.904543,0.015004
15883,Respondent #654,Pricing - The product is affordable.,Strongly Disagree,0.880132,0.863197
15884,Respondent #654,Pricing - The product saves me valuable time.,Neutral,0.940731,0.876523
15885,Respondent #654,Pricing - The product saves me valuable effort.,Disagree,0.350242,0.417498
15886,Respondent #655,Design - I easily understood how to use the product.,Strongly Disagree,0.663587,0.652265
15887,Respondent #655,Design - I had no trouble installing the product.,Agree,0.422925,0.742727
15888,Respondent #655,"Design - The product's design is unintuitive.",Neutral,0.511882,0.917054
15889,Respondent #655,Quality - The product was durable.,Neutral,0.221038,0.667713
15890,Respondent #655,Quality - The product was free from scratches.,Disagree,0.855869,0.353245
15891,Respondent #655,Quality - The product is deformed.,Neutral,0.335632,0.210397
15892,Respondent #655,Pricing - The product is affordable.,Strongly Agree,0.359209,0.585859
15893,Respondent #655,Pricing - The product saves me valuable time.,Neutral,0.753116,0.816317
15894,Respondent #655,Pricing - The product saves me valuable effort.,Strongly Disagree,0.717691,0.536523
15895,Respondent #656,Design - I easily understood how to use the product.,Strongly Disagree,0.435894,0.532025
15896,Respondent #656,Design - I had no trouble installing the product.,Agree,0.736551,0.887247
15897,Respondent #656,"Design - The product's design is unintuitive.",Strongly Disagree,0.151158,0.161969
15898,Respondent #656,Quality - The product was durable.,Neutral,0.591316,0.423423
15899,Respondent #656,Quality - The product was free from scratches.,Disagree,0.33942,0.689131
15900,Respondent #656,Quality - The product is deformed.,Disagree,0.367357,0.411422
15901,Respondent #656,Pricing - The product is affordable.,Disagree,0.115267,0.336956
15902,Respondent #656,Pricing - The product saves me valuable time.,Neutral,0.162895,0.352732
15903,Respondent #656,Pricing - The product saves me valuable effort.,Disagree,0.719797,0.976852
15904,Respondent #657,Design - I easily understood how to use the product.,Strongly Disagree,0.458521,0.051182
15905,Respondent #657,Design - I had no trouble installing the product.,Strongly Agree,0.386471,0.322591
15906,Respondent #657,"Design - The product's design is unintuitive.",Strongly Disagree,0.330585,0.806916
15907,Respondent #657,Quality - The product was durable.,Strongly Agree,0.790295,0.82918
15908,Respondent #657,Quality - The product was free from scratches.,Disagree,0.9816,0.439822
15909,Respondent #657,Quality - The product is deformed.,Agree,0.758331,0.779641
15910,Respondent #657,Pricing - The product is affordable.,Neutral,0.169931,0.22948
15911,Respondent #657,Pricing - The product saves me valuable time.,Neutral,0.875087,0.433745
15912,Respondent #657,Pricing - The product saves me valuable effort.,Strongly Disagree,0.890433,0.383043
15913,Respondent #658,Design - I easily understood how to use the product.,Strongly Disagree,0.590562,0.9614
15914,Respondent #658,Design - I had no trouble installing the product.,Strongly Agree,0.367747,0.642982
15915,Respondent #658,"Design - The product's design is unintuitive.",Strongly Disagree,0.10111,0.429365
15916,Respondent #658,Quality - The product was durable.,Agree,0.192834,0.550513
15917,Respondent #658,Quality - The product was free from scratches.,Disagree,0.991185,0.079689
15918,Respondent #658,Quality - The product is deformed.,Disagree,0.594315,0.420002
15919,Respondent #658,Pricing - The product is affordable.,Disagree,0.577676,0.948995
15920,Respondent #658,Pricing - The product saves me valuable time.,Neutral,0.78196,0.240506
15921,Respondent #658,Pricing - The product saves me valuable effort.,Disagree,0.96743,0.928573
15922,Respondent #659,Design - I easily understood how to use the product.,Strongly Disagree,0.509851,0.296752
15923,Respondent #659,Design - I had no trouble installing the product.,Disagree,0.64528,0.890113
15924,Respondent #659,"Design - The product's design is unintuitive.",Neutral,0.866879,0.107157
15925,Respondent #659,Quality - The product was durable.,Strongly Agree,0.312932,0.530867
15926,Respondent #659,Quality - The product was free from scratches.,Disagree,0.751282,0.853062
15927,Respondent #659,Quality - The product is deformed.,Neutral,0.832945,0.39072
15928,Respondent #659,Pricing - The product is affordable.,Strongly Disagree,0.192416,0.988438
15929,Respondent #659,Pricing - The product saves me valuable time.,Agree,0.506576,0.551301
15930,Respondent #659,Pricing - The product saves me valuable effort.,Disagree,0.546051,0.407269
15931,Respondent #660,Design - I easily understood how to use the product.,Strongly Agree,0.220135,0.994817
15932,Respondent #660,Design - I had no trouble installing the product.,Agree,0.821955,0.318113
15933,Respondent #660,"Design - The product's design is unintuitive.",Neutral,0.546484,0.430447
15934,Respondent #660,Quality - The product was durable.,Strongly Agree,0.315292,0.633184
15935,Respondent #660,Quality - The product was free from scratches.,Disagree,0.451598,0.908626
15936,Respondent #660,Quality - The product is deformed.,Disagree,0.635992,0.676883
15937,Respondent #660,Pricing - The product is affordable.,Disagree,0.122817,0.599643
15938,Respondent #660,Pricing - The product saves me valuable time.,Agree,0.711566,0.561494
15939,Respondent #660,Pricing - The product saves me valuable effort.,Strongly Disagree,0.800851,0.819428
15940,Respondent #661,Design - I easily understood how to use the product.,Strongly Agree,0.031442,0.280706
15941,Respondent #661,Design - I had no trouble installing the product.,Strongly Agree,0.568606,0.047034
15942,Respondent #661,"Design - The product's design is unintuitive.",Strongly Disagree,0.159479,0.216311
15943,Respondent #661,Quality - The product was durable.,Agree,0.774751,0.444287
15944,Respondent #661,Quality - The product was free from scratches.,Neutral,0.303643,0.760357
15945,Respondent #661,Quality - The product is deformed.,Neutral,0.282464,0.774744
15946,Respondent #661,Pricing - The product is affordable.,Agree,0.689907,0.770966
15947,Respondent #661,Pricing - The product saves me valuable time.,Agree,0.033167,0.067128
15948,Respondent #661,Pricing - The product saves me valuable effort.,Neutral,0.024606,0.649063
15949,Respondent #662,Design - I easily understood how to use the product.,Strongly Disagree,0.303631,0.689562
15950,Respondent #662,Design - I had no trouble installing the product.,Strongly Agree,0.191479,0.028135
15951,Respondent #662,"Design - The product's design is unintuitive.",Disagree,0.714183,0.683726
15952,Respondent #662,Quality - The product was durable.,Neutral,0.038317,0.556865
15953,Respondent #662,Quality - The product was free from scratches.,Neutral,0.869448,0.696356
15954,Respondent #662,Quality - The product is deformed.,Strongly Disagree,0.943781,0.233685
15955,Respondent #662,Pricing - The product is affordable.,Strongly Disagree,0.398452,0.203457
15956,Respondent #662,Pricing - The product saves me valuable time.,Agree,0.781535,0.627777
15957,Respondent #662,Pricing - The product saves me valuable effort.,Disagree,0.384038,0.574541
15958,Respondent #663,Design - I easily understood how to use the product.,Strongly Disagree,0.561306,0.18646
15959,Respondent #663,Design - I had no trouble installing the product.,Agree,0.996987,0.290467
15960,Respondent #663,"Design - The product's design is unintuitive.",Disagree,0.57201,0.61464
15961,Respondent #663,Quality - The product was durable.,Strongly Agree,0.215892,0.179405
15962,Respondent #663,Quality - The product was free from scratches.,Disagree,0.180972,0.229872
15963,Respondent #663,Quality - The product is deformed.,Neutral,0.515876,0.595232
15964,Respondent #663,Pricing - The product is affordable.,Strongly Disagree,0.457374,0.384797
15965,Respondent #663,Pricing - The product saves me valuable time.,Strongly Agree,0.298488,0.314339
15966,Respondent #663,Pricing - The product saves me valuable effort.,Disagree,0.297836,0.508106
15967,Respondent #664,Design - I easily understood how to use the product.,Agree,0.960113,0.301415
15968,Respondent #664,Design - I had no trouble installing the product.,Strongly Agree,0.798393,0.894515
15969,Respondent #664,"Design - The product's design is unintuitive.",Disagree,0.519218,0.755772
15970,Respondent #664,Quality - The product was durable.,Strongly Agree,0.727132,0.552178
15971,Respondent #664,Quality - The product was free from scratches.,Disagree,0.154335,0.000737
15972,Respondent #664,Quality - The product is deformed.,Agree,0.036235,0.364971
15973,Respondent #664,Pricing - The product is affordable.,Disagree,0.69598,0.567319
15974,Respondent #664,Pricing - The product saves me valuable time.,Disagree,0.53787,0.895604
15975,Respondent #664,Pricing - The product saves me valuable effort.,Disagree,0.984312,0.20851
15976,Respondent #665,Design - I easily understood how to use the product.,Strongly Disagree,0.943499,0.413043
15977,Respondent #665,Design - I had no trouble installing the product.,Strongly Agree,0.099494,0.117696
15978,Respondent #665,"Design - The product's design is unintuitive.",Agree,0.397724,0.731868
15979,Respondent #665,Quality - The product was durable.,Strongly Agree,0.705481,0.011028
15980,Respondent #665,Quality - The product was free from scratches.,Disagree,0.604449,0.950689
15981,Respondent #665,Quality - The product is deformed.,Strongly Agree,0.102148,0.840694
15982,Respondent #665,Pricing - The product is affordable.,Strongly Agree,0.679312,0.933008
15983,Respondent #665,Pricing - The product saves me valuable time.,Agree,0.386358,0.235337
15984,Respondent #665,Pricing - The product saves me valuable effort.,Strongly Disagree,0.360756,0.546638
15985,Respondent #666,Design - I easily understood how to use the product.,Strongly Disagree,0.402619,0.848884
15986,Respondent #666,Design - I had no trouble installing the product.,Strongly Agree,0.319619,0.462809
15987,Respondent #666,"Design - The product's design is unintuitive.",Neutral,0.600093,0.934037
15988,Respondent #666,Quality - The product was durable.,Agree,0.74434,0.716805
15989,Respondent #666,Quality - The product was free from scratches.,Disagree,0.424811,0.951545
15990,Respondent #666,Quality - The product is deformed.,Strongly Agree,0.096572,0.838587
15991,Respondent #666,Pricing - The product is affordable.,Strongly Disagree,0.198999,0.210194
15992,Respondent #666,Pricing - The product saves me valuable time.,Neutral,0.478594,0.953658
15993,Respondent #666,Pricing - The product saves me valuable effort.,Disagree,0.57321,0.726101
15994,Respondent #667,Design - I easily understood how to use the product.,Strongly Disagree,0.949461,0.445799
15995,Respondent #667,Design - I had no trouble installing the product.,Neutral,0.995446,0.257261
15996,Respondent #667,"Design - The product's design is unintuitive.",Neutral,0.382864,0.650571
15997,Respondent #667,Quality - The product was durable.,Neutral,0.51733,0.933266
15998,Respondent #667,Quality - The product was free from scratches.,Disagree,0.627329,0.387123
15999,Respondent #667,Quality - The product is deformed.,Disagree,0.733525,0.158874
16000,Respondent #667,Pricing - The product is affordable.,Disagree,0.029622,0.119832
16001,Respondent #667,Pricing - The product saves me valuable time.,Agree,0.791167,0.561559
16002,Respondent #667,Pricing - The product saves me valuable effort.,Disagree,0.545905,0.716357
16003,Respondent #668,Design - I easily understood how to use the product.,Strongly Disagree,0.564506,0.891532
16004,Respondent #668,Design - I had no trouble installing the product.,Strongly Agree,0.195808,0.121795
16005,Respondent #668,"Design - The product's design is unintuitive.",Disagree,0.715764,0.683773
16006,Respondent #668,Quality - The product was durable.,Agree,0.528776,0.129727
16007,Respondent #668,Quality - The product was free from scratches.,Disagree,0.226035,0.561858
16008,Respondent #668,Quality - The product is deformed.,Neutral,0.433641,0.026028
16009,Respondent #668,Pricing - The product is affordable.,Disagree,0.091841,0.217633
16010,Respondent #668,Pricing - The product saves me valuable time.,Agree,0.152079,0.762169
16011,Respondent #668,Pricing - The product saves me valuable effort.,Strongly Disagree,0.899377,0.096442
16012,Respondent #669,Design - I easily understood how to use the product.,Strongly Agree,0.455364,0.096049
16013,Respondent #669,Design - I had no trouble installing the product.,Strongly Agree,0.681245,0.086221
16014,Respondent #669,"Design - The product's design is unintuitive.",Agree,0.294212,0.293722
16015,Respondent #669,Quality - The product was durable.,Strongly Agree,0.944291,0.571048
16016,Respondent #669,Quality - The product was free from scratches.,Disagree,0.072555,0.697624
16017,Respondent #669,Quality - The product is deformed.,Agree,0.167762,0.742232
16018,Respondent #669,Pricing - The product is affordable.,Disagree,0.058391,0.249917
16019,Respondent #669,Pricing - The product saves me valuable time.,Neutral,0.262531,0.070161
16020,Respondent #669,Pricing - The product saves me valuable effort.,Strongly Disagree,0.030423,0.845636
