transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
9/16/2020,6:16 PM,Florida,Vero Beach,,,17,,,$113.14
10/27/2019,2:06 PM,Florida,Miami,,,8,Yes,0.32,$142.06
9/4/2020,8:48 PM,Alabama,Gadsden,,,22,Yes,0.39,$34.11
10/14/2020,6:47 PM,Alabama,Birmingham,393-192-55,true,6,,,$177.75
5/2/2020,1:11 PM,Georgia,Atlanta,446-004-06,false,23,Yes,0.15,$181.82
6/27/2020,4:31 PM,Alabama,Birmingham,547-115-16,true,17,,,$160.72
10/14/2020,11:10 AM,Georgia,Alpharetta,,,7,Yes,0.14,$24.96
8/17/2020,7:03 PM,Mississippi,Jackson,587-719-18,true,6,Yes,0.21,$50.65
5/25/2020,4:54 PM,Alabama,Birmingham,,,33,,,$80.97
3/5/2020,3:47 PM,Georgia,Atlanta,242-212-16,true,24,,,$196.73
10/9/2019,11:49 AM,Florida,Miami,871-328-26,true,17,Yes,0.31,$56.20
8/23/2020,6:52 PM,Georgia,Atlanta,119-613-20,false,3,,,$171.11
12/29/2019,2:09 PM,Georgia,Marietta,,,18,,,$84.47
6/3/2020,7:19 PM,Georgia,Atlanta,012-461-23,true,25,,,$189.62
4/12/2020,5:25 PM,Georgia,Savannah,752-635-56,true,3,Yes,0.34,$195.32
8/16/2020,7:14 PM,Florida,Lake Worth,238-147-44,false,3,Yes,0.38,$79.73
9/27/2020,2:24 PM,Florida,Vero Beach,572-119-63,true,19,Yes,0.3,$90.83
9/12/2020,6:29 PM,Alabama,Birmingham,783-273-57,false,20,,,$133.23
3/21/2020,7:07 PM,Florida,Pensacola,,,6,,,$61.31
10/14/2020,4:44 PM,Alabama,Mobile,,,25,Yes,0.42,$204.08
4/23/2020,6:23 PM,Florida,Hialeah,765-399-72,true,29,,,$69.45
12/18/2019,8:52 PM,Mississippi,Gulfport,,,26,,,$105.55
10/5/2019,3:55 PM,Florida,Fort Pierce,321-529-26,true,23,Yes,0.13,$204.05
6/11/2020,11:48 AM,Florida,Clearwater,238-870-53,false,5,Yes,0.29,$224.83
10/26/2019,6:04 PM,Mississippi,Meridian,908-185-50,false,8,Yes,0.2,$187.47
2/16/2020,8:02 PM,South Carolina,Columbia,152-816-94,false,19,,,$210.95
1/20/2020,3:57 PM,Georgia,Albany,,,24,,,$98.05
3/19/2020,4:20 PM,Georgia,Atlanta,,,10,,,$69.03
2/29/2020,3:47 PM,Georgia,Macon,,,29,Yes,0.12,$182.41
12/11/2019,5:32 PM,Alabama,Birmingham,,,4,,,$92.53
9/1/2020,2:12 PM,South Carolina,Spartanburg,954-305-29,true,4,Yes,0.46,$183.00
10/10/2020,11:42 AM,Georgia,Norcross,874-239-26,false,11,,,$77.85
8/31/2020,7:42 PM,Alabama,Birmingham,,,28,,,$93.19
12/23/2019,4:09 PM,Georgia,Alpharetta,947-484-34,true,4,Yes,0.13,$139.68
8/16/2020,4:27 PM,Alabama,Mobile,079-275-72,true,18,,,$172.55
1/22/2020,6:07 PM,Florida,Saint Petersburg,872-573-59,false,14,,,$64.89
9/3/2020,11:56 AM,Georgia,Atlanta,306-834-91,true,6,,,$167.17
9/3/2020,5:42 PM,Georgia,Atlanta,596-542-52,true,6,,,$173.54
11/19/2019,6:22 PM,Florida,Delray Beach,,,22,Yes,0.17,$137.03
10/5/2020,5:18 PM,Georgia,Columbus,,,31,,,$130.34
3/31/2020,3:15 PM,Georgia,Atlanta,,,31,,,$75.54
12/3/2019,3:00 PM,Georgia,Atlanta,,,21,,,$166.67
12/25/2019,11:46 AM,Alabama,Huntsville,225-394-29,true,28,,,$142.52
4/23/2020,6:12 PM,Florida,Tampa,680-552-43,false,25,,,$227.57
9/1/2020,6:23 PM,Florida,Spring Hill,,,10,Yes,0.22,$207.93
6/11/2020,8:22 PM,Florida,Tampa,806-436-56,false,29,Yes,0.16,$137.24
5/8/2020,6:34 PM,Alabama,Montgomery,,,24,,,$60.63
9/30/2020,7:43 PM,Georgia,Decatur,773-887-97,true,27,Yes,0.15,$28.49
10/20/2020,3:11 PM,Florida,Saint Petersburg,,,9,,,$161.56
9/8/2020,8:33 PM,Alabama,Birmingham,301-724-25,true,33,,,$110.62
5/25/2020,7:32 PM,Georgia,Atlanta,,,12,Yes,0.32,$207.73
12/23/2019,6:56 PM,South Carolina,Charleston,,,26,,,$232.95
1/17/2020,8:10 PM,Florida,Orlando,421-958-37,false,15,Yes,0.23,$85.04
5/17/2020,11:46 AM,Florida,Port Saint Lucie,,,32,,,$108.48
11/15/2019,5:29 PM,Georgia,Columbus,283-164-42,false,6,Yes,0.27,$106.47
12/15/2019,4:56 PM,Florida,Kissimmee,982-905-55,true,26,,,$122.27
11/3/2019,3:34 PM,Alabama,Birmingham,489-279-88,true,31,,,$69.57
12/25/2019,6:36 PM,Florida,Orlando,108-679-09,true,23,,,$107.15
8/15/2020,3:45 PM,Alabama,Mobile,187-327-81,false,13,Yes,0.4,$203.62
3/31/2020,5:26 PM,Georgia,Lawrenceville,,,33,,,$173.45
1/6/2020,2:29 PM,Florida,Bradenton,264-944-13,true,33,,,$127.88
9/11/2020,6:25 PM,Florida,Fort Lauderdale,,,23,,,$157.90
11/24/2019,2:28 PM,Florida,Fort Myers,445-658-06,false,34,,,$115.89
11/30/2019,8:57 PM,Florida,Naples,,,9,,,$225.58
11/2/2019,3:49 PM,Florida,Tampa,,,10,,,$124.96
11/21/2019,7:28 PM,Georgia,Atlanta,366-813-03,false,9,,,$136.83
2/6/2020,3:40 PM,Alabama,Mobile,506-524-82,true,24,,,$210.65
3/31/2020,1:32 PM,Georgia,Valdosta,065-795-45,true,33,,,$227.33
8/21/2020,2:22 PM,Florida,Tampa,988-713-38,false,15,Yes,0.18,$127.88
2/19/2020,12:20 PM,Florida,Lake Worth,444-958-28,true,22,Yes,0.48,$125.18
7/22/2020,2:31 PM,Alabama,Mobile,414-673-55,true,9,,,$72.81
11/5/2019,7:15 PM,Florida,Boca Raton,109-995-55,false,28,Yes,0.3,$100.08
7/3/2020,11:08 AM,Florida,Melbourne,,,14,Yes,0.35,$131.47
2/25/2020,5:09 PM,Alabama,Montgomery,,,5,,,$116.10
6/26/2020,11:17 AM,Alabama,Montgomery,558-913-24,true,13,,,$66.18
4/2/2020,4:38 PM,Alabama,Huntsville,379-898-72,false,31,,,$90.25
6/18/2020,6:50 PM,South Carolina,Charleston,,,34,,,$202.61
1/12/2020,1:48 PM,Florida,Orlando,574-327-17,true,5,Yes,0.23,$158.72
1/11/2020,3:21 PM,Georgia,Atlanta,258-668-99,true,11,Yes,0.45,$213.07
10/13/2019,12:32 PM,Georgia,Atlanta,,,21,,,$230.88
5/10/2020,7:32 PM,Mississippi,Jackson,,,17,,,$191.22
1/14/2020,7:22 PM,Alabama,Birmingham,856-671-90,false,4,,,$93.19
7/4/2020,4:50 PM,Georgia,Atlanta,291-520-06,false,6,,,$164.44
1/27/2020,3:50 PM,Florida,Sarasota,,,20,,,$49.88
1/16/2020,8:45 PM,Florida,Miami,,,31,,,$233.09
10/12/2019,6:16 PM,Alabama,Montgomery,878-628-47,true,32,,,$72.56
5/18/2020,7:22 PM,South Carolina,Charleston,833-686-76,true,18,,,$101.81
2/27/2020,11:58 AM,Georgia,Atlanta,,,30,,,$34.35
4/4/2020,5:45 PM,Florida,Saint Petersburg,237-311-74,false,14,,,$84.83
7/1/2020,4:29 PM,Georgia,Atlanta,680-340-14,false,30,,,$96.33
4/24/2020,6:05 PM,Alabama,Anniston,667-535-21,true,26,Yes,0.15,$156.71
10/20/2019,6:54 PM,Georgia,Atlanta,,,8,,,$174.10
1/3/2020,3:47 PM,Florida,Jacksonville,,,18,,,$219.00
5/27/2020,7:19 PM,Florida,Orlando,533-616-63,true,15,,,$232.73
8/14/2020,5:54 PM,Florida,Tampa,,,6,Yes,0.25,$51.95
3/2/2020,1:34 PM,Georgia,Atlanta,,,27,Yes,0.21,$213.99
2/13/2020,2:55 PM,Florida,Orlando,060-748-38,true,24,Yes,0.46,$140.32
11/13/2019,4:58 PM,Florida,Ocala,743-267-70,true,7,,,$74.55
11/9/2019,2:13 PM,Florida,Fort Lauderdale,152-137-39,false,26,,,$218.33
10/13/2019,11:35 AM,South Carolina,Columbia,,,33,,,$163.51
11/24/2019,4:47 PM,Mississippi,Jackson,591-074-22,true,4,,,$225.77
2/4/2020,8:25 PM,Mississippi,Jackson,175-406-86,true,30,,,$25.85
2/11/2020,5:11 PM,Florida,Boca Raton,,,3,Yes,0.44,$130.06
2/10/2020,12:20 PM,Georgia,Atlanta,633-492-54,false,5,,,$225.34
5/2/2020,1:47 PM,Florida,Ocala,769-681-11,false,11,,,$90.45
6/26/2020,8:31 PM,Florida,Orlando,,,25,,,$195.90
1/6/2020,8:58 PM,Alabama,Birmingham,,,7,,,$77.65
7/18/2020,5:23 PM,Florida,Panama City,,,28,,,$115.60
11/27/2019,1:49 PM,Alabama,Tuscaloosa,537-761-53,false,13,,,$151.14
6/30/2020,3:16 PM,Florida,Orlando,368-455-44,true,17,,,$129.35
10/3/2020,2:05 PM,Florida,Palm Bay,642-108-55,true,21,,,$43.31
10/13/2020,11:25 AM,Florida,Clearwater,975-853-48,false,28,Yes,0.23,$161.39
5/6/2020,12:34 PM,Georgia,Atlanta,767-961-42,true,27,,,$126.70
11/11/2019,1:20 PM,Alabama,Birmingham,,,20,,,$63.23
10/5/2019,3:47 PM,Florida,Gainesville,,,8,,,$36.63
7/6/2020,3:46 PM,Florida,Miami,752-459-28,true,9,,,$49.14
6/10/2020,8:51 PM,Florida,Lake Worth,049-927-56,true,28,Yes,0.21,$44.19
6/25/2020,4:25 PM,Alabama,Tuscaloosa,525-644-52,true,32,,,$37.90
10/3/2020,12:00 PM,Florida,Tallahassee,490-612-29,false,20,,,$189.45
4/21/2020,12:54 PM,Florida,Miami Beach,711-415-15,false,19,,,$111.10
10/19/2020,11:37 AM,Mississippi,Jackson,,,5,,,$111.20
3/2/2020,8:12 PM,Alabama,Birmingham,,,11,Yes,0.22,$68.11
3/4/2020,8:34 PM,Florida,Miami,286-859-01,false,26,,,$67.05
7/28/2020,5:49 PM,Mississippi,Jackson,786-063-53,true,10,,,$222.58
6/7/2020,4:41 PM,Florida,Miami,,,24,,,$97.60
10/4/2020,1:42 PM,Alabama,Mobile,,,3,,,$32.51
7/19/2020,3:11 PM,South Carolina,Charleston,441-503-38,true,13,Yes,0.25,$159.60
7/29/2020,11:21 AM,Florida,Sarasota,,,15,,,$119.40
11/23/2019,11:10 AM,Florida,Orlando,898-106-68,false,15,,,$210.21
1/16/2020,7:08 PM,Alabama,Montgomery,139-877-99,false,27,Yes,0.47,$74.29
10/8/2019,5:06 PM,Florida,Fort Lauderdale,,,4,,,$226.58
1/11/2020,4:55 PM,Florida,Boca Raton,304-283-65,true,25,,,$214.87
10/7/2019,5:42 PM,Florida,Tallahassee,248-790-83,false,21,,,$198.25
6/22/2020,6:37 PM,Florida,Clearwater,,,30,Yes,0.44,$90.64
1/21/2020,2:53 PM,Florida,Boca Raton,956-255-42,false,3,Yes,0.31,$140.27
8/15/2020,7:24 PM,South Carolina,Spartanburg,717-449-87,false,29,Yes,0.25,$59.39
9/14/2020,4:11 PM,Florida,Hialeah,,,33,Yes,0.37,$154.13
10/8/2019,6:24 PM,Georgia,Lawrenceville,,,16,,,$181.77
3/29/2020,11:55 AM,South Carolina,Spartanburg,970-498-08,true,27,Yes,0.45,$115.94
11/20/2019,11:12 AM,Georgia,Atlanta,299-028-27,false,17,,,$110.68
11/19/2019,12:27 PM,Alabama,Mobile,,,33,,,$147.45
10/27/2019,1:39 PM,Mississippi,Jackson,,,34,Yes,0.47,$80.95
11/9/2019,7:46 PM,Florida,Hialeah,,,26,,,$50.33
4/18/2020,5:42 PM,Alabama,Huntsville,,,4,Yes,0.37,$204.08
7/12/2020,11:20 AM,Florida,Pompano Beach,,,16,,,$122.91
6/1/2020,1:19 PM,Florida,Hollywood,,,5,,,$58.08
9/28/2020,11:09 AM,Florida,Fort Lauderdale,,,33,,,$97.38
12/31/2019,7:04 PM,Florida,Clearwater,399-705-88,false,24,Yes,0.5,$80.35
9/24/2020,5:01 PM,Florida,Miami,173-402-38,true,12,,,$151.53
2/13/2020,11:43 AM,Alabama,Birmingham,,,25,,,$67.18
10/30/2019,4:15 PM,Alabama,Montgomery,,,10,,,$216.78
12/11/2019,4:12 PM,Florida,Orlando,492-662-86,true,30,Yes,0.34,$165.89
10/28/2019,6:04 PM,Alabama,Birmingham,829-181-69,true,20,Yes,0.34,$23.21
6/6/2020,8:09 PM,Florida,Clearwater,848-319-62,true,13,,,$175.45
11/19/2019,8:56 PM,Florida,Orlando,824-783-17,false,34,,,$85.99
5/24/2020,12:14 PM,Florida,Brooksville,490-450-07,true,20,Yes,0.42,$148.80
5/11/2020,7:24 PM,Georgia,Alpharetta,515-638-38,false,27,Yes,0.43,$85.84
7/1/2020,5:38 PM,Florida,Pinellas Park,575-027-70,false,31,Yes,0.33,$157.76
8/22/2020,11:55 AM,Alabama,Mobile,564-302-59,true,18,,,$132.84
7/10/2020,4:23 PM,South Carolina,Columbia,561-064-87,false,15,,,$189.87
12/25/2019,7:49 PM,Florida,Jacksonville,943-261-54,true,16,,,$68.66
6/22/2020,1:31 PM,Florida,Hollywood,479-242-05,false,26,,,$40.48
2/5/2020,7:06 PM,Georgia,Atlanta,208-926-22,true,16,,,$41.45
1/20/2020,6:28 PM,Florida,Saint Petersburg,,,24,Yes,0.18,$55.13
12/18/2019,1:26 PM,Georgia,Atlanta,012-177-39,false,23,,,$130.99
2/10/2020,8:02 PM,Florida,Hialeah,230-647-81,true,13,Yes,0.14,$160.38
12/24/2019,5:06 PM,Florida,Orlando,,,6,,,$142.98
5/14/2020,2:14 PM,Georgia,Atlanta,634-748-01,true,13,,,$98.98
9/1/2020,2:29 PM,Florida,Tampa,,,29,,,$231.11
2/9/2020,3:58 PM,Florida,Naples,165-657-96,true,32,Yes,0.18,$143.01
3/10/2020,12:53 PM,Georgia,Savannah,760-096-66,false,33,,,$127.75
12/11/2019,6:57 PM,Florida,Tampa,409-747-80,true,10,Yes,0.25,$78.02
11/20/2019,7:10 PM,Georgia,Macon,,,19,,,$119.40
7/1/2020,1:21 PM,Florida,Tampa,660-972-03,false,6,Yes,0.44,$94.14
10/24/2020,8:25 PM,Florida,Jacksonville,390-212-60,true,29,,,$231.83
10/4/2019,11:54 AM,Florida,Miami,,,11,,,$211.68
5/8/2020,3:34 PM,Alabama,Birmingham,898-171-39,false,3,,,$210.52
7/6/2020,3:55 PM,Florida,Orlando,850-466-00,false,6,,,$37.76
3/25/2020,2:20 PM,Florida,Tampa,,,19,,,$41.25
8/24/2020,12:40 PM,Georgia,Columbus,,,18,,,$104.37
10/5/2020,6:21 PM,Florida,Tampa,779-654-17,false,9,,,$21.23
12/28/2019,7:52 PM,Georgia,Atlanta,,,3,,,$112.81
7/25/2020,7:45 PM,Florida,Sarasota,019-300-88,true,3,,,$131.19
4/5/2020,12:15 PM,Florida,Bradenton,093-372-15,true,10,Yes,0.18,$66.03
8/29/2020,3:28 PM,Alabama,Birmingham,,,7,Yes,0.27,$105.58
1/29/2020,4:00 PM,Georgia,Augusta,,,14,,,$201.15
3/13/2020,8:39 PM,Alabama,Mobile,132-389-53,true,32,,,$222.94
7/8/2020,12:25 PM,Florida,Tampa,690-433-70,true,3,,,$104.43
12/16/2019,6:31 PM,Georgia,Macon,694-039-59,false,22,,,$218.14
8/18/2020,5:10 PM,Florida,Ocala,735-362-79,true,17,,,$70.97
2/5/2020,1:59 PM,Florida,Tallahassee,,,15,,,$99.63
1/2/2020,5:30 PM,Florida,Seminole,565-706-69,true,15,,,$90.14
9/26/2020,3:57 PM,Georgia,Albany,104-423-54,true,32,,,$39.82
10/20/2020,5:45 PM,Florida,Tampa,715-224-99,true,3,,,$191.59
8/18/2020,3:48 PM,Florida,Clearwater,789-772-70,false,17,,,$25.63
10/4/2020,5:30 PM,Georgia,Atlanta,,,22,,,$83.20
3/26/2020,3:05 PM,Mississippi,Jackson,581-339-20,false,5,,,$46.26
10/22/2020,8:12 PM,Alabama,Montgomery,686-135-54,true,3,,,$209.22
10/6/2019,11:20 AM,Florida,Cape Coral,582-741-07,false,12,,,$221.08
5/28/2020,12:29 PM,Georgia,Columbus,700-161-70,false,7,Yes,0.39,$81.57
5/3/2020,12:18 PM,Georgia,Macon,,,24,,,$92.20
5/1/2020,11:53 AM,Georgia,Macon,133-457-55,true,5,Yes,0.38,$175.39
4/17/2020,7:53 PM,Florida,Fort Pierce,012-261-54,true,31,,,$209.51
11/21/2019,2:39 PM,Florida,Jacksonville,693-826-33,false,11,Yes,0.12,$103.97
5/16/2020,6:56 PM,Florida,Kissimmee,,,3,,,$109.98
7/19/2020,12:02 PM,Florida,Sarasota,673-149-34,true,33,Yes,0.22,$110.18
9/13/2020,5:26 PM,Florida,Fort Lauderdale,429-326-22,true,13,,,$193.12
7/2/2020,3:53 PM,Florida,Ocala,289-209-83,false,33,Yes,0.4,$78.92
12/8/2019,12:48 PM,Georgia,Macon,,,28,Yes,0.3,$147.24
7/25/2020,8:56 PM,Georgia,Atlanta,,,27,Yes,0.15,$57.15
10/9/2019,12:01 PM,South Carolina,Spartanburg,705-561-47,true,11,,,$134.31
5/24/2020,12:13 PM,Georgia,Atlanta,,,24,,,$78.28
8/4/2020,2:45 PM,Alabama,Birmingham,,,14,,,$159.87
2/5/2020,2:05 PM,South Carolina,Charleston,094-077-28,false,24,,,$75.51
11/17/2019,8:47 PM,Florida,Tampa,,,21,Yes,0.21,$78.36
10/19/2019,6:03 PM,Florida,Saint Petersburg,,,15,Yes,0.22,$77.47
6/17/2020,3:23 PM,Florida,Spring Hill,,,14,,,$178.07
1/30/2020,1:54 PM,Florida,Orlando,691-658-23,true,15,Yes,0.41,$101.25
10/4/2020,11:10 AM,Florida,Winter Haven,106-701-59,true,28,,,$23.64
8/10/2020,12:45 PM,Georgia,Atlanta,,,30,,,$137.48
10/12/2019,7:25 PM,Florida,Pensacola,,,34,,,$93.27
7/5/2020,6:16 PM,Florida,Melbourne,,,10,,,$42.38
10/6/2019,7:58 PM,Florida,Lehigh Acres,,,33,,,$211.10
8/22/2020,5:38 PM,Alabama,Birmingham,,,26,,,$85.53
1/31/2020,1:44 PM,Alabama,Mobile,770-558-10,true,18,,,$129.77
10/20/2020,5:55 PM,Florida,Fort Lauderdale,021-199-81,true,21,,,$125.85
2/20/2020,5:25 PM,Florida,Orlando,,,6,Yes,0.32,$96.57
12/15/2019,2:25 PM,Florida,Jacksonville,,,21,,,$224.23
5/4/2020,5:55 PM,Florida,Pompano Beach,,,10,Yes,0.11,$56.22
12/11/2019,8:11 PM,Florida,Fort Lauderdale,400-839-89,false,3,,,$51.10
4/29/2020,11:50 AM,Florida,Fort Lauderdale,,,14,,,$124.42
1/17/2020,6:53 PM,Mississippi,Jackson,,,18,,,$217.66
11/5/2019,7:55 PM,Florida,Saint Petersburg,,,26,Yes,0.29,$27.57
6/2/2020,7:21 PM,Georgia,Atlanta,,,26,,,$85.82
9/18/2020,1:27 PM,Florida,Pensacola,,,15,,,$235.77
11/2/2019,6:00 PM,Florida,Melbourne,752-776-95,true,23,Yes,0.22,$113.98
5/31/2020,11:47 AM,South Carolina,Aiken,014-300-23,false,29,Yes,0.28,$163.35
10/17/2019,2:11 PM,Florida,Fort Lauderdale,435-570-64,true,25,,,$84.36
11/14/2019,8:35 PM,Georgia,Atlanta,,,19,Yes,0.24,$235.37
7/4/2020,7:11 PM,Florida,Pensacola,,,26,,,$25.38
1/12/2020,4:07 PM,Florida,Fort Lauderdale,936-631-75,false,25,Yes,0.36,$135.65
6/16/2020,4:37 PM,Florida,Jacksonville,096-660-52,true,29,,,$37.87
4/13/2020,1:13 PM,Georgia,Macon,389-282-37,false,28,,,$20.50
7/19/2020,1:05 PM,Georgia,Augusta,,,15,,,$22.83
3/19/2020,1:48 PM,Georgia,Atlanta,273-321-22,true,29,,,$167.49
8/1/2020,5:46 PM,Florida,Bradenton,190-200-34,true,33,,,$43.82
11/8/2019,1:09 PM,Florida,Delray Beach,916-742-32,false,9,Yes,0.29,$130.64
9/16/2020,12:49 PM,Alabama,Birmingham,980-726-34,true,27,,,$189.92
10/28/2019,12:14 PM,Florida,Tampa,,,3,,,$53.65
5/30/2020,11:26 AM,Georgia,Atlanta,616-394-08,true,3,,,$190.51
4/26/2020,8:34 PM,Alabama,Huntsville,183-402-35,true,34,,,$127.95
12/13/2019,12:53 PM,Alabama,Birmingham,,,9,,,$146.10
2/19/2020,11:25 AM,Alabama,Mobile,281-630-78,false,22,,,$185.83
8/24/2020,4:00 PM,Florida,Winter Haven,,,30,,,$151.68
8/20/2020,12:57 PM,Florida,Vero Beach,034-168-87,false,15,Yes,0.47,$176.79
8/20/2020,5:53 PM,Florida,Palm Bay,448-747-87,true,18,,,$34.64
7/29/2020,12:56 PM,Florida,Miami,002-254-86,true,9,,,$84.27
4/19/2020,1:43 PM,South Carolina,Greenville,330-349-75,true,12,,,$156.08
7/10/2020,12:45 PM,South Carolina,Charleston,,,25,,,$26.87
5/20/2020,2:30 PM,Florida,Lake Worth,246-411-40,false,10,,,$120.98
1/12/2020,4:45 PM,Alabama,Birmingham,,,7,Yes,0.34,$199.72
5/10/2020,8:19 PM,Alabama,Birmingham,034-801-38,true,18,,,$104.36
8/8/2020,2:44 PM,Florida,Miami,,,26,Yes,0.2,$233.57
3/6/2020,6:19 PM,Georgia,Atlanta,,,34,,,$153.41
11/12/2019,3:33 PM,South Carolina,Charleston,114-945-48,true,20,Yes,0.43,$125.09
9/24/2020,2:34 PM,Florida,Jacksonville,348-522-94,false,14,Yes,0.38,$109.10
2/15/2020,1:00 PM,Florida,Saint Augustine,,,10,,,$203.46
2/19/2020,12:08 PM,Florida,Miami,842-444-26,false,33,Yes,0.32,$197.88
10/8/2019,8:19 PM,Georgia,Atlanta,,,16,,,$35.32
8/2/2020,4:11 PM,South Carolina,Columbia,,,27,,,$222.79
12/20/2019,11:12 AM,Florida,Cape Coral,,,7,,,$219.55
7/30/2020,3:00 PM,Florida,Kissimmee,572-497-07,false,10,,,$114.02
10/6/2019,3:57 PM,Florida,Naples,463-607-29,true,5,,,$169.65
8/3/2020,2:02 PM,Florida,Panama City,,,8,,,$188.30
4/11/2020,4:18 PM,Florida,Jacksonville,229-705-84,false,4,,,$169.55
12/19/2019,8:09 PM,Florida,Lake Worth,678-967-41,false,19,,,$235.65
8/31/2020,1:25 PM,Florida,Boynton Beach,,,14,Yes,0.48,$111.05
11/8/2019,11:10 AM,Florida,Saint Augustine,,,29,,,$68.22
6/29/2020,5:51 PM,Florida,Pensacola,186-584-09,false,18,Yes,0.37,$68.97
1/19/2020,3:50 PM,South Carolina,Columbia,100-703-44,true,3,Yes,0.26,$76.21
8/19/2020,6:06 PM,Florida,Miami,821-290-42,false,19,Yes,0.17,$131.46
4/15/2020,6:12 PM,Alabama,Montgomery,297-363-61,false,32,,,$77.97
4/30/2020,6:39 PM,Georgia,Columbus,903-140-64,true,14,,,$183.22
10/28/2020,8:22 PM,Florida,Tallahassee,594-399-65,false,12,,,$114.64
10/22/2020,12:04 PM,Florida,Melbourne,628-607-09,true,34,,,$44.06
10/16/2020,7:12 PM,Alabama,Montgomery,464-300-07,false,26,Yes,0.36,$188.36
5/15/2020,11:50 AM,Florida,Gainesville,,,33,,,$220.30
9/19/2020,2:44 PM,Florida,Bonita Springs,484-121-10,false,31,Yes,0.2,$33.75
12/30/2019,6:39 PM,Florida,Hialeah,,,12,,,$155.01
4/11/2020,1:25 PM,Florida,Winter Haven,651-878-68,false,20,,,$182.50
10/25/2019,1:43 PM,Georgia,Atlanta,,,17,,,$89.34
8/25/2020,8:58 PM,Florida,Seminole,,,4,Yes,0.36,$21.14
6/19/2020,8:35 PM,Florida,Miami,956-506-97,false,10,,,$75.72
11/8/2019,2:02 PM,Alabama,Birmingham,966-874-52,true,31,Yes,0.4,$49.31
11/23/2019,1:54 PM,Florida,Miami Beach,312-016-53,true,8,,,$231.60
12/18/2019,1:30 PM,Florida,Fort Lauderdale,574-792-96,false,21,,,$26.90
4/8/2020,4:14 PM,South Carolina,Charleston,406-195-09,false,23,,,$83.65
8/3/2020,7:10 PM,Florida,Delray Beach,,,33,Yes,0.38,$148.63
10/15/2020,5:15 PM,Florida,Lehigh Acres,,,32,,,$126.10
7/28/2020,6:32 PM,Georgia,Savannah,915-897-24,false,30,,,$220.35
8/9/2020,11:42 AM,Florida,Naples,,,20,,,$29.10
9/19/2020,3:57 PM,Mississippi,Jackson,739-764-26,true,32,Yes,0.22,$165.23
7/8/2020,5:56 PM,Georgia,Atlanta,305-051-44,true,25,,,$228.28
12/24/2019,2:18 PM,Georgia,Atlanta,537-061-62,true,27,,,$224.65
4/16/2020,5:50 PM,Florida,Miami,579-394-81,true,23,,,$25.06
9/7/2020,2:11 PM,Georgia,Alpharetta,,,9,,,$230.38
9/16/2020,12:22 PM,Florida,Miami,,,31,Yes,0.36,$68.59
7/10/2020,12:42 PM,Florida,Jacksonville,179-242-72,false,20,,,$171.94
10/28/2019,1:41 PM,Florida,Tampa,,,12,,,$19.14
12/21/2019,7:12 PM,Florida,Port Charlotte,,,14,,,$213.69
7/12/2020,3:09 PM,Alabama,Mobile,980-371-59,true,17,,,$125.94
12/12/2019,3:06 PM,Florida,Miami,,,23,Yes,0.47,$20.01
8/19/2020,2:03 PM,Florida,Tallahassee,637-647-86,false,20,Yes,0.19,$48.79
3/5/2020,5:33 PM,Florida,Miami,,,3,,,$161.74
10/22/2020,5:30 PM,Georgia,Savannah,733-136-11,true,4,,,$40.99
9/26/2020,2:16 PM,Alabama,Montgomery,,,24,,,$31.23
3/31/2020,2:01 PM,Alabama,Huntsville,583-574-73,true,21,,,$101.75
11/26/2019,6:45 PM,Georgia,Augusta,931-206-00,false,30,,,$155.72
3/5/2020,1:44 PM,Georgia,Decatur,636-218-46,true,34,Yes,0.38,$65.21
11/3/2019,1:35 PM,Florida,Pinellas Park,,,25,,,$221.77
5/3/2020,8:01 PM,Florida,Jacksonville,,,27,Yes,0.18,$73.48
7/14/2020,6:32 PM,Mississippi,Jackson,236-437-25,false,20,,,$232.57
4/2/2020,3:10 PM,Florida,Naples,269-624-84,true,25,,,$150.66
2/22/2020,4:34 PM,Florida,Gainesville,,,20,,,$92.60
10/17/2019,11:16 AM,Florida,Naples,,,22,,,$35.71
12/2/2019,4:11 PM,Alabama,Birmingham,,,6,,,$130.25
9/21/2020,5:11 PM,Florida,Fort Myers,,,20,,,$225.72
10/6/2020,3:42 PM,Georgia,Macon,,,15,,,$208.16
1/4/2020,11:36 AM,Georgia,Macon,601-683-66,false,28,,,$142.94
11/9/2019,1:40 PM,Florida,Tallahassee,281-274-56,false,27,Yes,0.35,$132.36
6/25/2020,7:35 PM,Florida,Miami,,,6,,,$224.34
6/22/2020,12:33 PM,Florida,Hialeah,372-428-78,true,24,,,$204.49
2/28/2020,1:12 PM,Georgia,Augusta,,,34,,,$76.20
12/18/2019,1:08 PM,Alabama,Birmingham,279-729-88,false,17,,,$189.09
10/10/2019,1:36 PM,Florida,Orlando,638-537-09,true,9,,,$220.65
3/24/2020,5:29 PM,Florida,Miami,,,27,,,$102.46
5/26/2020,5:25 PM,Alabama,Montgomery,181-980-81,false,3,,,$61.77
2/22/2020,12:09 PM,South Carolina,Florence,,,22,,,$44.43
10/26/2019,6:32 PM,South Carolina,Greenville,382-579-05,false,25,Yes,0.11,$98.74
5/23/2020,2:37 PM,Georgia,Atlanta,911-288-42,true,32,,,$68.84
8/7/2020,3:12 PM,Georgia,Lawrenceville,959-312-65,true,17,,,$149.33
