City Claim #,Date Of Accident,Claim Status,Last Close Date,Dept/division,Category,Cause,NOC Demand,Paid Bi,Paid Pd
20-0519-001,10/26/2020,F,12/31/2020,Street- Southeast Maint Dist,Operations,Overhanging Tree,"9,765.07",0.00,0.00
20-0531-001,10/26/2020,F,12/11/2020,Street- North Maint Dist,Operations,Pot Hole,"4,543.08",0.00,0.00
20-0747-001,10/26/2020,F,3/5/2021,Aviation-Admin/Acctg/Personnel/Bus & Pro,Operations,Damage to Property/Injury to Persons,"28,000.00",0.00,0.00
20-0747-002,10/26/2020,O,,Aviation-Admin/Acctg/Personnel/Bus & Pro,Operations,Damage to Property/Injury to Persons,"35,000.00",0.00,0.00
20-0982-001,10/26/2020,R,4/27/2021,Non-City Claim,Other,Other,"25,010,000.00",0.00,0.00
20-0982-002,10/26/2020,R,4/30/2021,Non-City Claim,Other,Other,"25,000.00",0.00,0.00
20-0455-001,10/27/2020,F,6/4/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"1,063.00",0.00,"1,063.00"
20-0480-001,10/27/2020,O,,Police- Desert Horizon Precinct 600,Police Vehicle,Rear End,"1,357.53",0.00,"1,532.53"
20-0482-001,10/27/2020,F,12/22/2020,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"5,700.00",0.00,"5,700.00"
20-0563-001,10/27/2020,F,1/8/2021,Police- Central City Precinct 500,Police Vehicle,Struck Fixed Object,"1,511.78",0.00,0.00
20-0600-001,10/27/2020,F,1/26/2021,Water Distrib - Cave Creek Yard,Operations,Water Main Break,"5,000.00",0.00,"4,883.19"
20-0600-002,10/27/2020,F,6/18/2021,Water Distrib - Cave Creek Yard,Operations,Water Main Break,"35,000.00",0.00,"25,000.00"
20-0933-001,10/27/2020,F,4/7/2021,Street- Southeast Maint Dist,Operations,Damage to Property/Injury to Persons,"1,614.30",0.00,0.00
20-0962-001,10/27/2020,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,500.00,0.00,0.00
20-1016-001,10/27/2020,F,5/3/2021,Housing-Senior Hous/Scattered Sites/Sec,Premises,Maint. Building/Premises,110.00,0.00,0.00
20-0429-001,10/28/2020,F,3/2/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"12,821.61",0.00,"8,321.86"
20-0546-001,10/28/2020,F,12/11/2020,Non-City Claim,Non-City,Non-City Claim,"2,500.00",0.00,0.00
20-0541-001,10/29/2020,F,1/25/2021,Water Distrib - Morten Yard,Operations,Debris/Object in Road,699.00,0.00,699.00
20-1138-001,10/29/2020,F,6/9/2021,Pub Wks- Solid Waste Field Services West,Medium/Heavy,Falling Load/Rock,746.98,0.00,0.00
20-0475-001,10/30/2020,F,11/13/2020,Non-City Claim,Other,Other,200.00,0.00,0.00
20-0495-001,10/30/2020,F,12/9/2020,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,319.00,0.00,319.00
20-0791-001,10/30/2020,F,3/30/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Medium/Heavy,Failure to Yield,"1,597.90",0.00,798.95
20-1065-001,10/30/2020,O,,Police - Northern Precinct 200,Law Enforcement,Violate Civil Rights,"19,000.00",0.00,0.00
20-0491-001,10/31/2020,F,3/2/2021,Water Distrib - Morten Yard,Operations,Water Main Break,"1,500.00",0.00,972.42
20-0512-001,11/1/2020,F,12/11/2020,Street- Southwest Maint Dist,Operations,Pot Hole,75.06,0.00,0.00
20-0516-001,11/2/2020,F,3/2/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"10,000.00",0.00,"4,400.10"
20-0547-001,11/2/2020,F,3/5/2021,Aviation- Sky Harbor Airport/Terminals,Operations,Damage to Property/Injury to Persons,"1,073.43",0.00,0.00
20-0677-001,11/2/2020,F,3/11/2021,Police- Admin/Fiscal-Mgt Svcs/Prof Stds,Law Enforcement,"Care, Custody, Control",200.00,0.00,95.00
20-0476-001,11/3/2020,F,3/2/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"5,000.00",0.00,"4,500.00"
20-0476-002,11/3/2020,F,1/19/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"15,000.00",0.00,"2,474.33"
20-0476-003,11/3/2020,F,1/14/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"2,500.00",0.00,"1,488.31"
20-0476-004,11/3/2020,F,1/14/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"5,000.00",0.00,"2,500.00"
20-0476-005,11/3/2020,F,1/14/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"2,500.00",0.00,"1,412.19"
20-0494-001,11/3/2020,F,1/26/2021,Street- Design and Construction Mgt,Light Truck,Failure to Yield,"1,212.64",0.00,"1,387.64"
20-0976-001,11/3/2020,F,5/6/2021,Street- Southeast Maint Dist,Operations,Negligent Barricading,"525,000.00",0.00,0.00
20-0542-001,11/4/2020,F,12/29/2020,Parks- South Division,Operations,Overhanging Tree,"6,367.00",0.00,"6,808.52"
20-0557-001,11/4/2020,F,12/11/2020,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"3,600.00",0.00,0.00
20-1032-001,11/4/2020,F,5/5/2021,Street- Southwest Maint Dist,Operations,Negligent Design,"8,000,000.00",0.00,0.00
20-1032-002,11/4/2020,F,5/5/2021,Street- Southwest Maint Dist,Operations,Negligent Design,"1,000,000.00",0.00,0.00
20-0569-001,11/5/2020,F,3/2/2021,Pub Wks- Solid Waste Field Services Nort,Operations,Damage by Mobile Equipment,"5,674.53",0.00,"4,893.94"
20-0685-001,11/5/2020,F,1/14/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",750.00,0.00,0.00
20-1030-001,11/5/2020,F,5/5/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"7,100.00",0.00,0.00
20-0723-001,11/7/2020,F,1/28/2021,Police- S. Mountain Precinct 400,Law Enforcement,"Care, Custody, Control",305.89,0.00,0.00
20-0776-001,11/7/2020,F,4/5/2021,Fire- Admin/EMS/CAD-Alarm/Safety,Operations,Damage to Property/Injury to Persons,"1,295.00",0.00,"1,295.00"
20-0510-001,11/8/2020,F,2/23/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,,0.00,"12,029.97"
20-0575-001,11/9/2020,F,1/14/2021,Pub Wks- Solid Waste Field Services East,Medium/Heavy,Struck Fixed Object,"8,245.60",0.00,0.00
20-0579-001,11/9/2020,F,1/14/2021,Street- Southeast Maint Dist,Operations,Damage by Mobile Equipment,"3,565.73",0.00,0.00
20-0638-001,11/9/2020,F,3/4/2021,Police- Maryvale Precinct 800,Law Enforcement,Damage to Property,653.02,0.00,0.00
20-0904-001,11/9/2020,F,4/30/2021,Water Distrib - Cave Creek Yard,Operations,Excavation Related,"1,785.00",0.00,"1,785.00"
20-1041-001,11/9/2020,F,5/20/2021,Non-City Claim,Non-City,Non-City Claim,"1,000,000.00",0.00,0.00
20-0513-001,11/10/2020,F,5/17/2021,Police - Northern Precinct 200,Law Enforcement,"Care, Custody, Control",,0.00,0.00
20-0610-002,11/11/2020,O,,Police- Maryvale Precinct 800,Police Vehicle,Failure to Yield,"16,981.74",0.00,0.00
20-1026-001,11/11/2020,O,,Aviation- Sky Harbor Airport/Terminals,Bus 21-75,Fall Inside Vehicle,"49,500.00",0.00,0.00
20-0778-001,11/12/2020,F,3/8/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"1,900.00",0.00,"1,900.00"
20-0529-001,11/13/2020,F,12/8/2020,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"3,600.00",0.00,"4,024.26"
20-0714-001,11/13/2020,F,3/5/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"3,988.24",0.00,0.00
20-1048-001,11/13/2020,O,,Police- Maryvale Precinct 800,Law Enforcement,Shooting,"6,500,000.00",0.00,0.00
20-0721-001,11/14/2020,F,5/7/2021,Parks- South Division,Light Truck,Backing,"2,481.33",0.00,"2,974.16"
20-1029-001,11/14/2020,O,,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","75,000.00",0.00,0.00
20-0730-001,11/15/2020,F,4/16/2021,Street- North Maint Dist,Operations,Pot Hole,664.00,0.00,170.00
20-0517-001,11/16/2020,O,,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,,0.00,300.69
20-0526-001,11/16/2020,F,12/9/2020,Street- Central Maintenance Dist,Operations,Pot Hole,605.38,0.00,0.00
20-0534-001,11/16/2020,F,11/30/2020,Transit- Phoenix Transit-Contract,Bus 21-75,Lane Change/Pass,"4,813.63",0.00,0.00
20-1025-001,11/16/2020,F,5/20/2021,Water Distrib - Corona Yard,Operations,Damage by Mobile Equipment,781.24,0.00,0.00
20-0815-001,11/17/2020,F,6/15/2021,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Failure to Yield,"12,682.30",0.00,"12,682.30"
20-0815-002,11/17/2020,O,,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Failure to Yield,"190,000.00",0.00,0.00
20-0690-001,11/18/2020,F,1/28/2021,Street- Southwest Maint Dist,Medium/Heavy,Other,160.00,0.00,0.00
20-0553-001,11/19/2020,F,5/11/2021,Housing-Senior Hous/Scattered Sites/Sec,Premises,Maint. Building/Premises,"18,000.00",0.00,0.00
20-0553-002,11/19/2020,F,5/11/2021,Housing-Senior Hous/Scattered Sites/Sec,Premises,Maint. Building/Premises,"14,000.00",0.00,0.00
20-0664-001,11/19/2020,F,5/18/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,750.00,0.00,750.00
20-0762-001,11/19/2020,F,4/9/2021,Street- Southeast Maint Dist,Operations,Pot Hole,"1,667.13",0.00,0.00
20-1088-001,11/19/2020,O,,Water Distrib - Reservoir Yard,Operations,Change Meter,"152,557.11",0.00,0.00
20-9007-001,11/19/2020,O,,NSD- Admin Services,Professional E&O,Negligent Inspection,,0.00,0.00
20-0548-001,11/21/2020,F,2/23/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"5,000.00",0.00,"3,907.88"
20-1100-001,11/21/2020,O,,Police- Desert Horizon Precinct 600,Law Enforcement,False Arrest,"300,000.00",0.00,0.00
20-0681-001,11/23/2020,F,4/6/2021,Street- Southwest Maint Dist,Operations,Pot Hole,600.00,0.00,460.00
20-1040-001,11/23/2020,O,,Street- Southwest Maint Dist,Operations,Pot Hole,"766,750.00",0.00,0.00
20-0572-001,11/24/2020,F,5/10/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,299.99,0.00,271.49
20-0742-001,11/24/2020,F,2/8/2021,Transit- Admin/Bus Shelters-Benches,Operations,Damage to Property/Injury to Persons,"2,500.00",0.00,0.00
20-0574-001,11/26/2020,F,2/24/2021,Street- Southwest Maint Dist,Operations,Pot Hole,558.00,0.00,0.00
20-0554-001,11/27/2020,F,12/31/2020,Street- Southwest Maint Dist,Operations,Pot Hole,"2,000.00",0.00,0.00
20-0588-001,11/27/2020,F,1/29/2021,Street- Southeast Maint Dist,Operations,Construction Area,625.00,0.00,0.00
20-0686-001,11/27/2020,F,2/1/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,570.00,0.00,570.00
20-1107-001,11/27/2020,F,6/10/2021,Police- Maryvale Precinct 800,Law Enforcement,Failure/Negligent Investigation,"2,401,499.99",0.00,0.00
20-0567-001,11/28/2020,F,1/20/2021,Pub Wks- Solid Waste Field Services Sout,Refuse/Garbage,Mechanical Failure,"2,185.00",0.00,"1,310.00"
20-0591-001,11/29/2020,F,1/20/2021,Street- Southeast Maint Dist,Operations,Pot Hole,"3,638.51",0.00,"1,819.26"
20-1106-001,11/29/2020,F,6/1/2021,Transit- Phoenix Transit-Contract,Bus 21-75,Failure to Yield,"75,000.00",0.00,0.00
20-1114-001,11/29/2020,O,,Non-City Claim,Non-City,Non-City Claim,"500,000.00",0.00,0.00
20-0550-001,11/30/2020,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,,0.00,0.00
20-0550-002,11/30/2020,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,"10,000,000.00",0.00,0.00
20-0550-003,11/30/2020,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,"10,000,000.00",0.00,0.00
20-0585-001,11/30/2020,F,2/24/2021,Water Distrib - Corona Yard,Operations,Water Hammer,575.00,0.00,575.00
20-0717-001,11/30/2020,F,3/3/2021,Water Distrib - Reservoir Yard,Operations,Damage by Mobile Equipment,225.00,0.00,225.00
20-0825-001,11/30/2020,F,6/3/2021,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Rear End,"3,007.30",0.00,0.00
20-0825-002,11/30/2020,O,,Police-Inv/VCB-FIB-Drug Enf-OCB-Prop Cri,Police Vehicle,Rear End,"50,047.86",0.00,0.00
20-1093-001,11/30/2020,O,,Planning Director's Office - Admin,Light Truck,Failure to Yield,"175,000.00",0.00,0.00
20-1093-002,11/30/2020,O,,Planning Director's Office - Admin,Light Truck,Failure to Yield,"50,000.00",0.00,0.00
20-1093-003,11/30/2020,O,,Planning Director's Office - Admin,Light Truck,Failure to Yield,"50,000.00",0.00,0.00
20-1093-004,11/30/2020,O,,Planning Director's Office - Admin,Light Truck,Failure to Yield,"15,761.30",0.00,0.00
20-0560-001,12/1/2020,F,1/20/2021,Street- North Maint Dist,Operations,Pot Hole,"5,159.00",0.00,"1,289.76"
20-0580-001,12/1/2020,F,2/5/2021,Police- Central City Precinct 500,Law Enforcement,"Care, Custody, Control","1,248.85",0.00,"1,248.85"
20-0670-001,12/1/2020,F,2/24/2021,Street- North Maint Dist,Operations,Pot Hole,"6,087.50",0.00,"5,000.00"
20-0801-001,12/1/2020,F,3/29/2021,Street- Central Maintenance Dist,Operations,Excavation Related,"5,059.35",0.00,"5,059.35"
20-0577-001,12/2/2020,F,3/2/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"14,000.00",0.00,"5,199.40"
20-0551-001,12/3/2020,F,6/3/2021,Police- Desert Horizon Precinct 600,Law Enforcement,Shooting,,0.00,0.00
20-0764-001,12/3/2020,F,2/25/2021,Street- Southwest Maint Dist,Medium/Heavy,Falling Load/Rock,160.00,0.00,0.00
20-0928-001,12/3/2020,F,5/7/2021,Police- Desert Horizon Precinct 600,Police Vehicle,Struck Fixed Object,825.08,0.00,825.08
20-0571-001,12/4/2020,F,3/16/2021,Water Distrib - Morten Yard,Operations,Sewer Backup,,0.00,"17,605.89"
20-0663-001,12/4/2020,F,2/1/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"1,370.44",0.00,685.22
20-1002-001,12/4/2020,O,,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Turning,"45,500.00",0.00,0.00
20-1002-002,12/4/2020,F,5/24/2021,Street- Traffic Ops/Invest/Sign-Stripe,Light Truck,Turning,"4,350.87",0.00,"3,510.94"
20-0639-001,12/5/2020,F,2/24/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"3,225.00",0.00,"3,225.00"
20-0691-001,12/5/2020,F,2/10/2021,Water Distrib - Reservoir Yard,Operations,Water Service Related,810.95,0.00,810.95
20-0699-001,12/5/2020,F,2/24/2021,Street- North Maint Dist,Operations,Pot Hole,524.00,0.00,296.84
20-1119-001,12/6/2020,F,6/30/2021,Street- Southwest Maint Dist,Operations,Negligent Barricading,"1,500,000.00",0.00,0.00
20-1135-001,12/6/2020,F,6/10/2021,Police- S. Mountain Precinct 400,Law Enforcement,False Arrest,"3,000,000.00",0.00,0.00
20-0578-001,12/7/2020,F,1/22/2021,Street- Southwest Maint Dist,Operations,Pot Hole,786.63,0.00,0.00
20-0657-001,12/7/2020,F,1/21/2021,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","2,026.90",0.00,0.00
20-0660-001,12/7/2020,F,2/2/2021,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",90.00,0.00,0.00
20-0672-001,12/7/2020,F,3/10/2021,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,"4,000.00",0.00,0.00
20-0672-002,12/7/2020,F,3/17/2021,Pub Wks- Solid Waste Field Services West,Operations,Damage by Mobile Equipment,"3,850.00",0.00,"3,850.00"
20-0760-001,12/7/2020,F,4/2/2021,Water Distrib - Morten Yard,Operations,Change Meter,"5,225.00",0.00,750.00
20-1017-001,12/7/2020,F,5/6/2021,Parks- Northwest Division,Operations,"Maint. of St., Sidewalks, Rights-of-way","18,023.30",0.00,0.00
20-0587-001,12/8/2020,F,1/8/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"1,840.00",0.00,0.00
20-0589-001,12/9/2020,F,4/23/2021,WSD- Wastewater Collection -  Blue Stake/Sewer Backups,Operations,Sewer Backup,,0.00,"9,686.52"
20-0774-001,12/9/2020,F,3/5/2021,Street- Southeast Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,681.38",0.00,0.00
20-0782-001,12/9/2020,F,3/23/2021,Police- S. Mountain Precinct 400,Law Enforcement,Forced Entry,850.00,0.00,0.00
20-0586-001,12/10/2020,F,2/5/2021,ITD- Admin/Telecommunications,Light Truck,Struck Fixed Object,"1,143.31",0.00,"1,478.63"
20-0678-001,12/10/2020,F,2/17/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,800.00,0.00,0.00
20-1043-001,12/10/2020,F,6/4/2021,Water Distrib - Morten Yard,Operations,Sewer Backup,175.00,0.00,175.00
20-1064-001,12/10/2020,O,,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Mechanical Failure,"25,000.00",0.00,0.00
20-0594-001,12/12/2020,F,3/4/2021,Street- Central Maintenance Dist,Operations,Pot Hole,169.11,0.00,0.00
20-0688-001,12/12/2020,F,2/1/2021,Parks- South Division,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,279.00",0.00,"1,279.00"
20-0804-001,12/12/2020,F,3/8/2021,Police - Northern Precinct 200,Police Vehicle,Turning,"4,920.74",0.00,"4,920.74"
20-1038-001,12/12/2020,F,5/7/2021,Non-City Claim,Non-City,Non-City Claim,"80,000.00",0.00,0.00
20-0662-001,12/13/2020,F,3/2/2021,Non-City Claim,Other,Other,"2,215.20",0.00,0.00
20-0878-001,12/14/2020,F,4/22/2021,Police - Northern Precinct 200,Law Enforcement,"Care, Custody, Control","3,056.00",0.00,0.00
20-1122-001,12/14/2020,O,,Water Distrib - Morten Yard,Light Truck,Failure to Yield,992.48,0.00,0.00
20-0713-001,12/15/2020,F,3/3/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"1,600.00",0.00,"1,800.00"
20-0806-001,12/15/2020,F,3/17/2021,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Rear End,"3,053.94",0.00,"4,846.15"
20-0593-001,12/16/2020,F,3/2/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"8,000.00",0.00,"7,235.00"
20-0837-001,12/16/2020,F,5/7/2021,Street- Southeast Maint Dist,Light Truck,Struck Fixed Object,"1,750.00",0.00,"1,750.00"
20-0871-001,12/16/2020,O,,Police- Squaw Peak Precinct 700,Law Enforcement,False Arrest,"5,000,000.00",0.00,0.00
20-1037-001,12/16/2020,O,,Police- Maryvale Precinct 800,Police Vehicle,Emergency Maneuver,"27,000.00",0.00,0.00
20-0680-001,12/17/2020,F,1/29/2021,Street- Southwest Maint Dist,Operations,Pot Hole,700.00,0.00,613.16
20-0913-001,12/17/2020,F,4/8/2021,Pub Wks- Solid Waste Field Services East,Operations,Damage by Mobile Equipment,"4,000.00",0.00,0.00
20-0634-001,12/18/2020,F,6/1/2021,Street- Southeast Maint Dist,Operations,Pot Hole,"5,395.23",0.00,"9,956.36"
20-0654-001,12/18/2020,F,5/3/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"10,367.21",0.00,"9,816.68"
20-0683-001,12/18/2020,F,2/23/2021,Water Distrib - Cave Creek Yard,Operations,Damage by Mobile Equipment,"7,568.40",0.00,"7,568.40"
20-0882-001,12/18/2020,F,4/19/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"3,567.69",0.00,0.00
20-1113-001,12/18/2020,F,6/3/2021,Transit- Phoenix Transit-Contract,Bus 21-75,Fall Inside Vehicle,"50,000.00",0.00,0.00
20-1132-001,12/18/2020,O,,Transit- Phoenix Transit-Contract,Bus 21-75,Collide with Pedestrian,"9,500,000.00",0.00,0.00
20-1132-002,12/18/2020,O,,Transit- Phoenix Transit-Contract,Bus 21-75,Collide with Pedestrian,"750,000.00",0.00,0.00
20-0893-001,12/19/2020,F,4/30/2021,Parks- Northwest Division,Operations,"Maint. of St., Sidewalks, Rights-of-way",350.00,0.00,442.38
20-1076-001,12/19/2020,O,,Parks- Northeast Division,Premises,Maint. Building/Premises,"200,000.00",0.00,0.00
20-0633-001,12/20/2020,F,1/29/2021,Water Distrib - Reservoir Yard,Operations,Damage by Mobile Equipment,207.00,0.00,207.00
20-0751-001,12/20/2020,F,5/3/2021,Street- Southwest Maint Dist,Operations,Pot Hole,793.28,0.00,793.28
20-1139-001,12/20/2020,O,,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"375,000.00",0.00,0.00
20-0651-001,12/21/2020,F,2/24/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"6,479.77",0.00,"5,776.52"
20-0727-001,12/21/2020,F,2/18/2021,Street- Southeast Maint Dist,Medium/Heavy,Falling Load/Rock,275.00,0.00,0.00
20-0798-001,12/21/2020,F,4/2/2021,Street- Southeast Maint Dist,Operations,Pot Hole,792.13,0.00,0.00
20-0803-001,12/21/2020,F,3/12/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"6,775.00",0.00,"6,775.00"
20-1150-001,12/21/2020,O,,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"675,000.00",0.00,0.00
20-0653-001,12/23/2020,F,1/14/2021,Street- Southeast Maint Dist,Operations,Signal Malfunction,"24,275.49",0.00,0.00
20-0661-001,12/23/2020,F,1/14/2021,Street- Central Maintenance Dist,Operations,Pot Hole,"6,958.00",0.00,0.00
20-0864-001,12/23/2020,F,5/25/2021,Street- North Maint Dist,Operations,Debris/Object in Road,"1,412.76",0.00,735.00
20-0652-001,12/24/2020,F,4/22/2021,Street- Central Maintenance Dist,Operations,Pot Hole,"5,471.94",0.00,"4,200.00"
20-0655-001,12/24/2020,F,3/2/2021,Pub Wks- Solid Waste Field Services Nort,Refuse/Garbage,Struck Fixed Object,"11,322.38",0.00,"10,228.37"
20-0716-001,12/24/2020,O,,Police- Central City Precinct 500,Law Enforcement,Failure/Negligent Investigation,"150,000.00",0.00,0.00
20-0729-001,12/24/2020,F,2/18/2021,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","8,000.00",0.00,0.00
20-1110-001,12/24/2020,O,,Police - Northern Precinct 200,Police Vehicle,Emergency Maneuver,"45,000.00",0.00,0.00
20-0636-001,12/25/2020,F,3/11/2021,Street- Southeast Maint Dist,Operations,Construction Area,854.90,0.00,0.00
20-0643-001,12/25/2020,O,,Water Distrib - Morten Yard,Operations,Water Main Break,"24,000.00",0.00,0.00
20-0643-002,12/25/2020,O,,Water Distrib - Morten Yard,Operations,Water Main Break,"24,000.00",0.00,0.00
20-0770-001,12/26/2020,F,4/23/2021,Pub Wks- Solid Waste Field Services West,Refuse/Garbage,Struck Fixed Object,"2,000.00",0.00,"2,000.00"
20-0649-001,12/28/2020,F,1/28/2021,Street- Southwest Maint Dist,Operations,Construction Area,413.88,0.00,0.00
20-0658-001,12/28/2020,F,3/4/2021,Pub Wks- Solid Waste Field Services West,Medium/Heavy,Falling Load/Rock,400.00,0.00,0.00
20-0667-001,12/28/2020,F,1/19/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,"1,333.79",0.00,0.00
20-0703-001,12/28/2020,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,,0.00,0.00
20-0703-002,12/28/2020,O,,Police- Cactus Park Precinct 900,Law Enforcement,Shooting,"7,500,000.00",0.00,0.00
20-0733-001,12/28/2020,F,2/22/2021,Aviation- Sky Harbor Airport/Terminals,Premises,Maint. Building/Premises,457.12,0.00,400.00
20-1170-001,12/28/2020,F,7/9/2021,Street- Southwest Maint Dist,Operations,Signal Malfunction,"50,000.00",0.00,0.00
20-1188-001,12/28/2020,F,7/1/2021,Transit- Phoenix Transit-Contract,Other Entity,Fall Inside Vehicle,"500,000.00",0.00,0.00
20-0694-001,12/29/2020,F,1/26/2021,Police-Tactcl/Air/SAU/Bomb/K-9/Dntown Op,Police Vehicle,Rear End,"1,876.53",0.00,"1,876.53"
20-0698-001,12/29/2020,F,1/21/2021,Pub Wks- Solid Waste Field Services Sout,Operations,Damage by Mobile Equipment,266.00,0.00,0.00
20-0659-001,12/30/2020,F,1/21/2021,Street- North Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way",200.00,0.00,0.00
20-0640-001,12/31/2020,F,3/26/2021,Pub Wks- Solid Waste Field Services East,Refuse/Garbage,Struck Fixed Object,"4,500.00",0.00,"2,885.20"
20-0641-001,12/31/2020,F,2/24/2021,Street- Southwest Maint Dist,Operations,Pot Hole,"1,875.85",0.00,"1,200.00"
20-0793-001,1/1/2021,F,3/2/2021,Street- Southwest Maint Dist,Operations,Pot Hole,300.16,0.00,300.16
20-0902-001,1/1/2021,F,3/24/2021,Non-City Claim,Non-City,Non-City Claim,250.00,0.00,0.00
20-1181-001,1/1/2021,O,,Street- Central Maintenance Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","300,000.00",0.00,0.00
20-0637-001,1/2/2021,F,2/1/2021,Street- North Maint Dist,Operations,Pot Hole,"2,124.00",0.00,"1,374.00"
20-0767-001,1/4/2021,F,5/18/2021,Parks- Northeast Division,Premises,Maint. Building/Premises,410.06,0.00,410.06
20-0875-001,1/4/2021,O,,Housing-Admin/Occupancy/Mgt Services,Employment,Sex Discrimination,,0.00,0.00
20-1151-001,1/4/2021,O,,Police- S. Mountain Precinct 400,Police Vehicle,Turning,"49,092.00",0.00,0.00
20-0635-001,1/5/2021,F,4/6/2021,Water Distrib - Reservoir Yard,Operations,Water Main Break,"5,000.00",0.00,"5,000.00"
20-0719-001,1/5/2021,O,,Planning Director's Office - Admin,Public Officials,Negligent Plan Approval,,0.00,0.00
20-0754-001,1/5/2021,F,3/15/2021,Water Distrib - Cave Creek Yard,Operations,Water Main Break,"1,850.00",0.00,"1,850.00"
20-0718-001,1/6/2021,O,,Water Distrib - Corona Yard,Operations,Water Main Break,,0.00,"7,194.60"
20-0718-002,1/6/2021,O,,Water Distrib - Corona Yard,Operations,Water Main Break,,0.00,0.00
20-0718-003,1/6/2021,F,3/2/2021,Water Distrib - Corona Yard,Operations,Water Main Break,"2,287.30",0.00,"1,500.00"
20-0722-001,1/6/2021,F,4/5/2021,Street- North Maint Dist,Light Truck,Failure to Yield,"4,740.89",0.00,"4,910.37"
20-0722-002,1/6/2021,F,4/15/2021,Street- North Maint Dist,Light Truck,Failure to Yield,559.77,0.00,559.77
20-9008-001,1/6/2021,O,,Parks- Admin/Dir/Mgt Svcs/Parks Devlpmt,Contract Dispute,Business/Development/Financial Contract,,0.00,0.00
21-0019-001,1/6/2021,O,,Street- Southwest Maint Dist,Operations,"Maint. of St., Sidewalks, Rights-of-way","1,407.48",0.00,0.00
