Date,Department,Product Name,Page Views,Adds to Cart,Purchases,Number of Products Purchased
2025-04-28,"Books","XL Magazine Subscription",5429,3305,1161,2322
2025-04-28,"Beauty","SmartChoice Cleanser",5748,4332,279,279
2025-04-28,"Sports & Fitness","Protein Shaker",7602,6773,661,1322
2025-04-28,"Sports & Fitness","Resistance Bands",1333,258,180,180
2025-04-28,"Books","Science Fiction",2552,2157,329,987
2025-04-28,"Beauty","Purple Cleanser",8966,4602,1034,2068
2025-04-28,"Books","Mystery Novel",9312,3700,3391,10173
2025-04-28,"Sports & Fitness","Foam Roller",1771,838,454,454
2025-04-28,"Sports & Fitness","Running Armband",9474,4080,1434,2868
2025-04-28,"Home & Garden","Cutting Board",9586,8295,2757,5514
2025-04-28,"Beauty","StyleHub Face Moisturizer",3116,2147,354,708
2025-04-28,"Beauty","Large Nail Polish",6704,5744,2088,6264
2025-04-28,"Books","Business Book",221,68,16,48
2025-04-28,"Electronics","XL HDMI Cable",969,494,53,159
2025-04-28,"Home & Garden","16oz Cutting Board",5483,1705,1023,3069
2025-04-28,"Books","ModernLiving Poetry Collection",1676,354,78,78
2025-04-28,"Sports & Fitness","PureNature Gym Bag",1604,328,292,876
2025-04-28,"Sports & Fitness","Tennis Racket",4323,2966,969,1938
2025-04-28,"Electronics","Power Bank",9499,3352,1011,3033
2025-04-28,"Beauty","ClassicWear Foundation",1979,1127,277,277
2025-04-28,"Clothing","Socks Pack",8752,3900,3684,11052
2025-04-28,"Sports & Fitness","Exercise Ball",1036,301,59,177
2025-04-28,"Sports & Fitness","Bicycle Helmet",5979,5578,1110,3330
2025-04-28,"Books","Textbook",7281,6184,810,810
2025-04-28,"Electronics","HDMI Cable",1317,652,59,118
2025-04-28,"Beauty","Gray Lipstick",7385,4200,2356,2356
2025-04-28,"Home & Garden","Pink Table Lamp",2545,1105,181,543
2025-04-28,"Clothing","Leather Belt",4144,3353,410,820
2025-04-28,"Home & Garden","Throw Pillow",5930,2613,594,1782
2025-04-28,"Toys","SmartChoice Educational Toy",6720,2693,406,406
2025-04-28,"Beauty","Orange Perfume",7454,5349,687,687
2025-04-28,"Toys","Action Figure",4031,3673,1825,3650
2025-04-28,"Food & Beverages","Nuts Mix",5054,4470,626,1878
2025-04-28,"Electronics","Brown Tablet",116,22,10,30
2025-04-28,"Sports & Fitness","PureNature Running Armband",4319,1345,662,1986
2025-04-28,"Electronics","ProMax Monitor",8805,5464,1109,1109
2025-04-28,"Books","Orange Travel Guide",9891,7583,1043,3129
2025-04-28,"Toys","Doll House",6849,1737,1076,1076
2025-04-28,"Beauty","Shampoo",8487,7892,407,407
2025-04-28,"Home & Garden","Photo Frame",5529,3371,893,2679
2025-04-28,"Electronics","Standard Laptop Stand",1991,1327,277,831
2025-04-28,"Sports & Fitness","Swimming Goggles",4482,3499,2402,2402
2025-04-28,"Electronics","PureNature USB-C Cable",2521,2218,728,728
2025-04-28,"Beauty","HomeBasics Mascara",3763,650,586,1758
2025-04-28,"Clothing","Red Socks Pack",9479,3992,2099,4198
2025-04-28,"Toys","Stuffed Animal",9813,1948,1937,1937
2025-04-28,"Food & Beverages","Green Tea",1225,692,434,434
2025-04-28,"Electronics","SmartChoice Bluetooth Speaker",8188,3123,539,1078
2025-04-28,"Books","Magazine Subscription",511,290,50,50
2025-04-28,"Home & Garden","Curtains",8730,6715,1264,1264
2025-04-28,"Electronics","Phone Case",1855,267,157,157
2025-04-28,"Electronics","Mouse",5121,4200,594,1188
2025-04-28,"Books","Graphic Novel",545,182,92,184
2025-04-28,"Food & Beverages","Olive Oil",3541,1435,377,754
2025-04-28,"Beauty","Black Face Mask",2423,656,247,247
2025-04-28,"Home & Garden","White Towel Set",7131,2862,1351,1351
2025-04-28,"Beauty","ProMax Eye Shadow Palette",2120,1178,1135,1135
2025-04-28,"Beauty","Face Mask",8651,3933,3764,3764
2025-04-28,"Food & Beverages","Trail Mix",8391,3855,970,970
2025-04-28,"Toys","Large Play-Doh Set",1698,703,367,367
2025-04-28,"Home & Garden","Towel Set",8488,4992,849,849
2025-04-28,"Toys","Board Game",7508,4691,446,892
2025-04-28,"Sports & Fitness","XL Foam Roller",6397,4050,320,960
2025-04-28,"Beauty","Perfume",2353,2100,235,235
2025-04-28,"Clothing","Large Running Shoes",1515,444,88,88
2025-04-28,"Toys","Green Art Supplies Kit",1943,789,141,141
2025-04-28,"Books","Self-Help Book",3477,2771,233,233
2025-04-28,"Beauty","StyleHub Face Mask",7208,948,948,1896
2025-04-28,"Electronics","SmartChoice Smart Watch",7748,6416,3181,9543
2025-04-28,"Toys","XL Science Kit",4007,3607,849,1698
2025-04-28,"Sports & Fitness","Standard Water Bottle",8434,6757,876,1752
2025-04-28,"Food & Beverages","Pasta Set",7981,7437,3799,11397
2025-04-28,"Beauty","Foundation",4634,620,279,558
2025-04-28,"Electronics","ModernLiving Laptop Stand",4498,2645,2102,6306
2025-04-28,"Books","Yellow Biography",3181,1113,208,624
2025-04-28,"Home & Garden","XL Utensil Set",1666,1359,485,485
2025-04-28,"Beauty","Lipstick",2536,2094,548,1096
2025-04-28,"Beauty","Nail Polish",3743,733,576,1728
2025-04-28,"Beauty","Cleanser",7875,4583,3404,3404
2025-04-28,"Home & Garden","Area Rug",2869,989,295,295
2025-04-28,"Clothing","StyleHub Baseball Cap",6133,4533,3079,9237
2025-04-28,"Toys","LEGO Set",8877,7628,1129,2258
2025-04-28,"Toys","White Card Game",4058,2765,2425,2425
2025-04-28,"Home & Garden","Mixing Bowls",3613,1814,185,185
2025-04-29,"Electronics","SmartChoice Smart Watch",5777,5089,872,1744
2025-04-29,"Beauty","Cleanser",2456,937,891,891
2025-04-29,"Toys","Stuffed Animal",6325,5979,484,968
2025-04-29,"Sports & Fitness","Bicycle Helmet",3775,1736,639,1917
2025-04-29,"Sports & Fitness","Yoga Mat",3674,995,639,1917
2025-04-29,"Books","Fantasy Series",7294,6687,3931,7862
2025-04-29,"Sports & Fitness","Running Armband",9661,2272,1460,1460
2025-04-29,"Books","ModernLiving Graphic Novel",558,432,88,176
2025-04-29,"Beauty","Purple Cleanser",9197,6378,3568,7136
2025-04-29,"Home & Garden","Photo Frame",8181,1483,825,2475
2025-04-29,"Clothing","Gloves",7170,3280,2707,5414
2025-04-29,"Electronics","Monitor",7118,3159,510,1530
2025-04-29,"Clothing","Scarf",2626,1042,810,1620
2025-04-29,"Beauty","SmartChoice Cleanser",6644,1781,878,2634
2025-04-29,"Books","ModernLiving Poetry Collection",6995,4795,498,1494
2025-04-29,"Electronics","USB-C Cable",6054,5702,2641,5282
2025-04-29,"Sports & Fitness","Protein Shaker",2829,1608,293,586
2025-04-29,"Sports & Fitness","White Yoga Mat",6767,4616,3069,3069
2025-04-29,"Books","Travel Guide",6857,4348,939,939
2025-04-29,"Books","Graphic Novel",494,190,170,340
2025-04-29,"Electronics","Pink Laptop Bag",1426,441,281,843
2025-04-29,"Electronics","ProMax Monitor",1534,1436,182,182
2025-04-29,"Sports & Fitness","Tennis Racket",1140,814,425,1275
2025-04-29,"Home & Garden","SmartChoice Cutting Board",3037,2626,128,384
2025-04-29,"Clothing","ClassicWear Backpack",4534,3971,2538,7614
2025-04-29,"Beauty","Gray Lipstick",6407,3869,2485,2485
2025-04-29,"Food & Beverages","Organic Coffee",4528,2804,292,292
2025-04-29,"Sports & Fitness","Jump Rope",3810,2766,558,1674
2025-04-29,"Home & Garden","Towel Set",9968,4531,1044,1044
2025-04-29,"Home & Garden","Curtains",8891,1434,807,1614
2025-04-29,"Sports & Fitness","PureNature Running Armband",5788,1786,534,534
2025-04-29,"Home & Garden","Candle Set",5106,1774,1636,1636
2025-04-29,"Home & Garden","Bed Sheets Set",5205,3563,380,380
2025-04-29,"Toys","Action Figure",9861,8720,1621,3242
2025-04-29,"Food & Beverages","Dark Chocolate",1052,674,68,68
2025-04-29,"Books","Orange Travel Guide",6987,3544,3013,9039
2025-04-29,"Sports & Fitness","Exercise Ball",1549,924,260,260
2025-04-29,"Clothing","Sneakers",8635,7184,1697,3394
2025-04-29,"Sports & Fitness","Water Bottle",405,111,20,20
2025-04-29,"Home & Garden","Kitchen Mat",4608,3795,2501,7503
2025-04-29,"Electronics","Mouse",7218,1332,780,780
2025-04-29,"Food & Beverages","FitLife Peanut Butter",8571,7383,432,432
2025-04-29,"Clothing","Running Shoes",1751,869,181,362
2025-04-29,"Food & Beverages","FitLife Dark Chocolate",8688,2636,787,2361
2025-04-29,"Home & Garden","Throw Pillow",4770,3634,1177,3531
2025-04-29,"Sports & Fitness","ClassicWear Swimming Goggles",6112,5180,3282,6564
2025-04-29,"Beauty","Large Nail Polish",6272,3109,2607,7821
2025-04-29,"Electronics","Tablet",2491,2213,1439,4317
2025-04-29,"Books","Yellow Biography",1607,1384,136,136
2025-04-29,"Electronics","PureNature USB-C Cable",8507,5021,2989,5978
2025-04-29,"Electronics","HDMI Cable",9033,5063,4174,12522
2025-04-29,"Sports & Fitness","Premium Resistance Bands",9924,7087,5693,11386
2025-04-29,"Toys","Science Kit",9337,8138,987,987
2025-04-29,"Books","XL Magazine Subscription",4243,2905,298,894
2025-04-29,"Books","Art Book",7983,1289,524,524
2025-04-29,"Clothing","Hoodie",5974,4396,579,579
2025-04-29,"Clothing","Cotton T-Shirt",5413,4078,3200,3200
2025-04-29,"Clothing","Orange Scarf",2362,1927,1163,3489
2025-04-29,"Electronics","Wireless Headphones",8491,7217,1276,1276
2025-04-29,"Books","Biography",1782,997,979,2937
2025-04-29,"Sports & Fitness","Gym Bag",9351,4308,1481,1481
2025-04-29,"Food & Beverages","Olive Oil",7289,4091,2016,4032
2025-04-29,"Sports & Fitness","XL Foam Roller",5948,5551,876,876
2025-04-29,"Home & Garden","Table Lamp",5549,4524,835,835
2025-04-29,"Home & Garden","Utensil Set",9584,4060,1869,1869
2025-04-29,"Toys","Small Action Figure",3304,1980,1863,1863
2025-04-29,"Electronics","XL HDMI Cable",7566,2292,304,912
2025-04-29,"Books","Self-Help Book",9632,1641,618,1236
2025-04-29,"Beauty","Orange Perfume",8382,2154,1254,2508
2025-04-29,"Books","ClassicWear Fantasy Series",206,178,13,26
2025-04-29,"Electronics","Brown Tablet",1547,1043,451,1353
2025-04-29,"Beauty","TechCore Body Lotion",5213,2035,994,2982
2025-04-29,"Electronics","SmartChoice Bluetooth Speaker",4147,457,393,786
2025-04-29,"Books","StyleHub Science Fiction",3428,2139,431,1293
2025-04-29,"Books","Cookbook",1661,1376,249,747
2025-04-29,"Sports & Fitness","Dumbbell Set",6913,3005,1096,1096
2025-04-29,"Electronics","Bluetooth Speaker",3912,2217,1417,2834
2025-04-29,"Clothing","Baseball Cap",8335,3605,1458,4374
2025-04-29,"Beauty","Lipstick",539,316,62,124
2025-04-29,"Clothing","Gray Gloves",8716,4189,1248,1248
2025-04-29,"Toys","PureNature Card Game",3208,1938,160,160
2025-04-29,"Home & Garden","Mixing Bowls",6811,3879,348,696
2025-04-29,"Home & Garden","PureNature Table Lamp",7819,4207,517,517
2025-04-29,"Toys","Play-Doh Set",2914,2304,244,732
2025-04-29,"Beauty","Body Lotion",1868,1536,791,2373
2025-04-29,"Books","Poetry Collection",5601,1237,1018,1018
2025-04-29,"Toys","Black LEGO Set",9921,9366,4004,12012
2025-04-29,"Food & Beverages","Medium Trail Mix",1593,1224,591,1182
2025-04-29,"Sports & Fitness","Foam Roller",804,444,97,97
2025-04-29,"Food & Beverages","Nuts Mix",1611,283,259,518
2025-04-30,"Beauty","Gray Eye Shadow Palette",9539,1791,1713,1713
2025-04-30,"Food & Beverages","Granola",7755,2186,1903,3806
2025-04-30,"Electronics","XL Mouse",2483,1977,306,918
2025-04-30,"Food & Beverages","Honey Jar",5675,785,659,659
2025-04-30,"Electronics","ModernLiving Laptop Stand",1070,387,152,304
2025-04-30,"Beauty","Serum",3227,1122,309,927
2025-04-30,"Beauty","Face Mask",8119,4491,1174,3522
2025-04-30,"Food & Beverages","32oz Olive Oil",2208,1095,137,411
2025-04-30,"Electronics","Bluetooth Speaker",1182,920,630,1890
2025-04-30,"Toys","Remote Control Car",1506,345,263,263
2025-04-30,"Clothing","Gloves",395,162,37,111
2025-04-30,"Toys","Deluxe Stuffed Animal",1530,1241,716,2148
2025-04-30,"Food & Beverages","Peanut Butter",4103,1262,325,975
2025-04-30,"Food & Beverages","Trail Mix",5440,3302,236,708
2025-04-30,"Clothing","Orange Scarf",2982,1931,579,1737
2025-04-30,"Beauty","Face Moisturizer",3734,3344,389,389
2025-04-30,"Food & Beverages","Cooking Sauce",8099,7225,3308,3308
2025-04-30,"Toys","ClassicWear Remote Control Car",7439,4309,2803,8409
2025-04-30,"Home & Garden","White Towel Set",6421,2667,831,1662
2025-04-30,"Toys","PureNature Card Game",9668,8054,4576,9152
2025-04-30,"Toys","Black Robot Toy",8450,6262,4999,14997
2025-04-30,"Clothing","Baseball Cap",3681,2877,412,824
2025-04-30,"Home & Garden","Utensil Set",1047,168,147,294
2025-04-30,"Electronics","SmartChoice Smart Watch",2722,2399,535,535
2025-04-30,"Clothing","StyleHub Baseball Cap",3127,579,541,1082
2025-04-30,"Beauty","StyleHub Face Moisturizer",1130,709,94,282
2025-04-30,"Home & Garden","Cutting Board",8007,2242,1205,1205
2025-04-30,"Electronics","SmartChoice Bluetooth Speaker",8649,6769,844,2532
2025-04-30,"Toys","White Card Game",6470,2842,939,939
2025-04-30,"Toys","Card Game",6570,4679,3371,3371
2025-04-30,"Clothing","Winter Jacket",9669,5382,1550,3100
2025-04-30,"Toys","XL Science Kit",10032,9450,998,998
2025-04-30,"Sports & Fitness","Running Armband",6182,2738,699,699
2025-04-30,"Toys","Board Game",5233,1497,595,595
2025-04-30,"Toys","Robot Toy",769,603,69,69
2025-04-30,"Sports & Fitness","Premium Resistance Bands",8246,6893,2513,2513
2025-04-30,"Food & Beverages","Protein Bars",8448,1481,652,652
2025-04-30,"Food & Beverages","Spice Collection",9450,6911,1147,1147
2025-04-30,"Clothing","Running Shoes",2679,2117,349,698
2025-04-30,"Food & Beverages","Olive Oil",484,169,51,102
2025-04-30,"Electronics","XL Smart Watch",4089,1697,964,2892
2025-04-30,"Beauty","Gray Lipstick",9947,5966,1956,1956
2025-04-30,"Beauty","SmartChoice Cleanser",9173,2455,1249,1249
2025-04-30,"Electronics","Power Bank",4882,1581,725,1450
2025-04-30,"Sports & Fitness","Gym Bag",5489,2829,241,241
2025-04-30,"Clothing","Sunglasses",5475,3970,827,827
2025-04-30,"Beauty","StyleHub Face Mask",3757,1802,579,1158
2025-04-30,"Books","Cookbook",7826,1952,1790,3580
2025-04-30,"Books","Graphic Novel",9911,2553,1345,2690
2025-04-30,"Sports & Fitness","Jump Rope",6905,4462,2822,2822
2025-04-30,"Electronics","Pink Webcam",9868,4880,3342,10026
2025-04-30,"Beauty","Nail Polish",568,411,313,626
2025-04-30,"Sports & Fitness","PureNature Gym Bag",7484,5468,1221,3663
2025-04-30,"Toys","Doll House",211,136,108,324
2025-04-30,"Food & Beverages","Green Tea",208,155,69,69
2025-04-30,"Books","Poetry Collection",2884,2189,159,159
2025-04-30,"Electronics","ProMax Monitor",3730,1699,896,896
2025-04-30,"Books","StyleHub Science Fiction",7400,6962,1073,1073
2025-04-30,"Sports & Fitness","Yoga Mat",5601,2190,1047,1047
2025-04-30,"Beauty","Black Face Mask",7956,1643,856,856
2025-04-30,"Sports & Fitness","Exercise Ball",5451,3807,1027,2054
2025-04-30,"Beauty","Purple Cleanser",5738,1440,639,639
2025-04-30,"Electronics","Laptop Bag",6835,5224,649,1947
2025-04-30,"Toys","SmartChoice Educational Toy",9330,7231,633,1266
2025-04-30,"Electronics","Webcam",4969,3947,1838,1838
2025-04-30,"Electronics","Phone Case",5638,5005,735,735
2025-04-30,"Home & Garden","Pink Area Rug",6679,3067,1203,2406
2025-04-30,"Toys","Art Supplies Kit",4816,2206,605,1815
2025-04-30,"Books","Fantasy Series",612,320,42,84
2025-04-30,"Books","Yellow Biography",7444,3248,524,1572
2025-04-30,"Beauty","Mascara",2542,2196,261,783
2025-04-30,"Books","Children Book",364,251,21,63
2025-04-30,"Sports & Fitness","Fitness Tracker",137,104,67,134
2025-04-30,"Books","ModernLiving Poetry Collection",7968,6016,852,2556
2025-04-30,"Toys","Black Puzzle Set",6792,951,495,495
2025-04-30,"Electronics","XL HDMI Cable",1669,682,178,534
2025-04-30,"Clothing","Large Running Shoes",1712,1190,80,160
2025-04-30,"Beauty","Lipstick",5312,2814,2531,2531
2025-04-30,"Toys","Building Blocks",6332,5656,590,1770
2025-04-30,"Food & Beverages","Pasta Set",8428,3805,1150,3450
2025-04-30,"Home & Garden","Throw Pillow",6278,4581,3091,3091
2025-04-30,"Clothing","Hoodie",1701,1431,200,600
2025-04-30,"Food & Beverages","Organic Coffee",1182,590,119,119
2025-04-30,"Home & Garden","Table Lamp",1171,1107,158,316
2025-04-30,"Beauty","Large Nail Polish",4652,4108,1824,1824
2025-04-30,"Food & Beverages","Red Dark Chocolate",168,115,65,65
2025-04-30,"Home & Garden","Storage Basket",7399,4778,3296,9888
2025-04-30,"Electronics","Screen Protector",3163,2124,1831,1831
2025-04-30,"Beauty","HomeBasics Mascara",2993,2374,472,1416
2025-04-30,"Sports & Fitness","ClassicWear Swimming Goggles",5126,3417,948,1896
2025-05-01,"Home & Garden","Coffee Maker",7854,2529,794,2382
2025-05-01,"Beauty","Deluxe Serum",9636,3048,673,2019
2025-05-01,"Electronics","Pink Webcam",9451,5087,1336,4008
2025-05-01,"Toys","Stuffed Animal",8193,1571,1042,1042
2025-05-01,"Toys","Board Game",915,423,388,1164
2025-05-01,"Food & Beverages","Peanut Butter",8691,6699,1571,3142
2025-05-01,"Toys","Remote Control Car",6532,5882,1285,3855
2025-05-01,"Toys","SmartChoice Educational Toy",4306,3992,773,1546
2025-05-01,"Toys","ClassicWear Remote Control Car",8417,5970,929,2787
2025-05-01,"Electronics","Power Bank",4278,522,225,225
2025-05-01,"Books","ProMax Mystery Novel",8788,6666,4807,4807
2025-05-01,"Toys","Doll House",7096,5971,3764,7528
2025-05-01,"Toys","ClassicWear Robot Toy",6733,4345,1483,2966
2025-05-01,"Electronics","HDMI Cable",8643,5285,901,2703
2025-05-01,"Sports & Fitness","Fitness Tracker",6114,2542,548,1096
2025-05-01,"Home & Garden","Kitchen Mat",9596,6363,1483,2966
2025-05-01,"Electronics","Laptop Stand",8528,5938,588,588
2025-05-01,"Clothing","Scarf",7886,4454,649,1947
2025-05-01,"Home & Garden","FitLife Wall Art",9452,2304,1727,5181
2025-05-01,"Beauty","Gray Lipstick",3140,993,241,241
2025-05-01,"Clothing","Yoga Pants",9125,2344,553,1659
2025-05-01,"Clothing","16oz Backpack",931,727,182,546
2025-05-01,"Beauty","StyleHub Face Mask",4225,2058,721,1442
2025-05-01,"Sports & Fitness","Yoga Mat",8084,4531,1491,2982
2025-05-01,"Clothing","Red Socks Pack",5935,4298,2088,4176
2025-05-01,"Electronics","Keyboard",5445,3754,390,1170
2025-05-01,"Sports & Fitness","Exercise Ball",2986,476,368,736
2025-05-01,"Electronics","XL HDMI Cable",4206,3162,1025,3075
2025-05-01,"Beauty","Lipstick",7105,5358,977,977
2025-05-01,"Beauty","Hair Dryer",3933,2581,433,433
2025-05-01,"Beauty","Black Face Mask",8319,6159,1235,3705
2025-05-01,"Home & Garden","Candle Set",5374,3718,860,860
2025-05-01,"Home & Garden","Wall Art",4858,3501,255,510
2025-05-01,"Books","Science Fiction",5361,3975,2807,8421
2025-05-01,"Beauty","Shampoo",4242,3202,310,310
2025-05-01,"Electronics","Pink Laptop Bag",5146,3411,633,1266
2025-05-01,"Toys","Play-Doh Set",3856,874,402,1206
2025-05-01,"Clothing","Baseball Cap",5595,3428,627,627
2025-05-01,"Beauty","SmartChoice Cleanser",1397,999,825,825
2025-05-01,"Books","Navy Business Book",8544,2103,1210,2420
2025-05-01,"Clothing","Backpack",6723,988,722,722
2025-05-01,"Home & Garden","Photo Frame",4388,3255,2301,6903
2025-05-01,"Toys","PureNature Card Game",711,662,133,266
2025-05-01,"Food & Beverages","FitLife Protein Bars",3253,2044,580,1740
2025-05-01,"Home & Garden","Utensil Set",2793,2436,225,675
2025-05-01,"Food & Beverages","FitLife Dark Chocolate",2811,2071,438,1314
2025-05-01,"Sports & Fitness","Standard Water Bottle",1316,1001,262,524
2025-05-01,"Books","ClassicWear Fantasy Series",6203,3178,3157,6314
2025-05-01,"Electronics","Tablet",1911,542,321,963
2025-05-01,"Food & Beverages","Spice Collection",8251,4664,755,1510
2025-05-01,"Home & Garden","Towel Set",8928,2044,1020,3060
2025-05-01,"Electronics","XL Mouse",2400,2120,1032,1032
2025-05-01,"Books","Biography",1056,447,51,153
2025-05-01,"Clothing","Hoodie",1905,1054,974,2922
2025-05-01,"Sports & Fitness","Protein Shaker",1793,879,134,268
2025-05-01,"Beauty","Purple Cleanser",8887,6228,954,2862
2025-05-01,"Beauty","Face Mask",1251,1074,123,123
2025-05-01,"Food & Beverages","Red Dark Chocolate",8887,5801,1604,3208
2025-05-01,"Beauty","Foundation",3055,2436,1319,1319
2025-05-01,"Electronics","ModernLiving Laptop Stand",5994,968,502,502
2025-05-01,"Home & Garden","Mixing Bowls",3223,1910,560,1680
2025-05-01,"Beauty","Face Moisturizer",3870,2332,474,1422
2025-05-01,"Beauty","Makeup Brush Set",7066,5449,3418,10254
2025-05-01,"Beauty","Nail Polish",2932,1744,803,2409
2025-05-01,"Toys","Card Game",4279,2605,221,442
2025-05-01,"Electronics","ProMax Monitor",3119,2703,171,513
2025-05-01,"Toys","Deluxe Stuffed Animal",7881,3852,432,864
2025-05-01,"Food & Beverages","Green Tea",2127,791,168,168
2025-05-01,"Food & Beverages","Dark Chocolate",3603,962,456,1368
2025-05-01,"Books","Mystery Novel",4743,2462,226,452
2025-05-01,"Home & Garden","SmartChoice Cutting Board",8185,2845,359,359
2025-05-01,"Toys","XL Science Kit",6081,2811,1026,3078
2025-05-01,"Books","Yellow Biography",1870,1585,295,590
2025-05-01,"Food & Beverages","Trail Mix",2294,1119,401,802
2025-05-01,"Home & Garden","PureNature Table Lamp",3298,2946,1831,3662
2025-05-01,"Beauty","Eye Shadow Palette",9945,754,690,690
2025-05-01,"Food & Beverages","FitLife Peanut Butter",9674,1949,936,1872
2025-05-01,"Toys","HomeBasics Science Kit",2864,2036,515,1030
2025-05-01,"Books","Art Book",776,718,428,856
2025-05-01,"Food & Beverages","Energy Drinks Pack",480,119,93,93
2025-05-01,"Books","Business Book",6393,5561,266,266
2025-05-01,"Home & Garden","Small Storage Basket",4215,2017,293,293
2025-05-01,"Toys","Science Kit",9863,5278,1222,3666
2025-05-01,"Electronics","USB-C Cable",1752,1034,909,909
2025-05-01,"Books","Fantasy Series",582,268,195,390
2025-05-01,"Toys","Musical Instrument",9336,8811,1014,2028
2025-05-01,"Electronics","StyleHub Laptop Bag",2554,1328,765,2295
2025-05-01,"Food & Beverages","Pasta Set",4052,1332,365,1095
2025-05-01,"Toys","White Card Game",8481,6961,4383,13149
2025-05-01,"Clothing","Running Shoes",3809,909,305,915
2025-05-02,"Beauty","Nail Polish",562,278,82,164
2025-05-02,"Electronics","Laptop Bag",1991,1754,140,420
2025-05-02,"Home & Garden","Kitchen Mat",9539,8265,1203,1203
2025-05-02,"Sports & Fitness","White Yoga Mat",1272,849,110,330
2025-05-02,"Clothing","Running Shoes",4074,3620,222,444
2025-05-02,"Beauty","Orange Perfume",2670,1950,682,1364
2025-05-02,"Home & Garden","PureNature Table Lamp",9722,1707,1548,3096
2025-05-02,"Electronics","Screen Protector",7653,7166,319,319
2025-05-02,"Home & Garden","SmartChoice Cutting Board",879,816,127,127
2025-05-02,"Books","Biography",3827,578,578,1156
2025-05-02,"Electronics","HDMI Cable",4032,604,518,518
2025-05-02,"Clothing","Large Running Shoes",8126,3548,351,351
2025-05-02,"Books","Science Fiction",4615,1991,452,904
2025-05-02,"Home & Garden","Utensil Set",9254,8374,1514,3028
2025-05-02,"Clothing","Sneakers",8623,6224,1146,3438
2025-05-02,"Electronics","Pink Webcam",3202,2787,1253,3759
2025-05-02,"Beauty","StyleHub Face Mask",9167,5789,773,1546
2025-05-02,"Food & Beverages","Pasta Set",6970,5668,546,1638
2025-05-02,"Home & Garden","White Towel Set",4878,1382,269,538
2025-05-02,"Beauty","Conditioner",6504,4763,449,898
2025-05-02,"Sports & Fitness","Dumbbell Set",5145,4169,432,1296
2025-05-02,"Toys","PureNature Card Game",6656,4052,434,434
2025-05-02,"Food & Beverages","Dark Chocolate",6691,2174,284,852
2025-05-02,"Electronics","Mouse",9723,3961,791,1582
2025-05-02,"Books","ClassicWear Fantasy Series",8392,5745,1377,1377
2025-05-02,"Clothing","Socks Pack",9579,7735,1680,1680
2025-05-02,"Electronics","SmartChoice Smart Watch",7644,1146,1104,3312
2025-05-02,"Toys","Deluxe Stuffed Animal",9051,8001,4563,4563
2025-05-02,"Electronics","ProMax Monitor",4406,1896,667,2001
2025-05-02,"Toys","Board Game",6771,4819,410,410
2025-05-02,"Toys","Green Art Supplies Kit",2454,1337,164,328
2025-05-02,"Food & Beverages","Honey Jar",9977,9019,5731,17193
2025-05-02,"Sports & Fitness","Water Bottle",3411,2669,1073,3219
2025-05-02,"Electronics","PureNature USB-C Cable",9395,7076,1033,3099
2025-05-02,"Toys","Educational Toy",7045,3725,1093,3279
2025-05-02,"Home & Garden","Cutting Board",2325,1698,346,346
2025-05-02,"Beauty","Lipstick",9417,5350,5117,5117
2025-05-02,"Beauty","Face Mask",6637,5242,850,1700
2025-05-02,"Beauty","Large Nail Polish",7695,6518,843,2529
2025-05-02,"Toys","XL Science Kit",8599,6610,4870,9740
2025-05-02,"Clothing","Gloves",4788,3300,451,902
2025-05-02,"Toys","Action Figure",7328,1689,715,715
2025-05-02,"Sports & Fitness","Resistance Bands",3330,2417,412,412
2025-05-02,"Food & Beverages","32oz Olive Oil",2976,1316,742,2226
2025-05-02,"Books","Yellow Biography",905,843,272,272
2025-05-02,"Books","Poetry Collection",3909,2062,286,572
2025-05-02,"Home & Garden","Wall Art",1181,347,122,244
2025-05-02,"Food & Beverages","FitLife Peanut Butter",6304,3937,1574,3148
2025-05-02,"Electronics","Tablet",4719,1899,471,1413
2025-05-02,"Toys","Remote Control Car",6784,4470,1032,2064
2025-05-02,"Beauty","Serum",7361,5239,1075,3225
2025-05-02,"Beauty","ProMax Eye Shadow Palette",9840,5002,4116,4116
2025-05-02,"Books","Fantasy Series",7957,3746,1427,2854
2025-05-02,"Home & Garden","Towel Set",9121,5183,2695,5390
2025-05-02,"Home & Garden","Mixing Bowls",2645,1515,1456,4368
2025-05-02,"Beauty","Perfume",8968,4596,4079,8158
2025-05-02,"Electronics","Standard Laptop Stand",5157,2515,2314,6942
2025-05-02,"Food & Beverages","FitLife Protein Bars",3874,1508,702,702
2025-05-02,"Home & Garden","Coffee Maker",2309,901,494,988
2025-05-02,"Sports & Fitness","Exercise Ball",5337,3085,2418,7254
2025-05-02,"Electronics","Webcam",5720,1847,489,1467
2025-05-02,"Books","Magazine Subscription",1135,769,47,141
2025-05-02,"Books","HomeBasics Magazine Subscription",3611,3198,546,1092
2025-05-02,"Electronics","Monitor",9474,7246,2290,4580
2025-05-02,"Clothing","Backpack",8035,2758,393,1179
2025-05-02,"Toys","Black Puzzle Set",1244,932,139,139
2025-05-02,"Toys","Card Game",6131,2641,2401,7203
2025-05-02,"Sports & Fitness","Standard Water Bottle",1331,1232,229,458
2025-05-02,"Sports & Fitness","PureNature Gym Bag",4837,3568,687,687
2025-05-02,"Electronics","TechCore Screen Protector",7298,2537,523,523
2025-05-02,"Toys","Building Blocks",5078,3823,1790,3580
2025-05-02,"Books","Orange Travel Guide",451,151,51,51
