index,collision id,borough,contributing factor vehicle 1,crash date,crash time,location,vehicle type code 1,vehicle type code 2,number of motorist injured,number of persons killed,zip code,contributing factor vehicle 2,contributing factor vehicle 4,cross street name,vehicle type code 3
321,QUEENS,View Obstructed/Limited,11/3/2024,1899-12-30 16:10:00,"(40.74712, -73.94238)",Sedan,,2,0,11101,,,44 DR,,
322,QUEENS,Unspecified,10/30/2024,1899-12-30 17:25:00,"(0.0, 0.0)",Station Wagon/Sport Utility Vehicle,,0,0,11433,,,,,
323,BRONX,Unspecified,10/30/2024,1899-12-30 17:07:00,"(40.823578, -73.89203)",Sedan,,0,0,10459,,,,,
324,BROOKLYN,Unspecified,10/29/2024,1899-12-30 12:49:00,"(40.65491, -73.87288)",Sedan,,0,0,11239,,,SCHROEDERS AVE,,
325,BRONX,Unspecified,10/28/2024,1899-12-30 15:03:00,"(40.86544, -73.85578)",Pick-up Truck,,0,0,10469,,,LACONIA AVE,,
326,,Unspecified,10/28/2024,1899-12-30 18:35:00,"(40.76747, -73.75961)",Sedan,Sedan,1,0,,Unspecified,,,,
327,QUEENS,Unspecified,10/25/2024,1899-12-30 08:30:00,"(40.714222, -73.80123)",Pick-up Truck,,0,0,11432,,,165 STREET,,
328,,Failure to Yield Right-of-Way,10/24/2024,1899-12-30 17:20:00,"(40.678947, -73.865166)",,,0,0,,,,LIBERTY AVENUE,,
329,,Unspecified,10/24/2024,1899-12-30 06:15:00,"(40.6606, -74.001274)",Tractor Truck Diesel,Sedan,0,0,,Unspecified,,,,
330,,Driver Inattention/Distraction,10/23/2024,1899-12-30 23:40:00,,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,1,0,,Driver Inattention/Distraction,,,,
331,,Failure to Yield Right-of-Way,10/22/2024,1899-12-30 12:25:00,,Sedan,,0,0,,,,HARDING EXPRESSWAY,,
332,,Unspecified,10/21/2024,1899-12-30 18:32:00,"(40.75348, -73.97879)",Sedan,,0,0,,Unspecified,,,,
333,MANHATTAN,Unspecified,10/12/2024,1899-12-30 16:06:00,"(40.798622, -73.94163)",Sedan,Sedan,0,0,10029,Unspecified,,EAST 116 STREET,,
334,,Driver Inattention/Distraction,10/11/2024,1899-12-30 19:54:00,"(40.684, -73.95031)",Sedan,Sedan,0,0,,Unspecified,,,,
335,,Unspecified,10/9/2024,1899-12-30 15:30:00,,Bike,Sedan,0,0,,Unspecified,,,,
336,,Passing or Lane Usage Improper,10/9/2024,1899-12-30 11:40:00,,Sedan,Station Wagon/Sport Utility Vehicle,0,0,,Following Too Closely,,,,
337,,Unspecified,10/9/2024,1899-12-30 09:58:00,"(40.73937, -73.79189)",Sedan,Taxi,0,0,,Unspecified,,,,
338,STATEN ISLAND,Failure to Yield Right-of-Way,10/8/2024,1899-12-30 18:40:00,,Sedan,,0,0,10309,,,,,
339,,Passing or Lane Usage Improper,10/7/2024,1899-12-30 19:30:00,"(40.68668, -73.95958)",Sedan,,0,0,,Unspecified,,,,
340,,Unsafe Speed,10/7/2024,1899-12-30 17:10:00,"(40.703724, -73.95979)",Sedan,Van,1,0,,Unspecified,,,,
341,MANHATTAN,Driver Inattention/Distraction,10/7/2024,1899-12-30 14:30:00,,Station Wagon/Sport Utility Vehicle,,0,0,10011,,,WEST 4 STREET,,
342,,Unspecified,10/7/2024,1899-12-30 08:18:00,"(40.716034, -73.80416)",PAS,Sedan,0,0,,Unspecified,,,,
343,,Following Too Closely,10/6/2024,1899-12-30 11:20:00,,Sedan,Sedan,1,0,,Following Too Closely,,,Sedan,
344,,Traffic Control Disregarded,10/6/2024,1899-12-30 01:51:00,"(40.583057, -73.973114)",Tractor Truck Diesel,,0,0,,,,,,
345,,Failure to Yield Right-of-Way,10/6/2024,1899-12-30 13:05:00,,Station Wagon/Sport Utility Vehicle,Sedan,1,0,,Unspecified,,,,
346,,Unspecified,10/6/2024,1899-12-30 13:30:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,,Unspecified,,,,
347,,Unsafe Speed,10/6/2024,1899-12-30 00:57:00,,Sedan,Bike,0,0,,Unspecified,,,,
348,,Other Vehicular,10/6/2024,1899-12-30 10:47:00,,Sedan,,1,0,,Unspecified,,BORO LINE,,
349,,Unspecified,10/5/2024,1899-12-30 12:40:00,"(40.64254, -73.87652)",Bike,E-Bike,0,0,,Unspecified,,,,
350,,Driver Inattention/Distraction,10/5/2024,1899-12-30 13:43:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
351,,Failure to Yield Right-of-Way,10/5/2024,1899-12-30 10:56:00,,Sedan,Sedan,1,0,,Failure to Yield Right-of-Way,,,,
352,QUEENS,Unspecified,10/5/2024,1899-12-30 23:20:00,"(40.75548, -73.92846)",,,0,0,11106,,,,,
353,,Unspecified,10/5/2024,1899-12-30 14:45:00,,Sedan,Sedan,1,0,,Unspecified,,,,
354,,Driver Inattention/Distraction,10/4/2024,1899-12-30 06:05:00,,Sedan,,0,0,,,,,,
355,,Driver Inattention/Distraction,10/4/2024,1899-12-30 23:49:00,"(40.66535, -73.81695)",Sedan,Sedan,2,0,,Driver Inattention/Distraction,,,,
356,,Driver Inattention/Distraction,10/4/2024,1899-12-30 21:36:00,,PK,Bike,0,0,,Unspecified,,,,
357,,Passing or Lane Usage Improper,10/3/2024,1899-12-30 12:00:00,,Station Wagon/Sport Utility Vehicle,Box Truck,1,0,,Backing Unsafely,,,,
358,,Driver Inexperience,10/3/2024,1899-12-30 14:15:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
359,,Unsafe Lane Changing,10/3/2024,1899-12-30 15:36:00,,Sedan,Sedan,0,0,,Unspecified,,,Sedan,
360,,Unspecified,10/3/2024,1899-12-30 02:08:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
361,,Following Too Closely,10/3/2024,1899-12-30 08:18:00,,Sedan,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
362,,Unspecified,10/3/2024,1899-12-30 05:30:00,,,,0,0,,,,HYLAN BOULEVARD,,
363,,Other Vehicular,10/3/2024,1899-12-30 17:56:00,,Station Wagon/Sport Utility Vehicle,Moped,0,0,,Aggressive Driving/Road Rage,,,,
364,BRONX,Driver Inexperience,10/2/2024,1899-12-30 05:55:00,,Sedan,Station Wagon/Sport Utility Vehicle,0,0,10451,Unspecified,,EAST 138 STREET,,
365,,Driver Inattention/Distraction,10/2/2024,1899-12-30 11:30:00,,Sedan,,0,0,,Unspecified,,,,
366,QUEENS,Passing or Lane Usage Improper,10/2/2024,1899-12-30 10:20:00,,Pick-up Truck,,1,0,11434,,,150 street,,
367,,Driver Inattention/Distraction,10/2/2024,1899-12-30 14:02:00,,Sedan,,0,0,,,,,,
368,,Unspecified,10/2/2024,1899-12-30 17:43:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,BOSTON ROAD,,
369,,Failure to Yield Right-of-Way,10/1/2024,1899-12-30 16:38:00,,Bus,,0,0,,,,,,
370,BRONX,View Obstructed/Limited,10/1/2024,1899-12-30 14:07:00,,Bus,Sedan,2,0,10456,View Obstructed/Limited,,EAST 163 STREET,,
371,,Passing Too Closely,10/1/2024,1899-12-30 08:20:00,,Station Wagon/Sport Utility Vehicle,Box Truck,0,0,,Unspecified,,,,
372,,Unspecified,10/1/2024,1899-12-30 15:33:00,,Sedan,E-Bike,0,0,,Unspecified,,,,
373,,Unspecified,10/1/2024,1899-12-30 06:35:00,"(40.716824, -73.82019)",Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
374,,Unspecified,10/1/2024,1899-12-30 17:50:00,,Sedan,Bus,0,0,,Unspecified,,,,
375,,Failure to Yield Right-of-Way,10/1/2024,1899-12-30 07:00:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
376,,Driver Inattention/Distraction,10/1/2024,1899-12-30 08:03:00,,Station Wagon/Sport Utility Vehicle,E-Bike,0,0,,Unspecified,,,,
377,,Driver Inattention/Distraction,10/1/2024,1899-12-30 10:05:00,,Station Wagon/Sport Utility Vehicle,Bike,0,0,,Unspecified,,,,
378,,Reaction to Uninvolved Vehicle,10/1/2024,1899-12-30 11:49:00,"(40.736145, -73.92651)",Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
379,BROOKLYN,Animals Action,10/1/2024,1899-12-30 16:00:00,,Sedan,,0,0,11238,,,WASHINGTON AVENUE,,
380,,Unspecified,10/1/2024,1899-12-30 11:00:00,"(40.761005, -73.77828)",Tractor Truck Gasoline,Sedan,0,0,,Unspecified,,,,
381,,Traffic Control Disregarded,9/30/2024,1899-12-30 17:14:00,,Station Wagon/Sport Utility Vehicle,Bike,0,0,,Unspecified,,,,
382,,Unspecified,9/30/2024,1899-12-30 12:30:00,,Station Wagon/Sport Utility Vehicle,Dump,0,0,,Unspecified,,,,
383,,Unsafe Lane Changing,9/30/2024,1899-12-30 08:00:00,"(40.753407, -73.852356)",Convertible,Convertible,1,0,,Unspecified,,,,
384,,Passing Too Closely,9/30/2024,1899-12-30 10:06:00,,Sedan,Sedan,0,0,,Unspecified,,CLEARVIEW EXPRESSWAY,,
385,,Driver Inattention/Distraction,9/30/2024,1899-12-30 12:40:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
386,,Failure to Yield Right-of-Way,9/30/2024,1899-12-30 17:45:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
387,,Following Too Closely,9/30/2024,1899-12-30 11:30:00,"(40.753407, -73.852356)",Station Wagon/Sport Utility Vehicle,Dump,0,0,,Unspecified,,,,
388,,Following Too Closely,9/30/2024,1899-12-30 09:48:00,"(40.7549, -73.74548)",Sedan,Sedan,0,0,,Unspecified,,,,
389,,Tire Failure/Inadequate,9/30/2024,1899-12-30 19:39:00,,mot,,2,0,,,,,,
390,,Turning Improperly,9/30/2024,1899-12-30 14:45:00,,Motorcycle,Sedan,1,0,,Unspecified,,BROOKVILLE BOULEVARD,,
391,,Failure to Keep Right,9/30/2024,1899-12-30 14:10:00,,E-Scooter,Station Wagon/Sport Utility Vehicle,0,0,,Driver Inattention/Distraction,,,,
392,,Unspecified,9/30/2024,1899-12-30 20:59:00,,Station Wagon/Sport Utility Vehicle,Sedan,3,0,,Unspecified,,KNAPP STREET,,
393,,Passing Too Closely,9/30/2024,1899-12-30 08:00:00,,Sedan,,0,0,,Unspecified,,,,
394,,Unspecified,9/30/2024,1899-12-30 06:41:00,,E-Bike,Sedan,1,0,,Unspecified,,,,
395,,Accelerator Defective,9/30/2024,1899-12-30 06:30:00,"(40.819637, -73.93432)",Sedan,Sedan,3,0,,Other Vehicular,,,,
396,,Other Vehicular,9/30/2024,1899-12-30 09:30:00,"(40.66735, -73.76994)",Station Wagon/Sport Utility Vehicle,,2,0,,Other Vehicular,,,,
397,,Unspecified,9/30/2024,1899-12-30 12:30:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
398,,Unspecified,9/30/2024,1899-12-30 16:57:00,"(40.836098, -73.934875)",Sedan,Bus,0,0,,Unspecified,,,,
399,,Pavement Slippery,9/29/2024,1899-12-30 07:24:00,"(40.61047, -74.11837)",Sedan,,0,0,,,,,,
400,,Failure to Yield Right-of-Way,9/29/2024,1899-12-30 20:12:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
401,,Driver Inattention/Distraction,9/29/2024,1899-12-30 01:07:00,"(40.72545, -73.837776)",Sedan,,0,0,,Unspecified,,,,
402,,Passing Too Closely,9/29/2024,1899-12-30 16:40:00,,Box Truck,Sedan,0,0,,Unspecified,,,,
403,,Backing Unsafely,9/29/2024,1899-12-30 20:07:00,,Sedan,,0,0,,Unspecified,,,,
404,,Failure to Yield Right-of-Way,9/29/2024,1899-12-30 00:30:00,,Sedan,Station Wagon/Sport Utility Vehicle,2,0,,Unspecified,,,,
405,,Pavement Slippery,9/29/2024,1899-12-30 10:30:00,,Taxi,Station Wagon/Sport Utility Vehicle,2,0,,Unspecified,,,Station Wagon/Sport Utility Vehicle,
406,,Driver Inattention/Distraction,9/29/2024,1899-12-30 14:20:00,,Sedan,,0,0,,Unspecified,,,,
407,,Unsafe Speed,9/29/2024,1899-12-30 05:28:00,,Station Wagon/Sport Utility Vehicle,,2,0,,,,,,
408,,Pavement Slippery,9/29/2024,1899-12-30 09:30:00,"(40.714104, -73.95322)",Convertible,,0,0,,,,,,
409,,Driver Inattention/Distraction,9/29/2024,1899-12-30 08:00:00,"(40.739933, -73.84579)",Sedan,Sedan,1,0,,Unspecified,,,,
410,,Driver Inattention/Distraction,9/29/2024,1899-12-30 19:55:00,"(40.668625, -73.738235)",Sedan,,1,0,,Unspecified,,,,
411,,Aggressive Driving/Road Rage,9/29/2024,1899-12-30 23:10:00,"(40.737278, -73.85246)",Sedan,Sedan,0,0,,Unspecified,,,,
412,,Unspecified,9/28/2024,1899-12-30 11:43:00,,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,4,0,,Unspecified,,LONG ISLAND EXPRESSWAY,,
413,,Unspecified,9/28/2024,1899-12-30 21:58:00,"(40.584366, -73.9271)",Sedan,,0,0,,,,,,
414,,,9/28/2024,1899-12-30 19:00:00,,,,0,0,,,,,,
415,,Unsafe Lane Changing,9/28/2024,1899-12-30 19:13:00,,Bus,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,,
416,,Unsafe Lane Changing,9/28/2024,1899-12-30 19:08:00,"(40.672886, -73.99922)",Sedan,Bulk Agriculture,0,0,,Unspecified,,,,
417,,Failure to Yield Right-of-Way,9/28/2024,1899-12-30 17:20:00,,Station Wagon/Sport Utility Vehicle,Moped,1,0,,Driver Inexperience,,,,
418,,Unspecified,9/27/2024,1899-12-30 19:00:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
419,,Driver Inattention/Distraction,9/27/2024,1899-12-30 14:00:00,,Station Wagon/Sport Utility Vehicle,Moped,1,0,,Unspecified,,,,
420,,Reaction to Uninvolved Vehicle,9/27/2024,1899-12-30 12:42:00,"(40.651863, -73.86536)",Sedan,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,,
421,,Unspecified,9/27/2024,1899-12-30 22:29:00,,Box Truck,Sedan,0,0,,Unspecified,,,,
422,,Pavement Slippery,9/27/2024,1899-12-30 04:30:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
423,,Unsafe Speed,9/27/2024,1899-12-30 01:30:00,"(40.651974, -73.86542)",Sedan,Sedan,1,0,,Unspecified,Unspecified,,Sedan,
424,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,9/27/2024,1899-12-30 23:49:00,,Sedan,,0,0,,,,,,
425,,Driver Inattention/Distraction,9/27/2024,1899-12-30 17:50:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
426,,Unsafe Speed,9/27/2024,1899-12-30 00:19:00,"(40.856537, -73.87257)",Sedan,Sedan,2,0,,Unspecified,,,Sedan,
427,,Unsafe Speed,9/27/2024,1899-12-30 19:00:00,,Carry All,Sedan,1,0,,Unspecified,,,,
428,,Fell Asleep,9/27/2024,1899-12-30 23:22:00,,Sedan,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
429,,Driver Inattention/Distraction,9/27/2024,1899-12-30 00:26:00,"(40.65723, -74.00478)",Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
430,,Driver Inattention/Distraction,9/27/2024,1899-12-30 17:10:00,,Sedan,Pick-up Truck,0,0,,Unspecified,,,,
431,,Driver Inattention/Distraction,9/27/2024,1899-12-30 23:45:00,"(40.672886, -73.99922)",Sedan,,0,0,,Unspecified,,,,
432,,Passing or Lane Usage Improper,9/27/2024,1899-12-30 23:05:00,,Sedan,Sedan,0,0,,Unspecified,,,,
433,,Unspecified,9/26/2024,1899-12-30 08:30:00,,Taxi,Sedan,2,0,,Unspecified,,NORTHERN BOULEVARD,,
434,,Unspecified,9/26/2024,1899-12-30 19:57:00,,Sedan,,0,0,,,,,,
435,,Traffic Control Disregarded,9/26/2024,1899-12-30 21:50:00,,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,PK,
436,,Alcohol Involvement,9/26/2024,1899-12-30 22:30:00,,Station Wagon/Sport Utility Vehicle,Bike,0,0,,Unspecified,,,,
437,,View Obstructed/Limited,9/26/2024,1899-12-30 14:25:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
438,,Following Too Closely,9/26/2024,1899-12-30 05:25:00,,Sedan,Sedan,1,0,,Unspecified,Unspecified,,Sedan,
439,,Unspecified,9/26/2024,1899-12-30 09:12:00,,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,0,0,,Unspecified,,OCEAN PARKWAY,,
440,,Failure to Yield Right-of-Way,9/26/2024,1899-12-30 23:10:00,,Station Wagon/Sport Utility Vehicle,E-Bike,0,0,,Unspecified,,,,
441,,Failure to Yield Right-of-Way,9/26/2024,1899-12-30 17:00:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
442,,Passing or Lane Usage Improper,9/26/2024,1899-12-30 22:15:00,,Sedan,,0,0,,Driver Inattention/Distraction,,,,
443,,Unspecified,9/26/2024,1899-12-30 08:10:00,,Sedan,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,Station Wagon/Sport Utility Vehicle,
444,,Driver Inattention/Distraction,9/26/2024,1899-12-30 20:15:00,"(40.722095, -73.77772)",Sedan,Sedan,1,0,,Unspecified,,,Station Wagon/Sport Utility Vehicle,
445,,Traffic Control Disregarded,9/26/2024,1899-12-30 18:30:00,,Motorscooter,Motorscooter,2,0,,Unspecified,,,,
446,,Alcohol Involvement,9/26/2024,1899-12-30 05:30:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
447,,Passing or Lane Usage Improper,9/26/2024,1899-12-30 15:00:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,,Unspecified,,VANWYCK EXPRESSWAY,Station Wagon/Sport Utility Vehicle,
448,,Unsafe Speed,9/26/2024,1899-12-30 08:00:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
449,,Following Too Closely,9/26/2024,1899-12-30 16:17:00,,Sedan,Sedan,0,0,,Unspecified,,,Sedan,
450,,Passing or Lane Usage Improper,9/25/2024,1899-12-30 01:30:00,"(40.69513, -73.81231)",Taxi,Tractor Truck Diesel,0,0,,Unspecified,,,,
451,,Unspecified,9/25/2024,1899-12-30 04:40:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,168 STREET,,
452,,Driver Inattention/Distraction,9/25/2024,1899-12-30 07:48:00,,Sedan,Sedan,1,0,,Unspecified,,,,
453,,Unspecified,9/25/2024,1899-12-30 00:35:00,,Station Wagon/Sport Utility Vehicle,,3,0,,,,ASTORIA BOULEVARD,,
454,,Unsafe Lane Changing,9/25/2024,1899-12-30 18:01:00,,Sedan,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,,
455,,Unspecified,9/25/2024,1899-12-30 11:27:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,,Unspecified,,,,
456,,Passing or Lane Usage Improper,9/25/2024,1899-12-30 18:00:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
457,,Driver Inattention/Distraction,9/25/2024,1899-12-30 07:40:00,,Sedan,Station Wagon/Sport Utility Vehicle,1,0,,Other Vehicular,Other Vehicular,,Station Wagon/Sport Utility Vehicle,
458,,Unsafe Lane Changing,9/25/2024,1899-12-30 12:45:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
459,,Failure to Yield Right-of-Way,9/25/2024,1899-12-30 16:40:00,,Sedan,Motorcycle,1,0,,Unspecified,,,,
460,,Turning Improperly,9/25/2024,1899-12-30 06:42:00,,Station Wagon/Sport Utility Vehicle,Taxi,1,0,,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,
461,,Driver Inattention/Distraction,9/25/2024,1899-12-30 04:45:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
462,,Driver Inattention/Distraction,9/25/2024,1899-12-30 14:00:00,,Tow truck,Sedan,0,0,,Passing or Lane Usage Improper,,,,
463,,Unsafe Lane Changing,9/25/2024,1899-12-30 16:00:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,0,0,,Unspecified,,,,
464,,Passing Too Closely,9/25/2024,1899-12-30 12:30:00,,Sedan,,0,0,,Unspecified,,,,
465,,View Obstructed/Limited,9/25/2024,1899-12-30 12:15:00,"(40.637615, -74.02054)",Station Wagon/Sport Utility Vehicle,Flat Bed,0,0,,Unspecified,,,,
466,,Failure to Yield Right-of-Way,9/25/2024,1899-12-30 17:55:00,,Station Wagon/Sport Utility Vehicle,,0,0,,,,,,
467,BRONX,Unsafe Speed,9/25/2024,1899-12-30 12:30:00,,Station Wagon/Sport Utility Vehicle,,0,0,10465,,,,,
468,,Aggressive Driving/Road Rage,9/25/2024,1899-12-30 08:45:00,,Bike,,0,0,,,,,,
469,,Driver Inattention/Distraction,9/25/2024,1899-12-30 09:50:00,,Station Wagon/Sport Utility Vehicle,Sedan,1,0,,Unspecified,,,,
470,,Driver Inattention/Distraction,9/24/2024,1899-12-30 12:45:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Driver Inattention/Distraction,,,,
471,,Driver Inattention/Distraction,9/24/2024,1899-12-30 09:30:00,"(40.666145, -73.759125)",Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
472,,Failure to Yield Right-of-Way,9/24/2024,1899-12-30 21:00:00,,Sedan,,0,0,,,,,,
473,,Driver Inattention/Distraction,9/24/2024,1899-12-30 08:04:00,,Sedan,,0,0,,,,,,
474,,Aggressive Driving/Road Rage,9/24/2024,1899-12-30 20:00:00,,Sedan,Sedan,0,0,,Unspecified,,,,
475,,Failure to Yield Right-of-Way,9/24/2024,1899-12-30 20:35:00,"(40.741936, -73.97263)",Sedan,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
476,,Passing or Lane Usage Improper,9/23/2024,1899-12-30 16:00:00,,Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
477,,Unspecified,9/23/2024,1899-12-30 23:33:00,"(40.699577, -73.868645)",Station Wagon/Sport Utility Vehicle,,1,0,,,,,,
478,,Other Vehicular,9/23/2024,1899-12-30 19:00:00,,Station Wagon/Sport Utility Vehicle,Bus,0,0,,Driver Inattention/Distraction,,,,
479,,Unspecified,9/23/2024,1899-12-30 02:20:00,"(40.836296, -73.87369)",Station Wagon/Sport Utility Vehicle,,1,0,,,,,,
480,,Failure to Yield Right-of-Way,9/23/2024,1899-12-30 23:31:00,"(40.767372, -73.950066)",Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Unspecified,,,,
481,,Passing Too Closely,9/23/2024,1899-12-30 11:01:00,,FDNY Fire,Sedan,0,0,,Unspecified,,,,
482,,Following Too Closely,9/23/2024,1899-12-30 17:00:00,,E-Scooter,Bus,0,0,,Driver Inattention/Distraction,,,,
483,,Turning Improperly,9/23/2024,1899-12-30 03:00:00,,Dump,Sedan,3,0,,Unspecified,,GRAND CENTRAL PARKWAY,,
484,,Driver Inattention/Distraction,9/23/2024,1899-12-30 08:00:00,,Sedan,Sedan,2,0,,Unspecified,,,,
485,,Unsafe Speed,9/23/2024,1899-12-30 22:09:00,,Taxi,Sedan,0,0,,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,
486,,Passing Too Closely,9/23/2024,1899-12-30 12:00:00,,Sedan,Pick-up Truck,0,0,,Unspecified,,,,
487,BROOKLYN,Driver Inattention/Distraction,9/23/2024,1899-12-30 16:41:00,,Sedan,,0,0,11226,,,Buckingham road,,
488,,Following Too Closely,9/23/2024,1899-12-30 12:55:00,,Sedan,d3,0,0,,Unspecified,,,,
489,,Following Too Closely,9/23/2024,1899-12-30 15:50:00,,Station Wagon/Sport Utility Vehicle,Sedan,1,0,,Unspecified,,,,
490,,Other Vehicular,9/23/2024,1899-12-30 11:30:00,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,0,0,,Driver Inattention/Distraction,,,,
491,,Animals Action,9/23/2024,1899-12-30 09:00:00,,Bike,,0,0,,,,,,
492,,Driver Inattention/Distraction,9/23/2024,1899-12-30 00:46:00,"(40.82957, -73.84849)",Tractor Truck Diesel,Sedan,0,0,,Unspecified,,,,
493,,Driver Inexperience,9/23/2024,1899-12-30 20:50:00,,Sedan,Sedan,0,0,,Unspecified,,,,
494,,Other Vehicular,9/23/2024,1899-12-30 08:29:00,"(40.761272, -73.95571)",Station Wagon/Sport Utility Vehicle,Sedan,0,0,,Following Too Closely,,,,
495,,Passing or Lane Usage Improper,9/23/2024,1899-12-30 23:40:00,,Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
496,QUEENS,Backing Unsafely,9/23/2024,1899-12-30 12:00:00,,Station Wagon/Sport Utility Vehicle,,0,0,11360,Unspecified,,,,
497,,Following Too Closely,9/23/2024,1899-12-30 06:15:00,"(40.74709, -73.76325)",Station Wagon/Sport Utility Vehicle,,0,0,,Unspecified,,,,
498,,Following Too Closely,9/23/2024,1899-12-30 18:00:00,"(40.762093, -73.75691)",Sedan,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
499,,Driver Inattention/Distraction,9/23/2024,1899-12-30 13:49:00,"(40.591312, -73.99388)",Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,1,0,,Unspecified,,,,
