Avg Room Rate,reservation_id,check_in_date,stay_duration,adults,children,room_type,special_requests_flag,booking_channel,reservation_status,advanced_booking,Property,Date,Rate Type
199,239411-RD-3406-ZE,7/19/2020,7,3,3,Double,No,Travel Agent,Completed,Yes,The Sankey,7/19/2020,Weekend
172.38,362651-NU-9325-IK,7/8/2020,4,2,2,Queen,No,Phone App,Completed,Yes,The Sankey,7/8/2020,Weekday
152.1,017411-M5-6946-MZ,8/14/2020,7,3,3,Single,No,Website,Completed,Yes,The Sankey,8/14/2020,Weekday
109,344467-7N-3679-XJ,2/27/2020,2,4,3,Double,No,Phone App,Completed,Yes,The Marimekko,2/27/2020,Weekday
172.38,567423-8Q-9458-ET,4/10/2020,9,3,3,Queen,No,Phone App,Completed,Yes,The Sankey,4/10/2020,Weekday
169,439407-DZ-6847-IG,4/7/2020,14,4,2,Double,No,Website,Completed,Yes,The Sankey,4/7/2020,Weekday
185.9,687517-ES-1399-RS,10/9/2020,7,1,4,Suite,No,Website,Completed,Yes,The Sankey,10/9/2020,Weekday
114.45,981281-PG-9193-LG,9/22/2020,13,2,4,King,No,Walk-in,Completed,No,The Marimekko,9/22/2020,Weekday
152.1,577347-L1-3153-TI,10/2/2020,5,1,2,Single,Yes,Travel Agent,Completed,Yes,The Sankey,10/2/2020,Weekday
79,217441-T3-1112-ZB,5/20/2020,14,3,4,Double,No,Travel Agent,Completed,Yes,The Chord,5/20/2020,Weekday
119.9,573710-AV-9265-DA,10/15/2020,4,4,2,Suite,No,Travel Agent,Completed,Yes,The Marimekko,10/15/2020,Weekday
179.1,510126-VJ-2640-CV,6/7/2020,8,4,1,Single,No,Website,Completed,Yes,The Sankey,6/7/2020,Weekend
109,108969-CO-3898-CF,4/10/2020,3,1,4,Double,No,Website,No-Show,Yes,The Marimekko,4/10/2020,Weekday
169,311863-ND-9678-FZ,5/14/2020,4,4,1,Double,No,Phone App,Completed,Yes,The Sankey,5/14/2020,Weekday
152.1,086831-C1-3314-SF,4/3/2020,2,1,4,Single,No,Travel Agent,Completed,Yes,The Sankey,4/3/2020,Weekday
98.1,360760-GD-5531-RA,7/22/2020,13,3,4,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,7/22/2020,Weekday
109,007137-B3-9851-AT,7/30/2020,4,4,3,Double,No,Walk-in,Extended,No,The Marimekko,7/30/2020,Weekday
245.05,521997-T2-9798-HY,5/22/2020,10,3,2,Executive Suite,No,Travel Agent,Extended,Yes,The Sankey,5/22/2020,Weekday
185.9,243804-X3-8306-YD,8/12/2020,10,4,4,Suite,Yes,Website,Extended,No,The Sankey,8/12/2020,Weekday
172.38,789936-HF-2303-OP,1/2/2020,4,2,4,Queen,No,Call Center,Completed,Yes,The Sankey,1/2/2020,Weekday
158.05,882428-A5-9030-AM,6/5/2020,7,3,2,Executive Suite,No,Phone App,Completed,Yes,The Marimekko,6/5/2020,Weekday
79,739560-8F-7674-JO,7/14/2020,2,3,4,Double,No,Travel Agent,Completed,Yes,The Chord,7/14/2020,Weekday
99,670490-A3-1006-ZG,7/13/2020,6,4,1,Double,Yes,Website,Completed,Yes,The Chord,7/13/2020,Weekend
108.9,895653-49-2194-DV,10/4/2020,7,1,3,Suite,No,Website,Completed,Yes,The Marimekko,10/4/2020,Weekend
100.98,514766-45-6259-XY,6/1/2020,1,3,2,Queen,Yes,Call Center,Completed,Yes,The Chord,6/1/2020,Weekend
114.55,527663-KE-7021-GF,5/7/2020,13,1,2,Executive Suite,Yes,Travel Agent,Completed,Yes,The Chord,5/7/2020,Weekday
208.95,537154-A4-5154-NK,6/15/2020,10,4,1,King,Yes,Website,Completed,Yes,The Sankey,6/15/2020,Weekend
119.9,018401-X4-8575-IC,1/16/2020,1,1,1,Suite,Yes,Travel Agent,Completed,Yes,The Marimekko,1/16/2020,Weekday
169,119731-QN-2356-LL,5/20/2020,5,4,2,Double,Yes,Website,Completed,Yes,The Sankey,5/20/2020,Weekday
152.1,597471-KQ-0043-CJ,5/26/2020,9,3,1,Single,Yes,Travel Agent,Completed,Yes,The Sankey,5/26/2020,Weekday
111.18,131601-AZ-1540-WQ,2/26/2020,9,2,2,Queen,Yes,Phone App,Completed,Yes,The Marimekko,2/26/2020,Weekday
202.98,916340-7R-2684-HR,5/25/2020,11,3,1,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,5/25/2020,Weekend
89.1,520933-A7-4338-HC,10/25/2020,11,3,4,Single,No,Website,Completed,Yes,The Chord,10/25/2020,Weekend
185.9,160245-UV-8507-TM,5/20/2020,8,2,4,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,5/20/2020,Weekday
152.1,225536-6B-5952-FT,10/3/2020,13,1,2,Single,No,Phone App,Completed,Yes,The Sankey,10/3/2020,Weekday
177.45,352503-N5-7709-DY,1/2/2020,1,2,1,King,No,Website,Completed,Yes,The Sankey,1/2/2020,Weekday
152.1,217955-6K-5615-WQ,6/3/2020,3,3,4,Single,No,Phone App,Completed,Yes,The Sankey,6/3/2020,Weekday
169,490795-1H-2154-SM,10/17/2020,7,3,2,Double,No,Travel Agent,Completed,Yes,The Sankey,10/17/2020,Weekday
71.1,474771-0Q-6037-TH,8/18/2020,3,1,3,Single,Yes,Travel Agent,Completed,Yes,The Chord,8/18/2020,Weekday
98.1,813582-QT-9124-FF,2/25/2020,2,4,1,Single,Yes,Website,No-Show,Yes,The Marimekko,2/25/2020,Weekday
89.1,165802-29-5670-BR,6/7/2020,13,2,3,Single,No,Walk-in,No-Show,No,The Marimekko,6/7/2020,Weekend
202.98,370217-FB-1922-CZ,8/30/2020,12,4,2,Queen,No,Website,Completed,Yes,The Sankey,8/30/2020,Weekend
152.1,320348-XV-0179-RK,2/4/2020,10,3,1,Single,No,Website,Completed,No,The Sankey,2/4/2020,Weekday
86.9,948546-O4-3160-KF,1/29/2020,10,2,2,Suite,No,Phone App,Completed,Yes,The Chord,1/29/2020,Weekday
218.9,110065-KY-8479-UP,5/24/2020,7,2,1,Suite,No,Phone App,Completed,Yes,The Sankey,5/24/2020,Weekend
89.1,549289-U5-8258-HD,1/5/2020,4,4,3,Single,No,Phone App,Completed,Yes,The Chord,1/5/2020,Weekend
245.05,235713-LO-6201-RN,9/23/2020,7,1,2,Executive Suite,Yes,Travel Agent,Completed,Yes,The Sankey,9/23/2020,Weekday
152.1,979414-XD-6627-EN,7/2/2020,3,3,4,Single,Yes,Phone App,Completed,Yes,The Sankey,7/2/2020,Weekday
109,725907-0D-0708-LV,6/12/2020,10,4,4,Double,No,Travel Agent,Completed,Yes,The Marimekko,6/12/2020,Weekday
111.18,748866-90-0165-WI,4/8/2020,5,2,2,Queen,No,Call Center,Completed,Yes,The Marimekko,4/8/2020,Weekday
245.05,107603-DI-0019-XZ,8/18/2020,12,3,1,Executive Suite,Yes,Call Center,Completed,Yes,The Sankey,8/18/2020,Weekday
89.1,417089-DS-7048-ZB,7/19/2020,14,1,1,Single,Yes,Walk-in,Completed,No,The Marimekko,7/19/2020,Weekend
152.1,756661-SO-8787-NY,2/11/2020,14,3,4,Single,Yes,Website,Completed,Yes,The Sankey,2/11/2020,Weekday
119.9,483149-02-4805-IO,1/9/2020,14,3,3,Suite,Yes,Website,Completed,Yes,The Marimekko,1/9/2020,Weekday
185.9,314886-FD-2784-XR,9/1/2020,8,1,3,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,9/1/2020,Weekday
199,493422-2M-4165-EZ,7/5/2020,5,4,3,Double,No,Call Center,Completed,Yes,The Sankey,7/5/2020,Weekend
169,699404-HO-1915-KO,4/8/2020,11,2,2,Double,Yes,Website,Completed,Yes,The Sankey,4/8/2020,Weekday
111.18,783053-4B-6860-QZ,10/27/2020,4,4,4,Queen,Yes,Travel Agent,Completed,Yes,The Marimekko,10/27/2020,Weekday
82.95,234677-PL-3104-CR,10/17/2020,14,3,3,King,No,Walk-in,Completed,No,The Chord,10/17/2020,Weekday
79,402216-1Q-6141-DC,1/8/2020,2,1,3,Double,Yes,Call Center,Completed,Yes,The Chord,1/8/2020,Weekday
208.95,335662-Z5-2212-EF,4/13/2020,9,4,1,King,Yes,Travel Agent,Completed,Yes,The Sankey,4/13/2020,Weekend
288.55,381406-R3-2383-XO,3/29/2020,6,1,4,Executive Suite,Yes,Website,Completed,Yes,The Sankey,3/29/2020,Weekend
152.1,309430-UR-0001-XL,10/17/2020,14,4,2,Single,Yes,Phone App,Extended,Yes,The Sankey,10/17/2020,Weekday
114.45,238342-40-4131-RQ,4/17/2020,2,1,3,King,No,Phone App,Completed,Yes,The Marimekko,4/17/2020,Weekday
245.05,201426-FM-0616-MS,6/5/2020,9,3,3,Executive Suite,Yes,Website,Completed,Yes,The Sankey,6/5/2020,Weekday
172.38,782720-Q6-0143-NK,2/7/2020,11,4,2,Queen,No,Website,Completed,Yes,The Sankey,2/7/2020,Weekday
177.45,086658-FE-8421-LR,4/18/2020,5,2,2,King,No,Walk-in,Completed,No,The Sankey,4/18/2020,Weekday
114.55,624765-IL-7773-VI,8/14/2020,13,4,4,Executive Suite,No,Phone App,Completed,Yes,The Chord,8/14/2020,Weekday
109,496077-K6-3777-RV,8/7/2020,10,1,1,Double,Yes,Phone App,Completed,Yes,The Marimekko,8/7/2020,Weekday
89.1,673351-NU-8325-OF,8/17/2020,12,1,2,Single,Yes,Phone App,Completed,Yes,The Marimekko,8/17/2020,Weekend
177.45,909372-H7-1506-MU,6/17/2020,2,1,2,King,No,Call Center,Completed,Yes,The Sankey,6/17/2020,Weekday
245.05,680583-VA-1280-SX,2/8/2020,3,4,4,Executive Suite,Yes,Website,Completed,No,The Sankey,2/8/2020,Weekday
179.1,482101-AZ-2823-UD,3/23/2020,13,1,3,Single,No,Website,Completed,Yes,The Sankey,3/23/2020,Weekend
177.45,795842-SW-7458-EP,6/6/2020,11,3,4,King,Yes,Travel Agent,Completed,Yes,The Sankey,6/6/2020,Weekday
169,608529-S6-2001-MF,1/2/2020,11,3,4,Double,No,Phone App,Completed,Yes,The Sankey,1/2/2020,Weekday
199,146798-YK-9176-MU,3/9/2020,6,2,3,Double,Yes,Website,Completed,Yes,The Sankey,3/9/2020,Weekend
202.98,912790-4F-4008-CF,3/15/2020,13,3,3,Queen,No,Phone App,Completed,Yes,The Sankey,3/15/2020,Weekend
185.9,275169-DQ-0353-SZ,7/28/2020,7,2,1,Suite,No,Website,Completed,Yes,The Sankey,7/28/2020,Weekday
202.98,190743-HX-1391-XP,3/30/2020,3,2,4,Queen,Yes,Website,Completed,Yes,The Sankey,3/30/2020,Weekend
169,572235-5A-9258-BB,6/16/2020,1,4,1,Double,Yes,Website,Completed,Yes,The Sankey,6/16/2020,Weekday
119.9,457304-PC-6616-DE,3/24/2020,4,4,2,Suite,Yes,Phone App,Completed,Yes,The Marimekko,3/24/2020,Weekday
109,447373-4F-5802-AA,1/4/2020,4,1,2,Double,Yes,Website,Completed,Yes,The Marimekko,1/4/2020,Weekday
172.38,469826-AX-9029-UL,8/14/2020,8,4,3,Queen,No,Travel Agent,Completed,Yes,The Sankey,8/14/2020,Weekday
99,447501-KD-3802-VL,1/19/2020,8,4,3,Double,Yes,Phone App,Completed,Yes,The Marimekko,1/19/2020,Weekend
79,098821-EC-5948-PX,7/16/2020,6,1,4,Double,No,Phone App,Completed,Yes,The Chord,7/16/2020,Weekday
172.38,269901-RD-8205-XF,6/23/2020,6,3,2,Queen,Yes,Website,Completed,Yes,The Sankey,6/23/2020,Weekday
79,807441-38-2148-KC,9/30/2020,2,1,1,Double,No,Call Center,No-Show,Yes,The Chord,9/30/2020,Weekday
89.1,347096-IV-7098-GB,10/25/2020,9,1,2,Single,No,Website,Completed,Yes,The Chord,10/25/2020,Weekend
245.05,959479-CX-6947-BB,8/7/2020,2,2,3,Executive Suite,No,Walk-in,Completed,No,The Sankey,8/7/2020,Weekday
169,325163-BN-3611-VR,1/28/2020,1,4,4,Double,No,Phone App,Completed,Yes,The Sankey,1/28/2020,Weekday
152.1,376763-BD-8538-CJ,1/16/2020,3,3,4,Single,Yes,Travel Agent,Completed,Yes,The Sankey,1/16/2020,Weekday
169,262243-2M-7091-JQ,5/9/2020,10,2,4,Double,Yes,Call Center,Completed,Yes,The Sankey,5/9/2020,Weekday
82.95,600164-XH-1266-BT,4/22/2020,11,1,2,King,No,Website,No-Show,Yes,The Chord,4/22/2020,Weekday
245.05,540697-34-1189-GU,1/11/2020,10,1,4,Executive Suite,Yes,Walk-in,Completed,No,The Sankey,1/11/2020,Weekday
169,567239-NX-9185-UO,8/15/2020,11,2,4,Double,Yes,Website,Completed,Yes,The Sankey,8/15/2020,Weekday
177.45,391383-4M-2319-YD,3/25/2020,7,2,4,King,No,Website,Completed,Yes,The Sankey,3/25/2020,Weekday
218.9,088476-DX-9488-BI,4/6/2020,12,3,2,Suite,Yes,Phone App,Extended,Yes,The Sankey,4/6/2020,Weekend
172.38,080034-6G-8523-RM,3/27/2020,8,3,1,Queen,No,Phone App,Completed,No,The Sankey,3/27/2020,Weekday
103.95,757773-QQ-1194-NN,2/17/2020,2,4,1,King,Yes,Travel Agent,Completed,Yes,The Marimekko,2/17/2020,Weekend
177.45,415526-R9-5521-LZ,10/6/2020,5,4,1,King,No,Travel Agent,Completed,Yes,The Sankey,10/6/2020,Weekday
185.9,213891-WG-0498-PG,5/6/2020,10,1,4,Suite,No,Travel Agent,Completed,Yes,The Sankey,5/6/2020,Weekday
99,533883-JW-3320-VV,9/14/2020,5,3,3,Double,Yes,Walk-in,Completed,No,The Marimekko,9/14/2020,Weekend
169,608940-8C-1829-PB,9/5/2020,10,2,1,Double,No,Walk-in,Completed,No,The Sankey,9/5/2020,Weekday
185.9,344911-X6-4240-CB,6/20/2020,6,3,1,Suite,Yes,Walk-in,No-Show,No,The Sankey,6/20/2020,Weekday
99,475191-MO-4115-LK,1/12/2020,13,2,3,Double,No,Travel Agent,Completed,Yes,The Marimekko,1/12/2020,Weekend
218.9,889724-AY-5447-QC,6/14/2020,8,4,2,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,6/14/2020,Weekend
202.98,496775-CP-6846-ZF,3/29/2020,13,2,1,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,3/29/2020,Weekend
119.9,615724-RR-1635-JJ,6/11/2020,7,1,3,Suite,Yes,Call Center,Completed,Yes,The Marimekko,6/11/2020,Weekday
79,793679-SL-5819-NM,8/12/2020,12,1,1,Double,No,Call Center,Completed,Yes,The Chord,8/12/2020,Weekday
152.1,671324-R3-7869-DR,4/18/2020,8,2,4,Single,No,Phone App,Completed,No,The Sankey,4/18/2020,Weekday
152.1,111372-RM-7706-LJ,1/8/2020,5,1,4,Single,No,Phone App,Completed,Yes,The Sankey,1/8/2020,Weekday
199,241871-PX-4503-DB,8/2/2020,8,4,4,Double,Yes,Travel Agent,Completed,Yes,The Sankey,8/2/2020,Weekend
100.98,654798-PE-6257-DM,1/20/2020,2,4,3,Queen,Yes,Phone App,Completed,Yes,The Marimekko,1/20/2020,Weekend
109,959108-32-8922-VK,1/14/2020,1,2,1,Double,No,Website,Completed,Yes,The Marimekko,1/14/2020,Weekday
114.45,502094-E9-4190-SD,4/9/2020,2,4,1,King,Yes,Website,Completed,Yes,The Marimekko,4/9/2020,Weekday
114.45,585818-BV-6233-AP,1/2/2020,11,3,4,King,Yes,Phone App,Completed,Yes,The Marimekko,1/2/2020,Weekday
172.38,654147-CC-5685-PH,1/21/2020,10,2,1,Queen,Yes,Phone App,Completed,Yes,The Sankey,1/21/2020,Weekday
185.9,059873-WN-2095-XV,7/22/2020,9,1,2,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,7/22/2020,Weekday
100.98,513753-KW-7005-XG,5/4/2020,4,2,1,Queen,Yes,Travel Agent,Completed,Yes,The Chord,5/4/2020,Weekend
80.58,567987-L8-0375-DS,1/17/2020,3,4,4,Queen,No,Website,Completed,Yes,The Chord,1/17/2020,Weekday
79,635356-BY-8174-TE,8/6/2020,10,1,3,Double,Yes,Phone App,Completed,Yes,The Chord,8/6/2020,Weekday
185.9,168325-7S-7356-GB,5/2/2020,1,2,4,Suite,Yes,Call Center,Completed,Yes,The Sankey,5/2/2020,Weekday
111.18,731953-05-5407-IC,3/25/2020,4,4,4,Queen,No,Phone App,Completed,Yes,The Marimekko,3/25/2020,Weekday
152.1,537762-I7-1038-QQ,6/4/2020,12,1,4,Single,No,Website,No-Show,Yes,The Sankey,6/4/2020,Weekday
169,961475-21-7295-YS,4/23/2020,1,3,2,Double,No,Walk-in,Completed,No,The Sankey,4/23/2020,Weekday
177.45,642621-AB-2780-MR,9/22/2020,9,3,1,King,No,Website,Completed,Yes,The Sankey,9/22/2020,Weekday
172.38,441453-S9-2220-TL,2/12/2020,6,3,3,Queen,Yes,Call Center,Completed,No,The Sankey,2/12/2020,Weekday
89.1,319227-6U-0022-XJ,8/3/2020,4,2,3,Single,Yes,Phone App,Completed,Yes,The Marimekko,8/3/2020,Weekend
114.55,692963-B9-4265-ZN,10/2/2020,14,1,2,Executive Suite,Yes,Phone App,Completed,Yes,The Chord,10/2/2020,Weekday
169,471548-JI-0031-DG,2/13/2020,12,2,3,Double,Yes,Phone App,Completed,Yes,The Sankey,2/13/2020,Weekday
98.1,995603-B9-4275-VV,6/10/2020,11,3,1,Single,No,Phone App,Completed,Yes,The Marimekko,6/10/2020,Weekday
208.95,690948-Y1-4362-FN,5/18/2020,4,2,2,King,No,Call Center,Completed,Yes,The Sankey,5/18/2020,Weekend
199,413622-IM-5974-AB,1/27/2020,5,4,3,Double,No,Walk-in,Completed,No,The Sankey,1/27/2020,Weekend
71.1,766644-I9-3763-ZB,6/18/2020,14,1,2,Single,Yes,Walk-in,Completed,No,The Chord,6/18/2020,Weekday
100.98,875012-40-1908-IG,2/3/2020,1,3,1,Queen,No,Phone App,Completed,Yes,The Marimekko,2/3/2020,Weekend
288.55,490760-IT-2273-LI,1/19/2020,13,4,3,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,1/19/2020,Weekend
108.9,811855-YF-1133-TM,6/21/2020,9,2,4,Suite,No,Website,Completed,Yes,The Chord,6/21/2020,Weekend
169,691371-7I-4565-KW,2/4/2020,6,1,2,Double,No,Call Center,Completed,Yes,The Sankey,2/4/2020,Weekday
169,641108-8J-9355-QB,1/2/2020,4,4,1,Double,Yes,Travel Agent,Completed,Yes,The Sankey,1/2/2020,Weekday
245.05,414570-22-5465-BY,8/27/2020,9,3,4,Executive Suite,Yes,Travel Agent,No-Show,Yes,The Sankey,8/27/2020,Weekday
86.9,047336-MX-3687-YR,7/10/2020,14,3,1,Suite,Yes,Website,Completed,Yes,The Chord,7/10/2020,Weekday
172.38,057726-33-8319-ED,5/29/2020,8,2,4,Queen,No,Phone App,No-Show,Yes,The Sankey,5/29/2020,Weekday
82.95,988699-UE-0688-EN,3/11/2020,7,1,4,King,Yes,Call Center,Completed,Yes,The Chord,3/11/2020,Weekday
185.9,315226-YI-0741-WY,1/15/2020,4,1,2,Suite,Yes,Website,Completed,Yes,The Sankey,1/15/2020,Weekday
82.95,694555-GW-0057-VO,1/17/2020,9,2,2,King,Yes,Call Center,Completed,Yes,The Chord,1/17/2020,Weekday
245.05,165120-ZI-3358-UG,3/6/2020,7,2,3,Executive Suite,Yes,Phone App,Completed,Yes,The Sankey,3/6/2020,Weekday
89.1,091312-HB-8155-QA,1/26/2020,7,2,3,Single,No,Travel Agent,Completed,Yes,The Marimekko,1/26/2020,Weekend
79,937036-KM-2646-YY,3/11/2020,4,2,1,Double,Yes,Phone App,Completed,Yes,The Chord,3/11/2020,Weekday
177.45,418830-3S-1485-RY,7/31/2020,3,2,4,King,Yes,Website,Completed,No,The Sankey,7/31/2020,Weekday
143.55,615471-U9-0066-LG,5/4/2020,12,3,2,Executive Suite,No,Website,No-Show,Yes,The Marimekko,5/4/2020,Weekend
108.9,907977-K2-0610-KF,10/5/2020,4,1,4,Suite,No,Phone App,Completed,Yes,The Marimekko,10/5/2020,Weekend
172.38,133784-J0-9514-KK,8/25/2020,3,3,4,Queen,No,Website,Completed,Yes,The Sankey,8/25/2020,Weekday
158.05,804782-GH-2831-WP,7/4/2020,7,1,3,Executive Suite,No,Website,Extended,Yes,The Marimekko,7/4/2020,Weekday
152.1,773940-22-1360-WG,9/10/2020,5,2,2,Single,No,Phone App,Completed,Yes,The Sankey,9/10/2020,Weekday
169,009562-NV-3724-PF,5/30/2020,3,3,3,Double,Yes,Call Center,Completed,Yes,The Sankey,5/30/2020,Weekday
119.9,880002-O1-4375-YS,7/8/2020,2,3,1,Suite,Yes,Website,Completed,Yes,The Marimekko,7/8/2020,Weekday
169,157275-G1-3342-CA,4/25/2020,14,1,2,Double,No,Travel Agent,Completed,Yes,The Sankey,4/25/2020,Weekday
169,247534-UV-9132-ZD,5/22/2020,3,4,2,Double,Yes,Walk-in,Completed,No,The Sankey,5/22/2020,Weekday
100.98,843005-BA-9194-IJ,1/12/2020,12,4,2,Queen,No,Phone App,Completed,Yes,The Marimekko,1/12/2020,Weekend
185.9,734552-SC-3788-MI,8/21/2020,8,3,4,Suite,No,Call Center,Completed,Yes,The Sankey,8/21/2020,Weekday
218.9,338571-K7-6482-ZY,2/24/2020,2,4,3,Suite,No,Call Center,Completed,No,The Sankey,2/24/2020,Weekend
100.98,712610-GE-3324-UG,1/5/2020,14,4,3,Queen,No,Website,Completed,Yes,The Marimekko,1/5/2020,Weekend
99,756811-62-1783-ZH,7/26/2020,14,2,2,Double,Yes,Phone App,Completed,Yes,The Marimekko,7/26/2020,Weekend
202.98,430596-L3-3102-EB,10/12/2020,7,2,2,Queen,Yes,Phone App,Completed,Yes,The Sankey,10/12/2020,Weekend
111.18,346257-OD-3077-GW,1/8/2020,6,4,4,Queen,No,Travel Agent,Completed,Yes,The Marimekko,1/8/2020,Weekday
109,659615-Z9-9818-YL,4/7/2020,9,1,2,Double,No,Phone App,Completed,Yes,The Marimekko,4/7/2020,Weekday
89.1,243735-4W-5560-HF,7/20/2020,3,3,2,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,7/20/2020,Weekend
152.1,653950-0T-8752-JI,6/6/2020,7,2,1,Single,No,Phone App,Completed,Yes,The Sankey,6/6/2020,Weekday
185.9,195542-GO-9010-LU,1/7/2020,10,3,4,Suite,No,Travel Agent,Completed,Yes,The Sankey,1/7/2020,Weekday
288.55,180361-LZ-6425-UR,2/24/2020,12,2,4,Executive Suite,Yes,Website,Completed,Yes,The Sankey,2/24/2020,Weekend
199,727294-18-7260-UM,9/14/2020,2,4,4,Double,No,Phone App,Completed,Yes,The Sankey,9/14/2020,Weekend
98.1,234475-RW-0115-YL,9/4/2020,7,2,3,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,9/4/2020,Weekday
169,599037-A4-9249-SG,7/22/2020,3,1,4,Double,No,Travel Agent,Completed,Yes,The Sankey,7/22/2020,Weekday
179.1,196723-Z5-8355-GC,8/30/2020,2,4,1,Single,Yes,Website,Completed,Yes,The Sankey,8/30/2020,Weekend
143.55,081709-ZG-7248-SJ,6/15/2020,6,1,3,Executive Suite,No,Phone App,Completed,Yes,The Chord,6/15/2020,Weekend
172.38,887540-DQ-5394-CU,3/12/2020,2,4,1,Queen,No,Website,Completed,Yes,The Sankey,3/12/2020,Weekday
172.38,617097-CZ-6936-CY,4/2/2020,11,1,1,Queen,No,Call Center,Completed,No,The Sankey,4/2/2020,Weekday
152.1,019791-3V-1813-OY,7/31/2020,4,1,4,Single,No,Website,Completed,No,The Sankey,7/31/2020,Weekday
119.9,941572-IO-6697-ZH,4/22/2020,4,4,1,Suite,No,Call Center,Reduced,Yes,The Marimekko,4/22/2020,Weekday
109,441513-CH-0301-XB,2/18/2020,3,2,3,Double,Yes,Phone App,Completed,Yes,The Marimekko,2/18/2020,Weekday
177.45,690927-08-2113-CH,1/22/2020,10,1,4,King,No,Phone App,No-Show,No,The Sankey,1/22/2020,Weekday
208.95,105249-5J-9717-II,9/7/2020,10,1,4,King,No,Phone App,No-Show,Yes,The Sankey,9/7/2020,Weekend
169,675996-VH-8620-UQ,8/28/2020,10,3,2,Double,No,Travel Agent,Completed,Yes,The Sankey,8/28/2020,Weekday
185.9,166838-IW-6533-LW,2/27/2020,11,2,2,Suite,No,Walk-in,Completed,No,The Sankey,2/27/2020,Weekday
119.9,259992-3F-0695-LL,7/15/2020,12,2,1,Suite,No,Call Center,Completed,Yes,The Marimekko,7/15/2020,Weekday
172.38,657380-GB-7258-GD,9/11/2020,5,1,2,Queen,Yes,Website,Completed,Yes,The Sankey,9/11/2020,Weekday
143.55,474606-ID-3272-HI,6/21/2020,1,3,4,Executive Suite,No,Website,Completed,Yes,The Marimekko,6/21/2020,Weekend
152.1,664559-VV-8046-IN,7/30/2020,10,1,3,Single,No,Phone App,Completed,Yes,The Sankey,7/30/2020,Weekday
172.38,831895-U2-2179-PY,9/18/2020,1,2,4,Queen,No,Website,Completed,Yes,The Sankey,9/18/2020,Weekday
99,352829-KN-1145-GK,8/3/2020,5,3,1,Double,No,Travel Agent,Completed,Yes,The Marimekko,8/3/2020,Weekend
114.45,525389-GV-8209-JQ,8/25/2020,12,3,1,King,Yes,Website,Completed,Yes,The Marimekko,8/25/2020,Weekday
152.1,358908-UY-4698-HM,8/5/2020,6,4,1,Single,No,Travel Agent,Completed,Yes,The Sankey,8/5/2020,Weekday
152.1,901990-JL-6115-QO,10/9/2020,2,4,1,Single,Yes,Travel Agent,Completed,Yes,The Sankey,10/9/2020,Weekday
199,886828-EC-6162-HZ,4/27/2020,5,2,2,Double,Yes,Travel Agent,Completed,Yes,The Sankey,4/27/2020,Weekend
208.95,433710-XC-9729-CH,5/18/2020,2,3,4,King,No,Website,No-Show,Yes,The Sankey,5/18/2020,Weekend
185.9,819314-Y5-8166-RX,1/15/2020,7,1,3,Suite,No,Walk-in,Completed,No,The Sankey,1/15/2020,Weekday
177.45,815133-CT-7697-OO,9/3/2020,12,3,3,King,Yes,Travel Agent,Completed,Yes,The Sankey,9/3/2020,Weekday
185.9,569453-3F-0158-OU,10/3/2020,8,2,1,Suite,No,Phone App,Completed,Yes,The Sankey,10/3/2020,Weekday
71.1,895108-HU-8267-KD,10/3/2020,9,4,4,Single,No,Website,Completed,Yes,The Chord,10/3/2020,Weekday
152.1,562099-2W-1729-AY,5/23/2020,3,3,2,Single,No,Website,Completed,Yes,The Sankey,5/23/2020,Weekday
98.1,531159-MB-9485-EU,4/7/2020,11,1,2,Single,No,Call Center,Completed,Yes,The Marimekko,4/7/2020,Weekday
172.38,446937-4S-3031-IB,5/26/2020,14,3,4,Queen,No,Travel Agent,Completed,Yes,The Sankey,5/26/2020,Weekday
177.45,489945-F9-7067-EX,9/24/2020,14,4,1,King,No,Website,Completed,Yes,The Sankey,9/24/2020,Weekday
109,124320-UC-0005-FS,3/20/2020,9,1,1,Double,Yes,Website,Completed,Yes,The Marimekko,3/20/2020,Weekday
185.9,808821-NX-9096-LE,6/12/2020,7,4,1,Suite,Yes,Website,Completed,Yes,The Sankey,6/12/2020,Weekday
80.58,089481-G2-9794-LH,1/24/2020,12,1,4,Queen,No,Website,Completed,Yes,The Chord,1/24/2020,Weekday
199,242914-B2-4337-ML,8/17/2020,2,3,1,Double,No,Website,Completed,No,The Sankey,8/17/2020,Weekend
169,624343-46-1840-AH,5/20/2020,10,4,2,Double,No,Travel Agent,Completed,Yes,The Sankey,5/20/2020,Weekday
208.95,142576-29-2422-AQ,4/27/2020,11,4,1,King,No,Website,Completed,Yes,The Sankey,4/27/2020,Weekend
169,963735-AS-3503-NF,3/24/2020,5,2,4,Double,No,Travel Agent,Completed,Yes,The Sankey,3/24/2020,Weekday
103.95,517377-08-2860-VV,2/24/2020,3,1,3,King,No,Website,Completed,No,The Chord,2/24/2020,Weekend
