SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
AllyCatorTripper,Tripper,AllyCator,[],1KSEiT9O35eLhTUZ0JidHc,https://p.scdn.co/mp3-preview/70b89e7c299a38fa8c7b053ce01379ffb9899e8d?cid=b8d3901151d34489a160e3cf0ab1fa94,316403,36,False,0.57,0.255,7,-17.355,0,0.0263,0.837,0.905,0.0777,0.519,79.986,4
WindowNappy Roots,Nappy Roots,Window,"['dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop']",6WCPy5LEqZ17tCuITYnfek,https://p.scdn.co/mp3-preview/452f041b3647f58f99abdc500377eae0d4b06548?cid=b8d3901151d34489a160e3cf0ab1fa94,243197,30,False,0.639,0.529,9,-6.967,0,0.0447,0.299,0,0.12,0.159,120.058,4
God Rest Ye Merry GentlemenTrans-Siberian Orchestra,Trans-Siberian Orchestra,God Rest Ye Merry Gentlemen,,,,,,,,,,,,,,,,,,
Shut up and DanceAnchor + Bell,Anchor + Bell,Shut up and Dance,['indiecoustica'],7K9GqO7ciCHJe2bkoZoM5i,https://p.scdn.co/mp3-preview/64fab5a912949fc60fdbdc470930a2951baa5a0f?cid=b8d3901151d34489a160e3cf0ab1fa94,176182,56,False,0.611,0.296,0,-6.512,1,0.0285,0.744,0,0.111,0.56,97.118,4
Opening Song (The Sultan's Revenge)David Cross,David Cross,Opening Song (The Sultan's Revenge),"['comedy', 'comic']",29sJQh3w81e0cp5QNIKiWc,https://p.scdn.co/mp3-preview/115da75fc1107fd9fb92e3aabf88fdbf0f9d84e2?cid=b8d3901151d34489a160e3cf0ab1fa94,257959,16,True,0.39,0.713,9,-4.302,1,0.284,0.761,5.91e-05,0.9,0.478,175.25,4
Something RealLukas Nelson And Promise Of The Real,Lukas Nelson And Promise Of The Real,Something Real,"['deep new americana', 'indie folk', 'jam band', 'modern blues', 'new americana', 'roots rock', 'stomp and holler']",380aRqghqp5S4xRG8AZkqc,https://p.scdn.co/mp3-preview/9e021a41ed4e14ec0639b257b96b4bfc2e6ac75b?cid=b8d3901151d34489a160e3cf0ab1fa94,206466,29,False,0.403,0.896,1,-6.008,1,0.0929,0.000459,0.000169,0.0427,0.825,170.986,4
This Christmas - Recorded At Spotify Studios NYCLalah Hathaway,Lalah Hathaway,This Christmas - Recorded At Spotify Studios NYC,"['neo r&b', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0Kdhb8UqEMYPjUMOXRQWD0,,209604,56,False,0.565,0.142,5,-12.472,1,0.0376,0.973,0.00154,0.108,0.363,86.711,1
Two PrincesSpin Doctors,Spin Doctors,Two Princes,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",4ePP9So5xRzspjLFVVbj90,https://p.scdn.co/mp3-preview/88531d1cfdbcea42686efb7ea5dcf8c5ae797260?cid=b8d3901151d34489a160e3cf0ab1fa94,256733,71,False,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,4
SunshineMatisyahu,Matisyahu,Sunshine,['reggae fusion'],1ma4sCjoVMptvilcgJDPGc,https://p.scdn.co/mp3-preview/5d56b276666a283a401a5fdb9a552a0500162011?cid=b8d3901151d34489a160e3cf0ab1fa94,213069,52,False,0.697,0.769,0,-3.712,1,0.0626,0.00747,0,0.0733,0.822,100.029,4
ReflectionEliot Lipp,Eliot Lipp,Reflection,"['glitch hop', 'livetronica']",7xOfAdeeSr36Jo8guRIf2a,https://p.scdn.co/mp3-preview/6c16b9b0abd44a69db85d27dc440ef3845851aba?cid=b8d3901151d34489a160e3cf0ab1fa94,213306,26,False,0.677,0.638,7,-7.832,0,0.048,0.593,0.844,0.125,0.635,90.021,4
All WetSon Little,Son Little,All Wet,"['funk', 'soul']",5ZuV0gldQTJ9oNLluZbtse,https://p.scdn.co/mp3-preview/6be8d704a820ce8d862a9e41a32a911bb9d44fe2?cid=b8d3901151d34489a160e3cf0ab1fa94,147266,24,False,0.695,0.493,9,-8.306,0,0.0399,0.0268,0.000374,0.0602,0.604,139.442,4
Call Me Upaolani,aolani,Call Me Up,['alternative r&b'],3l1HBIgc2gwvDiZ3of8XjI,https://p.scdn.co/mp3-preview/34e18a05fb316a400eded22263b082df005160ce?cid=b8d3901151d34489a160e3cf0ab1fa94,262642,35,False,0.655,0.351,11,-9.228,1,0.0403,0.626,0.00267,0.118,0.574,140.079,4
Dance With GraceSublime Harmonics,Sublime Harmonics,Dance With Grace,"['background music', 'focus', 'relaxative']",6WPRF9mtzjWxBDEboIqYWj,https://p.scdn.co/mp3-preview/5e196e42ca60c1fd2e1ab515d4a5cd6b8167ca27?cid=b8d3901151d34489a160e3cf0ab1fa94,264854,26,False,0.626,0.04,5,-26.526,0,0.0392,0.82,0.859,0.0956,0.597,90,4
Hypersonic MissilesSam Fender,Sam Fender,Hypersonic Missiles,"['modern rock', 'north east england indie', 'rock']",6CltzquypraYIlWFp48m1O,,237986,67,False,0.551,0.814,4,-3.683,1,0.0425,0.00089,1.16e-06,0.18,0.469,130.971,4
We Find LoveDaniel Caesar,Daniel Caesar,We Find Love,"['canadian contemporary r&b', 'pop']",1TPLsNVlofwX1txcE9gZZF,https://p.scdn.co/mp3-preview/358af7a1a0db3594bbd8d6f2376367b90dda6a4b?cid=b8d3901151d34489a160e3cf0ab1fa94,254919,70,False,0.51,0.363,5,-8.635,1,0.0304,0.853,0,0.109,0.426,78,4
LuckyEve To Adam,Eve To Adam,Lucky,"['gymcore', 'hard alternative']",3pYePK10TNQN8UXDS5J9SE,https://p.scdn.co/mp3-preview/4eadcc5725399d63bb34bc48847200212088129e?cid=b8d3901151d34489a160e3cf0ab1fa94,191140,30,False,0.472,0.989,8,-3.9,1,0.1,5.43e-06,0.00175,0.268,0.217,129.994,4
Devils HaircutBeck,Beck,Devils Haircut,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",1AQg7H4Ohu6s3qzq4m1KrN,,192813,50,False,0.688,0.727,0,-4.876,1,0.0298,0.18,0.000428,0.0669,0.76,123.526,4
What You Don't DoLianne La Havas,Lianne La Havas,What You Don't Do,"['british soul', 'indie soul', 'neo soul', 'soul']",0gorODYIUfyg83lBPnPbZs,https://p.scdn.co/mp3-preview/8a00fbb709882aacf3444d1d587e17931b2ea359?cid=b8d3901151d34489a160e3cf0ab1fa94,220586,44,False,0.656,0.731,2,-5.315,1,0.0876,0.451,2.26e-06,0.0811,0.649,144.005,3
Explain Myself?Nonpoint,Nonpoint,Explain Myself?,"['alternative metal', 'groove metal', 'industrial metal', 'latin metal', 'miami metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",0J3ZjLtEG2i9z8alQ4unlN,https://p.scdn.co/mp3-preview/18a9136b7c62f3fe49d00bfead6142311ab01ce0?cid=b8d3901151d34489a160e3cf0ab1fa94,253747,25,True,0.412,0.94,5,-2.82,1,0.0542,8.3e-06,0.0394,0.616,0.313,162.001,4
White Clean and Neat - 2006 RemasterRobert Plant,Robert Plant,White Clean and Neat - 2006 Remaster,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']",3m6xHqfMjofCo0tEa7PIFH,https://p.scdn.co/mp3-preview/45ca4f4508d266149157ebab79e8c436063558df?cid=b8d3901151d34489a160e3cf0ab1fa94,330080,19,False,0.434,0.636,11,-6.296,0,0.0755,0.0326,0,0.0512,0.593,119.964,4
Don't Wanna KnowMaroon 5,Maroon 5,Don't Wanna Know,"['pop', 'pop rock']",1nueTG77MzNkJTKQ0ZdGzT,,214265,66,False,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,4
The Very BestThe Good Luck Thrift Store Outfit,The Good Luck Thrift Store Outfit,The Very Best,"['deathgrass', 'new americana']",2mQcOc2qAXVURe9iR0p4M7,https://p.scdn.co/mp3-preview/aad932638266fa52ee41380e90861a5071e5632a?cid=b8d3901151d34489a160e3cf0ab1fa94,170093,35,False,0.607,0.677,7,-7.681,1,0.0315,0.689,0.0642,0.124,0.771,121.818,4
Treetop Flyer - DemoStephen Stills,Stephen Stills,Treetop Flyer - Demo,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",28WOPgOKgwSIs9JLjpRbeA,https://p.scdn.co/mp3-preview/c98bc35c05056bb9b1e091ab95e8615995817231?cid=b8d3901151d34489a160e3cf0ab1fa94,424226,45,False,0.671,0.241,7,-12.758,1,0.0622,0.874,0.000171,0.135,0.598,154.669,4
MalibuHole,Hole,Malibu,"['alternative rock', 'grunge', 'lilith', 'pop rock', 'post-grunge', 'rock']",5bVOX6eyHsML2sB4aMlZEi,,230040,60,False,0.528,0.904,2,-5.854,1,0.0343,0.000833,0,0.174,0.678,122.371,4
Buddy HollyWeezer,Weezer,Buddy Holly,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",3mwvKOyMmG77zZRunnxp9E,,159226,71,False,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4
Keep It Loose Keep It Tight - LiveAmos Lee,Amos Lee,Keep It Loose Keep It Tight - Live,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",1VOhlp3vN7aahx86abRULj,https://p.scdn.co/mp3-preview/3f6ca92af5aafb76fc2f7d75a69d4214bf6c93a5?cid=b8d3901151d34489a160e3cf0ab1fa94,261000,28,False,0.346,0.714,3,-3.827,1,0.0446,0.514,0,0.724,0.267,117.13,4
Surgical RewindWill Champlin,Will Champlin,Surgical Rewind,['deep talent show'],6z05FoTaP5gzzCFJAPj2pM,https://p.scdn.co/mp3-preview/c8b52c955ff7a9658762490a9a3116b8ff0a0c54?cid=b8d3901151d34489a160e3cf0ab1fa94,224426,25,False,0.592,0.857,5,-3.113,1,0.0697,0.00638,4.95e-05,0.752,0.641,135.98,4
Rock The Party - Off The Hook 2006 Remastered VersionP.O.D.,P.O.D.,Rock The Party - Off The Hook 2006 Remastered Version,[],,,,,,,,,,,,,,,,,
The Song Remains the Same - 1990 RemasterLed Zeppelin,Led Zeppelin,The Song Remains the Same - 1990 Remaster,"['album rock', 'classic rock', 'hard rock', 'rock']",59hhEeGGOgoPBVBNp3wxCd,https://p.scdn.co/mp3-preview/837f45829ad807333b477953ac402632961d57f4?cid=b8d3901151d34489a160e3cf0ab1fa94,330106,52,False,0.267,0.78,7,-8.777,1,0.055,0.053,0.192,0.271,0.674,144.292,4
Without You (feat. Sandro Cavazza)Avicii,Avicii,Without You (feat. Sandro Cavazza),"['big room', 'dance pop', 'edm', 'pop', 'tropical house']",6Pgkp4qUoTmJIPn7ReaGxL,,181672,81,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4
Gold on the CeilingThe Black Keys,The Black Keys,Gold on the Ceiling,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",5lN1EH25gdiqT1SFALMAq1,https://p.scdn.co/mp3-preview/ff2b18fdee4aa8f3945a03b6adcb2b67e04b9448?cid=b8d3901151d34489a160e3cf0ab1fa94,224333,69,False,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4
What I GotSublime,Sublime,What I Got,"['reggae fusion', 'ska mexicano', 'ska punk']",3B4q6KbHbGV51HO3GznBFF,,170906,71,True,0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721,4
Bound TogetherKate York,Kate York,Bound Together,"['acoustic pop', 'oth indie']",2ISgPZhbeqTrJFlSOMwrjF,https://p.scdn.co/mp3-preview/93c12eb4faea9a384781edd9954ce744321b41be?cid=b8d3901151d34489a160e3cf0ab1fa94,213157,37,False,0.534,0.455,11,-12.833,0,0.0608,0.468,0.0271,0.135,0.197,151.864,4
The Sweetest TuneDarling West,Darling West,The Sweetest Tune,['norwegian americana'],1qdtJr97kVdI9kzQysPX31,https://p.scdn.co/mp3-preview/665a8ee1993e1fc45a0040bb931cc3cc08a031c8?cid=b8d3901151d34489a160e3cf0ab1fa94,219413,31,False,0.617,0.519,1,-8.139,0,0.0231,0.582,6.22e-06,0.0978,0.696,91.071,4
ColiseumOmniboi,Omniboi,Coliseum,"['future funk', 'hyperpop']",6HbLT3LuRqyDHB1uFv4ZDa,https://p.scdn.co/mp3-preview/714e9feb841a298895507dd12d5adc3dcb132df2?cid=b8d3901151d34489a160e3cf0ab1fa94,186611,44,False,0.796,0.269,0,-14.248,1,0.0804,0.0419,0.857,0.109,0.243,84.543,4
RaspberryHomebody,Homebody,Raspberry,['chill beats'],2EmXjCODpBceIq09klNhOK,https://p.scdn.co/mp3-preview/e6a6bc87e905356b0ced9e702920ac1061b1d08a?cid=b8d3901151d34489a160e3cf0ab1fa94,180465,53,False,0.782,0.499,4,-9.856,0,0.0377,0.0197,0.899,0.144,0.444,128.968,4
Middle Of The NightThe Vamps,The Vamps,Middle Of The Night,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",74vs7PD7iG2GnWUGnb8Yuq,,174600,67,False,0.588,0.752,11,-4.322,0,0.0576,0.00359,0,0.0813,0.4,130.09,4
Approximately 906 MilesHarrison Fjord,Harrison Fjord,Approximately 906 Miles,[],5IX6J22Qg2uUNfTlqpQIMN,https://p.scdn.co/mp3-preview/ca036a3a5a0947580290f9c0ba11b0e579632636?cid=b8d3901151d34489a160e3cf0ab1fa94,464433,37,False,0.262,0.522,9,-10.357,0,0.0421,0.0814,0.0603,0.118,0.138,112.007,4
GrimeCecil Otter,Cecil Otter,Grime,"['abstract hip hop', 'minnesota hip hop', 'underground rap']",2uzBXrNPjNR7xUfZMsGOw8,https://p.scdn.co/mp3-preview/653d8ee082f7ba51c887551561d92cac048c1a78?cid=b8d3901151d34489a160e3cf0ab1fa94,236207,32,True,0.494,0.94,10,-1.228,1,0.246,0.241,4.96e-06,0.168,0.341,99.734,4
Rockin' Down The Highway - 2006 Remastered VersionThe Doobie Brothers,The Doobie Brothers,Rockin' Down The Highway - 2006 Remastered Version,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",,,,,,,,,,,,,,,,,
Killer Queen - Remastered 2011Queen,Queen,Killer Queen - Remastered 2011,"['glam rock', 'rock']",7GqWnsKhMtEW0nzki5o0d8,,179600,68,False,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,4
DunesAlabama Shakes,Alabama Shakes,Dunes,"['alabama indie', 'funk', 'garage rock']",4KyABIdjDKix5Ld0jFeATw,https://p.scdn.co/mp3-preview/a09b932b503e1b7ca067ab98b04ec53b560febe4?cid=b8d3901151d34489a160e3cf0ab1fa94,257920,50,False,0.381,0.599,8,-6.051,1,0.0417,0.68,0.0187,0.136,0.396,76.579,4
Joy to the WorldNat King Cole,Nat King Cole,Joy to the World,['adult standards'],1VuAamHM7P3VQQEXYGG3Uu,,84986,82,False,0.553,0.337,10,-10.334,1,0.03,0.818,0,0.113,0.662,101.918,4
How Come You Don't Call MeAlicia Keys,Alicia Keys,How Come You Don't Call Me,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",5bAEFsQjo0DEJalVwFVmsW,https://p.scdn.co/mp3-preview/cb08718efff25e831b93daf26f8960265b2b4f0e?cid=b8d3901151d34489a160e3cf0ab1fa94,237626,51,False,0.835,0.547,6,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.561,3
SoulshineThe Allman Brothers Band,The Allman Brothers Band,Soulshine,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",7a014uMHF3nlqzXCxV551C,https://p.scdn.co/mp3-preview/2fdcdc8e81561d6579a53352abd40f76a2858934?cid=b8d3901151d34489a160e3cf0ab1fa94,403506,58,False,0.476,0.556,10,-6.501,1,0.0274,0.125,0.0117,0.0898,0.559,135.624,4
MelancholyChill Bump,Chill Bump,Melancholy,['jazz rap'],0meisphnJbEUVJs1s4FNsV,https://p.scdn.co/mp3-preview/95eead09d945d0b74fae2277b0a4d048b50041d5?cid=b8d3901151d34489a160e3cf0ab1fa94,210285,27,False,0.467,0.559,7,-7.323,1,0.324,0.16,0,0.147,0.577,90.166,4
Little GirlLukas Nelson & Promise of the Real,Lukas Nelson & Promise of the Real,Little Girl,['pony'],67iDP6ZM5VodRvfYo8gKGV,https://p.scdn.co/mp3-preview/4d575c7e51824996b70c2bc76d6cc79b8f652ca4?cid=b8d3901151d34489a160e3cf0ab1fa94,239560,32,False,0.563,0.404,1,-10.129,1,0.0778,0.846,0.0428,0.101,0.652,85.183,4
Nocturne No 20 - Chill With Me MixThe Upstairs,The Upstairs,Nocturne No 20 - Chill With Me Mix,"['focus', 'relaxative']",2cGPrSLattyj0N1FToPcmz,https://p.scdn.co/mp3-preview/30387fb80866064a204f7034b6dd72cfcea5946b?cid=b8d3901151d34489a160e3cf0ab1fa94,270344,35,False,0.567,0.256,2,-15.748,1,0.034,0.485,0.837,0.201,0.0416,101.021,4
T.N.T.AC/DC,AC/DC,T.N.T.,[],,,,,,,,,,,,,,,,,
With You EverydayBeth Hart,Beth Hart,With You Everyday,"['blues rock', 'dutch pop', 'lilith', 'modern blues']",3f5NDZPgP1II6nTsVvZiMo,https://p.scdn.co/mp3-preview/cd5a191428f50db6e669a4ce0a12149841db9d20?cid=b8d3901151d34489a160e3cf0ab1fa94,184253,24,False,0.609,0.217,0,-11.571,1,0.0301,0.515,0.000311,0.204,0.243,133.119,3
DaffodilsGuustavv,Guustavv,Daffodils,['lo-fi beats'],2HbNs886SInyQQNQMnz8YC,https://p.scdn.co/mp3-preview/cb555888b61fcb7c2a676119eeec77fa44a526b3?cid=b8d3901151d34489a160e3cf0ab1fa94,126163,55,False,0.662,0.605,6,-10.149,1,0.649,0.248,0.0132,0.145,0.694,76.374,4
RunFoo Fighters,Foo Fighters,Run,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",1wLQwg0mloy3yXjL0jPE0N,https://p.scdn.co/mp3-preview/fded09b73c6308a8e8dccfad257bee228848481a?cid=b8d3901151d34489a160e3cf0ab1fa94,323373,65,False,0.359,0.893,4,-8.036,0,0.0665,3.4e-05,0.0955,0.751,0.185,136.115,4
I'm Going Home (Source: Directors Cut Soundboard Tape)Ten Years After,Ten Years After,I'm Going Home (Source: Directors Cut Soundboard Tape),"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']",,,,,,,,,,,,,,,,,
Shadows InsideMiss May I,Miss May I,Shadows Inside,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",0dGJAoX4Gj4hWL8ipTtumN,https://p.scdn.co/mp3-preview/c21b95f0d85283a83421ca87bea557f8e7403574?cid=b8d3901151d34489a160e3cf0ab1fa94,236549,57,False,0.367,0.972,10,-4.08,0,0.192,4.27e-06,1.08e-05,0.153,0.296,179.959,4
Wake Up - 2015 RemasterAlanis Morissette,Alanis Morissette,Wake Up - 2015 Remaster,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']",1KaGqYTsMiVLB8UiOU7dRG,https://p.scdn.co/mp3-preview/1cf4ee7d3ef65b5ca9f015208856d94b45e2bc2c?cid=b8d3901151d34489a160e3cf0ab1fa94,295893,45,False,0.534,0.855,4,-7.102,0,0.0526,0.00706,0,0.122,0.391,95.274,4
Modern RomanceYeah Yeah Yeahs,Yeah Yeah Yeahs,Modern Romance,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock']",3C6b3tB0YpGNyLKcVplrtV,,191365,39,False,0.324,0.427,9,-9.108,1,0.0271,0.291,4.5e-05,0.145,0.0389,137.299,4
Needled 24/7Children of Bodom,Children of Bodom,Needled 24/7,"['alternative metal', 'death metal', 'finnish death metal', 'finnish metal', 'groove metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'speed metal']",,,,,,,,,,,,,,,,,
It's Not LoveDokken,Dokken,It's Not Love,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",1oqjbFJawbcDQbitzStnSa,https://p.scdn.co/mp3-preview/080fe3b2d8efca6d686ce394a9f55960c598ad1d?cid=b8d3901151d34489a160e3cf0ab1fa94,299400,45,False,0.685,0.859,6,-8.501,0,0.0327,0.0169,0.00136,0.156,0.589,116.067,4
Let's Go Fly A Kite - From Mary Poppins/Soundtrack VersionDavid Tomlinson,David Tomlinson,Let's Go Fly A Kite - From Mary Poppins/Soundtrack Version,"['disney', 'hollywood', 'movie tunes']",,,,,,,,,,,,,,,,,
Two Hands UpO.A.R.,O.A.R.,Two Hands Up,"['acoustic punk', 'seattle indie']",,,,,,,,,,,,,,,,,
Miss Primetime (feat. Pell)Big Gigantic,Big Gigantic,Miss Primetime (feat. Pell),"['edm', 'electronic trap', 'electropop']",19eEhd1hR5TPAcpNrhdwkN,https://p.scdn.co/mp3-preview/b6f9f78c04315094e4898f41648f14d7de4ad48b?cid=b8d3901151d34489a160e3cf0ab1fa94,215474,55,False,0.589,0.934,0,-1.432,1,0.121,0.00288,0,0.0918,0.586,136.922,4
Highway StarDeep Purple,Deep Purple,Highway Star,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",4gVTozEmzwAUXpwj3jEetX,https://p.scdn.co/mp3-preview/b657344c73b65816e6046fd93ce7c8eccc09f005?cid=b8d3901151d34489a160e3cf0ab1fa94,368506,60,False,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,4
Seek and DestroyMetallica,Metallica,Seek and Destroy,"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",5DrNFzZZZVfXaEZCaceKnp,https://p.scdn.co/mp3-preview/608f0fbc1ccde9d631b1ca917ae464a3228cf338?cid=b8d3901151d34489a160e3cf0ab1fa94,414720,59,False,0.439,0.963,9,-5.508,1,0.277,0.0364,0.00896,0.0784,0.435,140.805,4
Electric BodyDefunk,Defunk,Electric Body,['electro swing'],0hPaDc2E8zvBZAPCQeQDAo,https://p.scdn.co/mp3-preview/716c2b1a79203f938130d9257972414a99694808?cid=b8d3901151d34489a160e3cf0ab1fa94,223636,25,False,0.51,0.865,7,-5.11,1,0.0522,0.0491,0.0269,0.227,0.387,175.98,4
DimensionWolfmother,Wolfmother,Dimension,"['alternative rock', 'australian psych', 'garage rock', 'modern blues rock', 'modern rock', 'post-grunge', 'rock']",7k5Gji7TdalcU7p0RjIaii,,261426,45,False,0.484,0.749,11,-4.17,0,0.0327,0.0186,0.0099,0.436,0.613,142.165,4
Living ForeverGenesis,Genesis,Living Forever,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",7yJbt0kEHSdhobSf6bzopz,https://p.scdn.co/mp3-preview/48b9663dae7e7cb7ad6598dc88226b34150e1e71?cid=b8d3901151d34489a160e3cf0ab1fa94,341280,20,False,0.605,0.655,3,-7.637,1,0.0245,0.0628,0.151,0.146,0.41,100.006,4
adderallSunny Ledfurd,Sunny Ledfurd,adderall,['redneck'],3EwMyYMLK3BsE0pBpfBIGQ,https://p.scdn.co/mp3-preview/992243ab7bc6f1c9bfe3b824d96bcdc97fc0231b?cid=b8d3901151d34489a160e3cf0ab1fa94,193933,39,True,0.721,0.875,6,-3.763,1,0.0511,0.00533,0,0.0541,0.914,125.009,4
PowerRainbow,Rainbow,Power,"['indie pop', 'indie rock', 'modern rock', 'stomp and holler']",0FskkkYM8j3mDAfoP5wOnQ,https://p.scdn.co/mp3-preview/41285eca27ff4e4d9e797b96cba31ff8869b58a5?cid=b8d3901151d34489a160e3cf0ab1fa94,188711,26,False,0.332,0.632,9,-5.614,1,0.0296,0.647,0.0469,0.355,0.417,143.912,4
On TapPimps of Joytime,Pimps of Joytime,On Tap,"['bboy', 'funk', 'modern funk', 'new orleans funk']",0mFkehTOi9fS5LaZBEhKyP,https://p.scdn.co/mp3-preview/f3eed089c77c8a4e269f429b449094d9123fcf09?cid=b8d3901151d34489a160e3cf0ab1fa94,221253,20,False,0.676,0.817,4,-5.338,0,0.0956,0.175,0.096,0.0353,0.846,159.805,4
Life's a DanceJohn Michael Montgomery,John Michael Montgomery,Life's a Dance,"['contemporary country', 'country', 'country road', 'country rock']",0NyMrtH8mUuvtJjEpESn7J,https://p.scdn.co/mp3-preview/24d9591c6909f566e0958aaac1a769c4d8d921d3?cid=b8d3901151d34489a160e3cf0ab1fa94,188840,57,False,0.64,0.533,5,-9.846,1,0.0264,0.403,0,0.176,0.652,135.224,4
Initiuminitium,initium,Initium,[],3KPbawChlE9dO9DRCeevsp,https://p.scdn.co/mp3-preview/1766b55da69aff106e3c63ea0793e96232485208?cid=b8d3901151d34489a160e3cf0ab1fa94,197811,40,False,0.835,0.209,6,-14.766,1,0.0954,0.676,0.917,0.125,0.325,84.992,4
God Only Knows (Team Timbo Remix)for KING & COUNTRY,for KING & COUNTRY,God Only Knows (Team Timbo Remix),"['anthem worship', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']",6PHPkue3csc6lXhYFCQdhK,https://p.scdn.co/mp3-preview/f1c845e90e0bb22f8616b9d0f86fa438aa9bd89f?cid=b8d3901151d34489a160e3cf0ab1fa94,216947,47,False,0.699,0.463,11,-6.139,0,0.0602,0.082,0,0.115,0.432,143.99,4
Here Comes The Sun - Remastered 2009The Beatles,The Beatles,Here Comes The Sun - Remastered 2009,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",6dGnYIeXmHdcikdzNNDMm2,,185733,82,False,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
AgainWun Two,Wun Two,Again,"['chillhop', 'lo-fi beats']",24Jk4wYlLRXI9TUMdkHoMN,https://p.scdn.co/mp3-preview/c9598f3e0a3180f49437e8a9e82fd06e028ce875?cid=b8d3901151d34489a160e3cf0ab1fa94,143132,65,False,0.762,0.525,6,-11.863,1,0.199,0.949,0.87,0.114,0.652,82.777,4
lostToonorth,Toonorth,lost,"['chillhop', 'lo-fi beats']",0oJVnIvEJSpBTSaCXky2mF,https://p.scdn.co/mp3-preview/4eb9cd25a87797b9556ea09009dfcaa9c1640374?cid=b8d3901151d34489a160e3cf0ab1fa94,121338,55,True,0.694,0.335,2,-6.355,0,0.0531,0.13,0.898,0.327,0.663,142.466,1
Earth AngelThe Penguins,The Penguins,Earth Angel,"['brill building pop', 'doo-wop', 'rhythm and blues']",11XR0tRT4g5ov4u8M92wbF,,179426,57,False,0.524,0.177,8,-12.306,1,0.0302,0.865,0,0.21,0.466,69.125,4
